爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676447900,906791487,1007678020,614428140,我不甘心“对不起，这辈子就这样吧”,嗷金宝很柔弱_,1676369644,1676369645,457,所以我们一直走，天总会亮的，不是吗？,日常,21,10,高能;日常;正能量;动画;虚拟UP主;VTuber;嗷金宝;综合;生活这件小事;生活万花筒5.0·生活这件小事,7729;2848;33129;358;4429874;6401936;34323291;184996;15135744;35165532,3532,356,0,933,0,8553,664,60,93530,1,0,无,无,无
1676447910,394304316,1005137802,476704454,去渔排捕捞大黄鱼，在海上现捞现烤，小表妹说太好吃了,小文哥吃吃吃,1676361600,1676213666,822,"祝大家年年有余！
情人节快乐呀！
来个三连支持一下呗！",美食制作,76,12,美食;4K;海鲜;美食制作;猎奇;渔民;黄瓜鱼;大黄鱼;乡村振兴;黄鱼鲞;天南海北家乡味;用美食认识我的家乡,20215;206943;104037;562935;58;113693;2652218;3344328;6781414;9782508;33105243;33121332,6296,1472,0,1751,0,32969,631,394,359113,1,1,无,无,无
1676447918,479297669,1007292726,367413928,暴力美学新典范！他为保朝鲜半岛，凭一己之力怒杀百余CIA特工,听wo姐说,1676354990,1676354990,820,疫情肆虐，韩国和朝鲜秘密合作，开发疫苗。而以CIA和曹县叛变将军则竭力阻挠。原朝方特工卡特自愿清除记忆，潜入CIA基地，展开连场大战。本视频以幽默而激情的语言，带您领略2022韩国动作片新标杆的这部《救命卡特》,影视杂谈,182,10,格斗;电影解说;韩国电影;电影推荐;枪战片;暴力美学;动作大片;CIA;朝鲜半岛;特工,364;1161117;81867;25374;169510;11607;253739;87398;227047;83392,2446,654,0,821,0,5763,186,118,63531,1,0,无,无,无
1676447921,266642142,1002952859,3493079208168355,【王维MBTI】16人格被表白的表现| 情人节快乐 | 全员向动画,王维诗里的MBTI,1676109600,1676094080,962,"情人节就快到啦，本期情人节特辑是我们送给大家的情人节礼物，祝大家情人节快乐！
成年的小伙伴们注意节制，别和配音大哥一样把床整塌了！
本期视频的制作我们拥有了很多粉丝的助力。在这里感谢太子、亿之、高星、轻宇、稚幺参与本期绘画；感谢臾与鱼、太子、万尘无忧参与本期剪辑；感谢7T、三寒、成玉、山口一竖参与本期配音。
最后，石榴人们，希望你们每一天都是情人节ww",短片·手书·配音,47,11,手书;动画;搞笑;原创动画;16人格;MBTI;被表白;ENTJ;ENFJ;动画短片群星计划;动画嘉年华2023·灼夜花火,608;358;1833;13015;18051076;810948;3750280;4046704;4048832;25367425;33683785,6193,4373,0,6769,0,25918,2104,5776,278459,1,0,无,无,无
1676447931,609273470,1007663411,10285240,“春天十分美好，然而没有钱，真是倒霉。”,一观者也,1676368791,1676368791,130,-,人文历史,228,4,人文;读书;文学;契诃夫,40737;40328;13509;662568,1092,149,0,3702,0,5254,228,3110,95830,1,0,无,无,无
1676447935,821708227,1001839658,15810618,9.98万起步，比亚迪秦PLUS油电同价！合资品牌的好日子真的到头了,一路向北BYD,1676022298,1676022298,392,我们的好日子，也该来了。,新能源车,247,4,汽车;比亚迪;新能源汽车;合资品牌,13760;35174;343666;2856388,17869,4669,0,5881,0,48983,7074,21296,1239467,1,0,无,无,无
1676447945,949199335,1002091798,214593529,在做了两个月廉价劳动力后，大学牲回家愤然写下《要钱不要命》控诉现实，无奈录音条件受限，被迫DEMO,楊文JUN,1676034419,1676034419,220,"Prod Jammy Beatz
作词：楊WENJUN
作曲：楊WENJUN
	两个月的成都打工生活见识了太多生活在社会底层普通职工的辛酸苦辣，他们有的为了梦想，有的为了家庭，有的只是为了吃口饭，他们身上承载了多少的压力不从而知。两个月的打工生活让我想不通，为什么以前追求慢节奏生活主打“安逸”的成都现在也变得如此压抑",原创音乐,28,12,RAP;原创歌曲;说唱;原创音乐;方言;HIPHOP;成都集团;说唱挑战赛;GOSH;嘻哈;中文说唱;年度说唱Cypher大赏,246;72138;529;71631;3492;9374;14377949;18562568;64420;21297;236131;33239711,3210,51,0,1550,0,4948,548,615,85269,1,0,无,无,无
1676447952,224213421,1001455744,507249893,“中国不能失去山东，就像西方不能失去耶路撒冷”,郑童童_,1676010885,1676010885,101,-,搞笑,138,5,爱国;正能量;中国;开学前的精神状态;校园星发现·up！开学啦,51218;33129;1652;28989651;34876775,11113,848,0,19155,0,101010,546,825,703287,1,0,无,无,无
1676447959,736733229,1002188605,547173382,up主做了一个假营销号，发给相亲相爱一家人，父母是什么反应？第二部来了！！,杨真直,1676032771,1676032771,543,第二部鸿篇巨制来了！！,日常,21,5,健康;养生;营销号;相亲相爱;父母,37242;13084;883067;309396;71102,7603,5244,0,15961,0,34345,1283,4619,776105,1,0,无,无,无
1676447969,864244832,1002057307,1507777137,偷塔，这才叫配合！,韩某卟信,1676033632,1676033632,274,你还碰到过那些奇葩阵容，你还打不过？,电子竞技,171,7,王者荣耀;电子竞技;王者荣耀UP主激励计划;高能;游戏;偷塔;高燃,1404375;62526;21618618;7729;802;181950;33805,705,721,0,2787,0,37165,631,972,790695,1,0,无,无,无
1676447975,266632583,1003436019,11870568,都说我像《星期三》的女主角，真的像吗？,拉宏桑,1676109000,1676095814,405,哈哈哈哈哈哈哈最近脑子不太正常,搞笑,138,7,日常;搞笑;生活记录;星期三;狂飙;B站小剧场·新春放映会;狂飙后遗症大赏,2848;1833;1057109;496075;20496;33421257;35339173,5803,1326,0,2366,0,43822,705,777,311871,1,0,无,无,无
1676447984,394393096,1008262224,183430,【逃离塔科夫】逃离塔科夫纯纯的答辩！,两仪滚,1676396194,1676396194,1029,萌新真不建议入坑，不如玩离线版。,网络游戏,65,4,FPS;吐槽;硬核游戏;逃离塔科夫,5297;792;1323590;1483890,1596,511,0,373,0,4133,531,428,58788,1,0,无,无,无
1676447990,609352634,1008082664,217014305,螳螂崩溃了！4个人4个控制挡不住苍蝇子？,随遇谦,1676387065,1676387065,459,"BGM:
clean and dance 
Worlds Apart-ASH
曼哈顿夜曲
Pacific Rim
魂萦旧梦--白光",电子竞技,171,10,英雄联盟;电子竞技;上单;蛮王;精彩集锦;娱乐;搞笑;沙雕;MOBA;苍蝇子,9222;62526;165545;147625;66406;3221;1833;421428;254029;3726898,1847,348,0,270,0,5224,188,158,65408,1,0,无,无,无
1676448015,524298828,1007907864,276529300,本来还挺喜欢玩王者荣耀的……,破晓岛主,1676379847,1676379847,136,-,手机游戏,172,8,王者荣耀;电子竞技;手机游戏;王者荣耀UP主激励计划;蔡徐坤;小黑子;王者农药;ikun,1404375;62526;3007;21618618;1339688;205026;1768268;6020278,6762,337,0,3794,0,17019,923,7416,212271,1,0,无,无,无
1676448025,651561836,998066338,1723817,深圳街头！路人全场合唱《海贼王》主题曲，简直太感动了!!!,樱萍Apple,1675848900,1675794494,145,"立flag！点赞破1w继续唱《海贼王》的其他歌曲！
之前唱海贼王《memories》点赞破1w啦，所以继续发投稿噢~

这是上个月在深圳的欢乐海岸街唱的视频，很多B站的小伙伴们都来了，非常感谢！海贼王一直是我的童年回忆，也希望大家喜欢我的演唱噢！！！有推荐的歌曲可以在评论区留言~ヾ(≧▽≦*)o做视频不易，喜欢就一键三连吧！谢谢！

之前唱歌《海贼王》的歌：
《memories》BV1yT41117yq
《新时代》BV1kG411K7yi
《ココロのちず》BV1tk4y1y7kn

往期唱ACG的视频：
《柯南》BV1qR4y1D7a7
《百变小樱》BV1UX4y1V7Su
《头文字D》BV13q4y1G7P7
《红莲华》BV1Fi4y1j7yZ
《数码宝贝》BV1K64y1i7nk
《某科学的超电磁炮》BV1pX4y1G7wu

歌名：We Are!（ウィーアー!）
原唱：北谷洋
拍摄：哔哔崽，小艾，我姐
地点：深圳欢乐海岸
翻唱/视频制作：樱萍Apple

◈粉丝QQ群：477514054（三群）
◈网易云音乐/QQ音乐/新浪微博：樱萍Apple

【解答一些问题】

1.关于路演
平时没有路演，街头唱歌只是为了拍视频，地点都是民用地，不会扰民。【戴口罩唱不了歌靴靴，拍视频都是在低风险时期拍，不然视频里也不会有这么多人】

2.关于线下演出
平时偶尔会举办音乐会或者参与线下演出，会发动态通知【最快速得知的方法：点开我的主页，看我是置顶的动态的置顶评论，会更新最新一场演出消息】

3.关于大家推荐的歌
评论私信我都会看的，感谢大家推荐！但因为消息较多不能全部回复到还请谅解w，我会按自身情况来定这首歌适不适合我唱。

4.关于周边
原创音乐实体CD、明信片海报、T恤、钥匙扣等等，可私信发送“周边”就可查看购买方式啦，我是原创日文歌手，希望大家可以多多支持原创！

5.关于合作
线下演出、商务合作请私信联系噢",翻唱,31,11,外语翻唱;日文翻唱;翻唱;街头;动漫音乐;海贼王;动漫;航海王;深圳;樱萍Apple;音乐素人投稿季,1572363;85689;386;1115;33932;4198;1394;91080;53460;2848187;33685559,2986,499,0,1345,0,21722,366,211,261589,1,0,BV1kG411K7yi,,一开口就惊艳！女孩唱《海贼王：红》主题曲，街头燃起来了！
1676448030,524183261,1003305421,596842980,网上26000一盒的九朝贡胶！自己在家做需要花多少钱？,南翔不爱吃饭,1676111194,1676111195,214,,美食制作,76,8,美食;烹饪;厨艺;九朝贡胶;分享新年开工后的美食;大宅门;阿胶;天南海北家乡味,20215;226146;239855;12704414;34722453;357266;1354881;33105243,23505,1488,0,16987,55,76257,1268,614,1169969,1,0,无,无,无
1676448038,566678006,1004614618,71596354,京海风云之高启兰传,金渐层烤猪,1676188716,1676188717,216,视频纯属娱乐 请勿过度解读,鬼畜剧场,216,11,美女;亲情;搞笑;高启强;高启兰;沙雕;狂飙;张颂文;隆妮;鬼畜星探企划;狂飙，但是鬼畜,2504;64153;1833;29755462;34693591;421428;20496;460092;3457834;16637150;35193513,2970,501,0,2843,0,12275,294,2681,198393,1,0,无,无,无
1676448043,309065571,1000359730,323248245,爆超小菲比五人组全员集齐，只不过菲菲的一雪竟被小呆呆拿去了！,青柠动画城,1675935427,1675935427,204,,动漫杂谈,253,7,动漫杂谈;猪猪侠;童年动画;超人强;奥父;动画短片群星计划;动画嘉年华2023·灼夜花火,530918;99660;57611;4353444;5177652;25367425;33683785,3981,1188,0,16890,69,76810,802,6524,1109494,1,0,无,无,无
1676448217,651637571,1002439303,1836322665,五种语言版《这世界那么多人》：晚风中闪过 几帧从前啊,TheMix多语种乐团,1676088000,1676053727,281,"原唱：莫文蔚
翻唱：The Mix多语种乐团
录音：峰哥
混音：蔡成钰
MV：Star Dawn Media
和你走过的路 哪怕荆棘丛生 我也从来没后悔过
记得一键三连哟~爱你们~",翻唱,31,7,翻唱;好听;多语种;这世界那么多人;莫文蔚;bilibili年味唤醒计划;情人节分享你的爱,386;6232;111477;19675401;59861;33024023;35375090,6372,294,0,3867,0,14858,343,1380,241939,1,0,无,无,无
1676448225,351693766,1002084477,50111839,【崩坏：星穹铁道】4月26公测入坑指南：玩法，优缺点，氪金性价比，角色强度梯队解说，帮你快速决定是否入坑！,小琨爱小蛊,1676033930,1676033930,1077,我觉得做的很详细啦，给个赞赞吧~,手机游戏,172,8,手机游戏;游戏;崩坏：星穹铁道;崩坏星穹铁道;米哈游;miHoYo;星穹铁道跃迁特别计划;《崩坏：星穹铁道》跃迁特别计划,3007;802;21744669;21766990;1615271;2694798;34616048;35021200,8857,7035,0,5966,0,34977,7537,6102,623007,1,0,无,无,无
1676448237,566808645,1007285975,28348490,认 爹 狂 魔 高 启 强,咆哮丶土拨鼠,1676368800,1676354214,228,在京海这个地方。。。,鬼畜剧场,216,5,搞笑;安欣;高启强;狂飙;鬼畜剧场,1833;11601888;29755462;20496;7740510,1986,504,0,2597,0,8719,306,2872,120583,1,0,无,无,无
1676448243,481537085,999014913,678881617,他逃他追他插翅难飞，他跑他跳他生死难料，哈哈哈,赛格-,1675853665,1675853666,630,-,搞笑,138,4,搞笑;娱乐;恶作剧;段子,1833;3221;28554;222809,1830,813,0,7258,0,40245,393,5666,696251,1,0,无,无,无
1676448249,991702006,1002875663,3334179,先来10串对付一口，等下饼好了再正式吃,我的样子平平无奇,1676109600,1676092512,407,"BGM
阿鲲 - 万精油型 放在哪里都能用
尾崎豊 - OH MY LITTLE GIRL
Mariah Carey - Fantasy
黑屋乐队 - 走吧
Donny Hathaway - Jealous Guy
信澤宣明 - エレオノーラ様!
Herb Alpert & the Tijuana Brass - Ladyfingers
黄英华 - Night Club Band",美食制作,76,8,美食;南京;街头小吃;里脊;路边摊;里脊饼;天南海北家乡味;节后如何清淡饮食,20215;1381;976470;101983;1138007;8814098;33105243;33696064,6555,1501,0,5917,0,36708,647,2060,593858,1,0,无,无,无
1676448260,224254619,1006286850,520149726,偷偷带着男友复刻远古老照片，他会发现吗？？！,拿拿nah,1676365200,1676291439,613,"情人节快到了，想好怎么过了么？
翻到了好多老照片哦，实在是太日常了哈哈哈哈，我真是干啥都要拍一下！不过现在回过头看真有意思啊！！巨蟹座是不是就这么念旧？！
大家也可以多拍拍照记录呀～ 把开心的瞬间都拍下来！
感谢本期视频由*vivo X90情人节限定「告白」配色赞助～",日常,21,12,520;vlog;回忆;情感;生活;情侣;分享;记录;vivo;恋爱这件小事;vivo X90;生活万花筒5.0·生活这件小事,870;2511282;3484;66605;1742;66611;81987;37366;2522281;2569544;26195251;35165532,8231,1690,0,3238,0,38281,550,1553,375666,1,0,无,无,无
1676448270,991740840,1002852204,35734399,MC掉落物变成10000倍后,小橙子姐姐解说,1676091197,1676091197,338,电脑直呼：刺激~~~~~,单机游戏,17,12,实况攻略;我的世界;万物皆可游戏;沙盒游戏;游戏实况;MOD;游戏视频;MINECRAFT;搞笑;小橙子姐姐;沙雕;这MOD就离谱,673152;47988;20563743;152655;21885;2805;11187;704;1833;720398;421428;25987756,6427,1802,0,30827,84,52705,438,188,698281,1,0,无,无,无
1676448279,394207301,1004125939,94727122,爆肝72小时!“雷利红发现身顶上战争拯救艾斯路飞”,听说未来很美丶,1676166102,1676166102,366,"BGM:歌曲名：Luffy's Fierce Attack，Whisper Of Hope
做这个视频的初衷就是为了弥补顶上战争艾斯离去的遗憾,希望大家多多支持!!!",MAD·AMV,24,11,MAD.AMV;AMV;MAD;海贼王;路飞;雷利;红发;艾斯;顶上战争;动画短片群星计划;动画嘉年华2023·灼夜花火,485740;391;281;4198;5461;444973;94246;14937;86957;25367425;33683785,3845,395,0,1843,0,5985,357,680,98630,1,0,无,无,无
1676448284,436628747,1002180309,508215481,【烂活电竞38】答应我，主队排名前十五的请划走，倒数第一也是第一！,烂活电竞,1676037910,1676037910,1119,,电子竞技,171,11,英雄联盟;游戏赛事;电子竞技;游戏;精彩集锦;搞笑集锦;LPL;烂活电竞;精彩;场面;英雄联盟新春激励,9222;1538509;62526;802;66406;66550;315352;21843728;859;626117;33579582,9585,4329,0,3346,0,43181,1337,3081,1030633,1,0,无,无,无
1676448294,224039209,1000133760,411880020,这个视频能让你感受到，生活是幸福的,叶虎,1675924950,1675924950,128,-,亲子,254,11,治愈;家庭;可爱;生活记录;生活;开心;萌娃;育儿;亲子;美好生活日常记录;新年快乐，好久不见！,753;42255;2423;1057109;1742;98360;356262;754720;164696;28071266;33365341,18139,777,0,10400,0,116235,1111,3692,1196397,1,0,无,无,无
1676448303,351678479,1002528937,622832764,蛋仔派对最难地图百分之0的通关率，挑战成功,特种蛋专属,1676075400,1676066634,660,-,手机游戏,172,6,手机游戏;搞笑;谁是卧底蛋;高端操作;蛋仔派对;推荐宝藏游戏,3007;1833;32503296;833606;18096401;24855082,1705,1391,0,3836,0,19797,561,3244,311024,1,0,无,无,无
1676448312,436599332,1000715674,11099044,《中国风rap》人人都笑小妖怪，人人都是小妖怪。,花町公馆,1676023200,1675867213,124,底层人的真实写照，开播评分9.6，看哭无数人的国漫神作！,国产原创相关,168,11,中国风;动漫;说唱;动画;国产动画;rap;浪浪山;小妖怪;中国奇谭;非正式颁奖小会;创意视频集结令,8562;1394;529;358;7990;2487813;33159475;1457758;22722436;34315564;34505043,25238,307,0,20772,0,84641,539,2759,494670,1,0,无,无,无
1676448320,266816095,1007308716,11270116,美国真去过月球？登月背后的故事！从把人当烟花放到人类的一大步中间发生了什么？,酒痴东梦,1676354178,1676354178,1394,,人文历史,228,6,美国;科普;太空;宇宙;乔什·卢卡斯;登月,5794;5417;14434;9264;329723;155772,1410,995,0,1248,0,8162,901,98,116596,1,0,无,无,无
1676448327,266797784,1007302360,11131476,《 情 人 节 限 定 版 胡 桃 》,绫人太太啊,1676367480,1676355352,108,"*配音及配音风格均原创
*纯属整活如有冒犯非常抱歉",搞笑,138,8,原神UP主激励计划;日语;胡桃;日语配音;绫人太太啊;情人节限定;情人节;原神,18957190;3086;33976;66957;19708541;298873;16869;7945544,3586,345,0,2880,0,33319,642,1679,254424,1,0,无,无,无
1676448337,779267553,1005757201,152389373,骨灰粉凌晨2点发来精神污染游戏，唤醒99.2%的玩家童年地狱！,NBzhuoc大,1676259000,1676223764,437,"骨灰粉发来被诅咒的精神污染游戏，唤醒99.2%的玩家童年地狱！
还好这个游戏不是我小时候玩到的，真好奇现在的小孩要是不小心下载到这种恐怖游戏会发生什么，总之喜欢投币三连点赞关注谢谢大家哒~~~",单机游戏,17,10,童年回忆杀;恐怖游戏;独立游戏;童年;美女;搞笑;阿曼达的冒险;九转大肠;吓人;推荐宝藏游戏,1019252;17941;33450;1411;2504;1833;26089658;910493;14359;24855082,3809,600,0,2430,0,24495,299,114,161464,1,0,无,无,无
1676448342,864368234,1006800730,1985025,【炉石骚套路 86】天地同寿！牧师离谱套路暴打外服！,夏布去,1676347980,1676312873,335,嗓子好一点了！终于赶在迷你包前把这期视频做出来啦~,桌游棋牌,173,12,桌游棋牌;电子竞技;炉石传说;逗鱼时刻;炉石;暴雪;炉石骚套路;夏布去;卡牌游戏;牧师;桌游棋牌创作挑战;桌游棋牌创作营,3023780;62526;318756;952234;320315;2383;4274852;16458510;116267;46478;24985611;29285374,5036,798,0,962,0,22796,398,216,228158,1,0,起尸术,,起尸术
1676448350,906723303,1003315562,649661652,老爸不在家，儿子无敌了，一个自热锅，两个菜，很开心,胖龙的小生活,1676110355,1676110355,282,老爸不在家，儿子无敌了，一个自热锅，两个菜，很开心,美食记录,215,4,美食;生活记录;Vlog;天南海北家乡味,20215;1057109;2503953;33105243,9583,1840,0,2539,0,45335,920,428,918513,1,0,无,无,无
1676448360,694329372,1005148096,73528331,顶级特工为救傻白甜女友，重出江湖，电影《机械师2》,摩斯神探,1676213444,1676213444,612,高智商的特工最可怕，直接团灭黑帮，电影《机械师2》,影视杂谈,182,7,电影解说;动作电影;动作;杰森·斯坦森;特工;春日迷影电影院;影娱新春游园会,1161117;195140;6716;33697;83392;32916187;33364628,1137,648,0,5488,0,45757,172,301,358633,1,0,无,无,无
1676448365,906700883,1001340566,1875245620,没听过这首歌就不懂温柔,汪苏泷,1676008800,1676001288,324,【汪苏泷的赶路日记】第三十期，年都过完了过年季还没结束，就是这么随心随意的在这个有点困意的下午带来一首《温柔》，再用一首耳朵都听出茧子的话送给大家：希望2023大家都能被温柔以待,音乐现场,29,11,音乐现场;音乐分享官;汪苏泷;LIVE;温柔;明星;音乐;唱歌;明星综合;歌手;音乐分享官6.0,389808;20842721;66188;3177;35206;5761;499;12331;22485373;1818;34328030,19899,2814,0,7616,0,32708,2026,3777,473518,1,0,无,无,无
1676448377,736936167,1008442577,13164144,【明日方舟】“春分”DC-1~8平民全关卡低配攻略（含突袭）！操作轻松+语音详解的愉悦攻略！《明日方舟》|魔法Zc目录,魔法Zc目录,1676433600,1676416660,1151,"Zc攻略：【春分】关卡的平民低配攻略合集，包含了关卡中具有挑战性的关卡攻略，在允许的情况下，Zc将使用无精2、无6星的平民阵容；在要求偏高的关卡中，也尽量只使用单6星或者少6星的平民阵容——尽力帮助各位观众能以上位阵容替代。
本攻略以清晰的思路、详细的讲解为大家认真解读新的关卡，漫谈各种乐趣，无论你是新玩家，还是老牌高手，甚至不玩明日方舟的朋友，都可以从视频中感受到快乐。
关卡开放不久，打法未必完美，如果视频中有错误的地方、或者有更好的搭配，欢迎在评论区和弹幕指出讨论。
由衷希望这套不平民、高",手机游戏,172,12,手机游戏;明日方舟;搞笑;作业;春分;突袭;平民;zc;魔法Zc目录;泰拉探索协会;明日方舟创作者应援计划;明日方舟UP主应援计划 – 春分,3007;4610466;1833;819;158513;150036;23767;2914555;3502593;22177849;23353468;35188341,4407,747,0,1921,0,13877,655,338,142381,1,0,无,无,无
1676448385,991864608,1007178035,487215770,情人节一人一只25元炸鸡，在工地上吃，这比什么都幸福,农民工川哥,1676347290,1676347290,291,情人节一人一只25元炸鸡，在工地上吃，这比什么都幸福,美食记录,215,10,美食;情感;情人节;工地;夫妻;农民工;炸鸡;Vlog;“遇见你，怦然心动”2023情人节活动;又是一年情人节,20215;66605;16869;475895;30948;100888;23306;2503953;35076622;35483426,2633,308,0,349,0,9934,220,177,87278,1,0,无,无,无
1676448389,694306028,1006828359,23085689,九转女仆❗是故意的还是不小心的❓【LOVE LIVE！】,一马平川的妥妥,1676347553,1676309985,431,"高坂穗乃果：@乐歌  
南小鸟：@波喵喵喵  
园田海未：@雾奈哟  
绚濑绘里：@废宅少女瓜  
东条希：@Coco妹纸  
矢泽妮可：@Yui柯基大聪明  
小泉花阳：@桃源玖玖  
星空凛：@雨乃哟  
西木野真姬：@一马平川的妥妥  

策划：波喵
摄影：九命猫
服装：波喵 乐歌 桃桃
后期：乐歌  十司  妥妥
排练：乐歌
---------------------------
我们的Lovelive!翻跳系列作品指路：
《No brand girls》BV1ZD4y1C7Gs
《Dancing stars on me!》BV1kg41187K4
《如今的我们》BV1y841177Qu
《Snow halation》BV1vP4y1k7XF
感谢大家的喜爱 持续更新中~",宅舞,20,11,舞蹈;宅舞;女仆装;满怀爱意接近中;可爱;元气;μ'S;舞蹈翻跳;Cosplay;LoveLive！;情人节用舞蹈定义心动,376;9500;16304;610735;2423;10745;2507100;800245;2521237;2538644;35061075,2325,528,0,3880,0,10070,389,475,119416,1,1,无,无,无
1676448396,694207919,1003409712,182481858,《山寨零食》,唐尼是个der,1676113911,1676113911,73,-,美食测评,213,4,美食;开箱;零食;美食测评,20215;110511;19703;1360352,1665,384,0,9804,0,32214,326,231,1108135,1,0,无,无,无
1676448402,906743485,1002448900,11912355,这世上 还是好心人多啊,渣至旁的大神,1676082480,1676054500,283,"动画是真难做啊，一张一张画给我画麻了
这种风格活有点密集，需要再攒攒素材
下期正常更【不一样的云顶】
还是希望大伙们三连支持下，感谢感谢！！！
bgm：
Lose Control - Hedley
Killer - 菅野祐悟
Somebody That I Used To Know (feat． Kimbra) - Gotye,Kimbra
Unicorn - 澤野弘之
Life Goes On - Oliver Tree
Shooting Stars - Bag Raiders
We Can Rest Later - Trailer Worx
Redbone - Childish Gambino
il vento d'oro - 菅野祐悟",电子竞技,171,10,电子竞技;英雄联盟;云顶之弈;搞笑;LOL;云顶S8;Life Goes On;怪兽来袭;渣宝;英雄联盟新春激励,62526;9222;10876266;1833;3093;22419466;2929986;4612012;17181811;33579582,5072,365,0,1256,0,25316,329,541,382759,1,0,无,无,无
1676448407,949320880,1005232804,1629347259,红警混战求来高手又是盘外招！后期排兵布阵看谁先沉不住气！,红警HBK08,1676260800,1676217660,922,,单机游戏,17,11,游戏集锦;实况攻略;红警;后期;实况解说;怀旧;红色警戒;红色警戒2;混战;即时战略;教程攻略,263089;673152;20468;20826;7160;962;232;59337;38838;22999;1017160,4570,1482,0,767,0,22814,469,156,282697,1,0,无,无,无
1676448411,991778017,1006213229,391329387,被烤猪蹄惊艳到的日本媳妇：我回日本一定要开猪蹄店！！！,日本媳妇在山东农村,1676283090,1676283090,393,喷香！！！,美食记录,215,11,美食;外国人;日常;吃货;美食制作;中外家庭;记录;Vlog;中日夫妇;我好爱我的生活;“遇见你，怦然心动”2023情人节活动,20215;39206;2848;6942;562935;10894226;37366;2503953;7659429;30697308;35076622,8055,1159,0,862,0,19951,763,641,243754,1,0,无,无,无
1676448420,694324154,1006384923,253537481,4大生存姿态｜为什么有些人看起来普通，却人缘奇好？,彭春花本人,1676292873,1676292873,606,,社科·法律·心理,124,6,人文;心理;经验分享;社交;人际;萨提亚,40737;17126;634574;145236;3002461;5444454,1276,303,0,2760,0,3117,194,316,60814,1,0,无,无,无
1676448423,394328045,1007135616,1238329219,一线城市求职2023 | 双重视角 | 你有两个眼睛对吧,觅2,1676353928,1676353608,68,"一线城市求职2023 | 双重视角 | 你有两个眼睛对吧






这是一个

实验性的双视角视频

===

感谢智联招聘赞助本期视频

他们近期专攻一线城市之外就业选择的返乡求职者，2月13日起将上线一系列【我在家乡挺好的】城市专场直播
这不一定对所有人都适用，但如果你在考虑出路的话，这是一个选择

祝大家2023的职业生涯一帆风顺",短片·手书·配音,47,11,搞笑;职场;原创动画;生活;救命;HR;求职;一线城市;智联招聘;动画短片群星计划;动画嘉年华2023·灼夜花火,1833;47481;13015;1742;14824;103241;121660;709654;1360386;25367425;33683785,2823,155,0,2061,0,24820,742,1920,233773,1,1,无,无,无
1676448432,479308892,1008030668,277827884,楚钧：《真实复盘》WBG战胜JDG的秘密！Theshy的侥幸心理是什么？,楚钧艾克,1676384416,1676384416,598,,电子竞技,171,11,游戏赛事;电子竞技;英雄联盟;LPL;电竞赛事;TheShy;楚钧艾克;复盘;JDG;WBG;英雄联盟新春激励,1538509;62526;9222;315352;521337;2621310;19676507;807392;3528773;3749044;33579582,14100,853,0,2990,0,31861,2589,912,488384,1,0,无,无,无
1676448442,566669825,1001808678,32524358,资本非要把美人熬老，才请她演女主，但大嫂的脸和演技没让人失望！,漫甜遍夜,1676021785,1676021785,107,资本非要把美人熬老，才请她演女主，但大嫂的脸和演技没让人失望！,影视剪辑,183,4,狂飙;大嫂;演技派;高叶,20496;479354;193117;3357209,401,267,0,1576,0,22425,344,105,449862,1,0,无,无,无
1676448447,394292486,1007508494,1276787,东晋与十六国（25）皇权重振（389-390年）,稚嫩的魔法师,1676362793,1676362794,1569,"并非历史科普视频，就是和大家一起读读史书，看看书里的故事性情节
新浪微博：http://weibo.com/u/2538686360
直播间：https://live.bilibili.com/473
书店：https://h5.youzan.com/v2/showcase/homepage?alias=j085tepy
网页版进去之后请用手机扫右侧二维码购买
遇到引战弹幕请举报，请勿与他对喷",人文历史,228,6,稚嫩的魔法师;读书;历史;北魏;东晋;十六国,821624;40328;221;294104;1322474;1457240,4079,2300,0,1383,0,6242,485,221,70900,1,0,无,无,无
1676448453,651697344,1002256614,2091771,【emoji】狂 飙,呛了一口,1676041219,1676041219,102,安，三鲜伊面,搞笑,138,11,搞笑;安欣;高启强;吴刚;狂飙;抽象;张颂文;张译;emoji;影娱新春游园会;用整活把狂飙变乱飙,1833;11601888;29755462;206947;20496;113843;460092;77556;2516654;33364628;34917095,5487,315,0,5818,0,23557,402,8665,360605,1,0,无,无,无
1676448460,266791451,1006298442,436152539,“其实早就不顺路了，是我非要看能走到哪一步。”,白茶-峡谷摄影师,1676286515,1676286515,90,给个三连吧！球球了！,电子竞技,171,4,英雄联盟;电子竞技;沙漠死神;全场最佳,9222;62526;90427;1699076,1290,196,0,1222,0,21870,609,566,238513,1,0,无,无,无
1676448468,821818130,1007830006,97099717,干掉每位前任 ｜情人节必听小情歌,MrMiss刘恋杜凯,1676377541,1676377541,190,大家情人节快乐！🌹,翻唱,31,7,翻唱;吉他弹唱;情歌;mrmiss;情人节;刘恋;情人节单身孤呱该听的歌,386;87121;1929;12842012;16869;2328649;35385420,6658,372,0,2976,0,10770,590,2628,95109,1,0,无,无,无
