tag_id,标签名,标签描述,订阅数,使用次数
2999,赛车,,66424,681965
6835,漂移,供各类人士参考学习欣赏用,6741,66018
140769,赛道,,248,61003
555942,面包车,,30,7017
45636,大众,,2863,72901
651860,JDM,,1656,62443
140609,车手,,18,2959
2635969,supra,,51,2241
34348721,陈书婷,,2,2603
19164,国产剧,,286,38548
8362076,黄瑶,,0,359
5033,DNF,地下城与勇士是一款2D卷轴式横版格斗过关网络游戏，大量继承了众多家用机、街机2D格斗游戏的特色。,247131,2840728
44367,网络游戏,由网络运营商运营的多人在线游戏，以及电子竞技的相关游戏内容，包括赛事、攻略，实况、解说、短剧等视频。,104219,11439810
1411,童年,,112643,1772391
1296,经典,,233125,4617745
5034,地下城与勇士,,19117,993273
256802,巴卡尔,,0,4669
32939953,DNF新春版本激励计划,,1,37543
30518838,秽土三代风影,,0,14
1429635,火影手游,,1505,242351
5837296,三代目风影,,0,38
7955187,技能爆料,,6,1135
3459,人生,"理科生、文科生、体育生…总有一款是你的菜！美少女教你做人！
九文学园第二新闻部所属的赤松勇树，某一天被社长二阶堂彩香指派负责撰写校内新闻的新专栏“烦恼咨询”（人生咨询）。但是彩香不放心把报道交给勇树一个人，因此找来了三名“回答者”——理科代表的远藤梨乃、文科代表的文、体育科代表的铃木郁美协助勇树，勇树必须把她们三个人的回答总结起来并作成报道……
",5080,784204
324524,真诚,,2,6559
517,朋友,,139,249609
360503,斗争,,12,4128
629305,相处,,5,5302
8251203,戴建业,,4410,1609
35197798,老师在线唠个嗑,,1,1795
32031234,ChatGPT,,47,4742
32612972,图恒宇,,2,778
3986754,moss,,88,3580
23129167,幻塔UP主激励计划,,375,204843
34585960,图丫丫,,0,163
517803,魔性,,65988,1587934
31839,幽默,,2687,1032965
19669712,梗指南,,117,1369
2589331,sigma,,6,3657
305602,田园,,488,100597
30542,乡村,,178,481347
949800,三农,,909,429968
158225,华农,,601,8650
35041,清华,,2632,29695
1920758,乡村生活,,140,63105
7514319,华农兄弟,,7262,14838
444760,赛博朋克2077,《赛博朋克2077》是知名游戏《巫师》系列开发商CD Projekt RED开发制作的一款角色扮演游戏,67598,148887
22387,COVER,,25246,1545298
1115,街头,,2529,181944
19173782,边缘行者,,95,14880
994503,天府广场,,0,340
446720,街头演唱,,10,801
31051121,翻唱红人计划,,0,1710
797415,印度料理,,83,1270
1170904,印度美食,,9543,59813
216067,炸鱼,,76,10681
1290989,印度小吃,,699,25050
1687188,印度旅游,,15,1727
26322022,猪猪公主,,0,2115
26648456,鸭鸭杀,,0,6511
2745996,Asaki,,158,1778
570652,思域,,311,19926
6477654,欣哲频道,,9,194
228845,叫花鸡,,53,2369
1346660,竹笋,,31,6658
1592836,户外美食,,388,77903
2534449,乡村美食,,176,36994
8043,中文翻唱,以华语为主体的歌曲翻唱作品。,525049,131967
176668,正太音,,3995,28073
11573,少年,,1177,247904
58739,少年音,,2393,23018
12525021,负重一万斤长大,,101,1664
1682709,小少年,,958,17529
33662084,虚拟新春之音,,0,11554
66406,精彩集锦,,60642,2498199
8894,操作,,166,333913
12031571,对抗路,,251,40474
476948,日料,,943,19913
23767,平民,,106,335299
89889,菜市场,,74,14106
1644717,香港美食,,330,8446
15554601,峰哥亡命天涯,,449,28119
23419467,记录生活的美好幸福时刻,,11,993277
29673602,电视剧狂飙,,0,1880
9100,全程高能,,280878,1734111
10442160,杜海皇,,173,6883
5290,无伤,,579,176787
19528249,魔偶剑鬼,,3,2763
33239904,演武传心,,0,3204
35374456,魔偶剑豪,,0,145
690,导师,,136,18477
105564,直男,"在中坚建设公司工作的松鸠健一郎在派对上偶遇用自己丢了的邀请函潜入其中，并且海吃还喝的栗田鸣海。面对他的盘问，鸣海毫无胆怯之意。但一会，松鸠把肚子痛的鸣海慌慌张张的送到医院，但是腹痛的原因竟然只是吃多了。鸣海身上只带了300日元，健一郎替她付了5000日元的诊疗费后，忠告她“好好反省反省，要认真的生活”之后便离开了。
鸣海第二天来到健一郎的公司，居然是拜托健一郎借她5000日元的。健一郎说“没有到借钱的情分”但是有在鸣海的谬论“没情分但有人情啊”之下给了她5000日元。不仅如此，还答应为她介绍工作。
数日后，健一郎听说室内设计师山口达彦缺少一个助手，便将鸣海介绍过去额。鸣海在山口那里得到了工作。但是没过多久，让健一郎摸不清头脑的事发生了。鸣海从山口那里偷了钱，被抓抓进了警察局。",1315,69878
111052,研究生,,4724,207339
36139,学生妹,,59,810
303374,直女,,30,1508
2569544,恋爱这件小事,,0,5097
10055,结婚,,1040,231456
2518669,科学科普,,395,17181
6718638,高敏感,,32,493
35100146,2023情人节快乐,,0,6498
13490,定格动画,定格动画是通过逐格地拍摄对象然后使之连续放映，从而产生仿佛活了一般的人物或你能想象到的任何奇异角色。,132949,149164
11552,完结,,13811,36739
456592,玉兔,,24,4380
110215,美影厂,,13,293
3327021,国创,,883,55240
22722436,中国奇谭,,44,10367
30663126,动画园游会,,1,64192
34913472,动画园游会 二期,,0,9334
15002,技巧,,4625,767110
23663,新手,,1717,1456071
1017160,教程攻略,,10,1721244
185829,细节,,203,68254
100066,模组,,1273,136045
35384333,会老的世界,,1,4
1405933,铁锭,,0,38
3594208,nor叔,,98,2656
3847986,数据包,,59,2787
5154898,200岁,,0,7
5997950,我的世界还能这样玩,,4,14807
11884395,补办结婚证,,0,7
78978,感情,,807,519753
812942,结婚证,,7,1748
35101788,我的恋爱树洞,,0,781
66660,清新,,130,19671
7417,治愈向,,348658,1667360
499,音乐,,167356,10916033
66661,欢快,,4,5739
64042,夏日,,308,147239
11755,剑魂,,525,63208
3598106,郭帆,,30,3512
5286832,爆龙王,,0,18
44171,刘慈欣,中国科幻小说的最主要代表作家，被誉为中国科幻的领军人物。自上世纪九十年代开始发表科幻作品，曾于1999年至2006年连续八年获得中国科幻银河奖，作品因宏伟大气、想象绚丽而获得广泛赞誉。他的科幻小说成功地将极端的空灵和厚重的现实结合起来，同时注重表现科学的内涵和美感，兼具人文的思考与关怀，努力创造出一种具有中国特色的科幻文学样式。,11601,32772
14636,开学,,961,183673
32122477,chatgpt,,16,4077
8248,老师,,1418,347401
127846,罗翔,,414037,80297
953185,乡村教师,,8,2889
33401610,新春火一把,,0,400
409006,战力,,4,14178
156150,传记,,8260,14551
171335,祖峰,,123,3423
1048178,刘奕君,,1143,29962
643769,王劲松,,1013,20992
245683,赵阳,,150,2426
169937,黄志忠,,183,9007
641099,辛柏青,,110,3236
571689,王阳,,483,6389
3739232,曹磊,,414,2827
8401,婚礼,,11148,246799
37242,健康,,98836,1834627
3546,生命,,36006,500273
171095,人体,,1948,43419
261627,免疫系统,,122,2792
1342,病毒,,3450,100012
21552,秒杀,,593,73433
27820586,艾尔海森,,49,36494
29236961,艾尔海森的狗,,0,16
30016193,统辖矩阵,,0,321
31514313,3.4深渊,,0,9288
52030,核爆,,169,76662
15794696,猹泡饭,,5,60
25406564,真原神,,0,80
41191,二创,,55,529339
24985611,桌游棋牌创作挑战,,6,327563
29285374,桌游棋牌创作营,,3,263886
98842,灾难,,12020,102085
5741,丧尸,丧尸（英文：Zombie）也有活尸、活死人的说法，是传说中形如死人而能够活动的怪物，来自非洲的巫毒教信仰，在现代的文艺作品中也有出现。丧尸类似吸血鬼或僵尸，属于不死生物。 近年，流行文化中一般使用“丧尸”作为Zombie的中文名称，但有时Zombie也译作僵尸,9075,368972
15727,人类,,39118,128049
78966,末日,,805,99935
16286545,黎明觉醒,,497,11618
34400169,黎明觉醒：生机,,0,157
35489362,黎明觉醒生机来了,,0,2
72029,我是传奇,2012年，人类被不知名病毒感染，纽约成为一座空城。Robert Neville是为军方服务的科学家，也是对病毒有免疫力的幸存者。白天，他带着狗Sam在街道上寻找食物，用广播寻找幸存者，在实验室里研究治愈病毒的方法；晚上，他只能躲在屋子里，因为那些感染病毒而没有死亡的人们，成为了“夜魔”只能夜晚出来活动，丧失理智，会攻击所有的人。 ,15,1939
37363,传奇,,17041,370891
1013334,渡鸦,,393,7653
210308,英国人,,181,2239
3504,英国,,76077,318571
10809453,小鹿绅士,,251,434
274052,文化差异,,307,5129
360005,英语学习,,597103,979118
629491,刻板印象,,68,4830
1463366,伦敦塔,,5,87
3512416,铠,,680,27145
9832044,轻教学,,49,1783578
653,北斗,,361,20381
16374233,刻晴,,3189,138007
16903016,辛焱,,56,7160
24018969,极致单推人,,0,13
24774863,原神美少女,,0,10
31820935,无伤单通深渊,,0,5
1844431,魈,,2536,172204
6401936,VTuber,以虚拟形象自居创作的人们,32858,297575
34323291,嗷金宝,,0,132
184996,综合,,195,153288
58,猎奇,"　　猎奇在中文的本意原是指“搜寻奇异特殊的事物”。但在ACG界中，猎奇被引申有“血腥、残酷”一类之意。据信猎奇一词被大量引用，出自日本ACG的18禁的猎奇杀人（猎奇杀人）类型的虚构作品，对于此种类型的简称。
概要与用法
　　在ACG界中，猎奇可指任何血腥、暴力而残酷的事物，并作为形容词使用，
此外，猎奇也可被当作动词使用。以人为主词时，通常作被动语态，例如：“某角色被猎奇了”；以事为主词，则主要用主动语态，",15209,170516
113693,渔民,,175,22928
2652218,黄瓜鱼,,1,67
3344328,大黄鱼,,0,366
9782508,黄鱼鲞,,0,13
33121332,用美食认识我的家乡,,1,12437
364,格斗,,55886,600608
81867,韩国电影,,11339,119969
25374,电影推荐,,981,83576
169510,枪战片,,29,1485
11607,暴力美学,,803,15794
253739,动作大片,,13,1666
87398,CIA,,91,1462
227047,朝鲜半岛,,30,1128
83392,特工,,308,64156
13015,原创动画,,79406,562592
18051076,16人格,,1,193
810948,MBTI,,895,11021
3750280,被表白,,0,45
4046704,ENTJ,,7,233
4048832,ENFJ,,5,261
662568,契诃夫,,39,775
35174,比亚迪,,722,82444
343666,新能源汽车,,566,128070
2856388,合资品牌,,3,1244
71631,原创音乐,,27013,120749
3492,方言,,34566,136186
9374,HIPHOP,,114104,565123
14377949,成都集团,,66,2368
18562568,说唱挑战赛,,0,2817
64420,GOSH,,449,6068
236131,中文说唱,,1112,132988
33239711,年度说唱Cypher大赏,,0,24199
1652,中国,,247767,1896465
28989651,开学前的精神状态,,0,25892
34876775,校园星发现·up！开学啦,,0,107654
13084,养生,,2395,396472
883067,营销号,,2488,46432
309396,相亲相爱,,6,1159
71102,父母,,312,170955
181950,偷塔,,23,7084
33805,高燃,,14971,736918
496075,星期三,,18,7951
35339173,狂飙后遗症大赏,,0,3348
1323590,硬核游戏,,207,29450
165545,上单,,405,205585
147625,蛮王,,42,12145
254029,MOBA,,387,1400377
3726898,苍蝇子,,0,6
1339688,蔡徐坤,,95793,568199
205026,小黑子,,7,73952
1768268,王者农药,,1145,2191531
6020278,ikun,,107,100839
1572363,外语翻唱,以外语（不包括华语在内）为主体的歌曲翻唱作品。,61193,18811
85689,日文翻唱,以日语为主体的歌曲翻唱作品。,301118,222394
33932,动漫音乐,一部动画和游戏里的音乐包括：OP（opening，即片头曲）、ED（ending，即片尾曲）、IN（插曲）、IM（image，印象曲）、TM(THEMESONGS，主题曲）、BGM（backgroundmusic，背景音乐）。围绕这部动画所发行的音乐专集分别有：OST（orignalsoundtrack，原声碟）、charaCD（角色CD）、Drama（广播剧CD）、single（单曲）。,89344,302565
1394,动漫,"      “动漫”是动画和漫画的合称与缩写。在其他语言相当少用。随着现代传媒技术的发展，动画（animation或anime）和漫画（comics，manga；特别是故事性漫画）之间联系日趋紧密，两者常被合而为“动漫”。
　   由于漫画本身的发展形成了现代故事漫画的表现形式，将影视艺术融入漫画之中，使得漫画与动画更容易结合，影视艺术独特的地方在于它能通过镜头的推拉摇移和片段剪辑的蒙太奇技巧来表达想法和感受。漫画正是吸收了影视艺术的这两个特点。当讲述的故事越发复杂、人物越发丰富的时候，传统单线式叙事的方法就越行不通，蒙太奇的介入就成为一种需要了；当漫画家在传统表现手段中无法找到更合适的抒发感情的方法的时候，当读者需要作品有更强的冲击力和表现力的时候，各种镜头的灵活运用就成为一种必需了。一部现代故事漫画往往集远、中、近、特四种镜头于一身，漫画家往往能熟练地运用镜头的移动和各种蒙太奇剪接，对故事特定部分的情绪和氛围进行渲染。这就是现代故事漫画容易和动画结合的一个原因，因为它天生就像动画的分镜头剧本，读者在看漫画时如同在看一部电影。正是有着这样的相似性所以如今将动画和漫画合称为“动漫”。",117879,3535200
53460,深圳,,946,285648
2848187,樱萍Apple,,52,812
226146,烹饪,,115405,340244
239855,厨艺,,516959,1044509
12704414,九朝贡胶,,0,2
357266,大宅门,,184,11070
1354881,阿胶,,3,2707
64153,亲情,,531,224919
3457834,隆妮,,5,424
99660,猪猪侠,,336,20251
57611,童年动画,,40,13639
4353444,超人强,,5,1111
5177652,奥父,,0,67
6232,好听,,1518,885807
111477,多语种,,83,432
19675401,这世界那么多人,,11,6531
59861,莫文蔚,,2198,28862
35375090,情人节分享你的爱,,0,13577
7740510,鬼畜剧场,,12696,81336
28554,恶作剧,,13646,779071
1381,南京,,1224,194783
976470,街头小吃,,2958,199913
101983,里脊,,5,721
8814098,里脊饼,,0,9
33696064,节后如何清淡饮食,,0,396
870,520,撒狗粮、情侣vlog~,2766,42452
2522281,vivo,,1164,26446
26195251,vivo X90,,0,343
152655,沙盒游戏,,30565,1075434
2805,MOD,,7513,639418
11187,游戏视频,"自传，学习视频制作之路的开始
",20488,22121139
704,MINECRAFT,Minecraft（直译《我的世界》，又译《麦块》《当个创世神》）是一款沙盒建造游戏，也是世界上第一款沙盒游戏，玩家可以在一个三维世界里用各种方块建造建筑物。最初由马库斯‧“诺奇”‧佩尔松（Markus &quot;Notch&quot; Persson）单独开发，现由Mojang AB和4J Studios来负责开发此游戏。《Minecraft》基于Java平台，游戏灵感来自于《矮人要塞》、《过山车大亨》、《地牢守护者》和《Infiniminer》，游戏分为收费和免费版，现已在PC、Android、ios、PlayStation、XBox等平台上发售。,53421,1121098
720398,小橙子姐姐,,73,236
25987756,这MOD就离谱,,3,16389
5461,路飞,,13486,233476
444973,雷利,,27,4080
94246,红发,,191,14959
14937,艾斯,,727,43399
86957,顶上战争,,166,10596
1538509,游戏赛事,,20149,28751
66550,搞笑集锦,,2836,118800
315352,LPL,,122266,516538
21843728,烂活电竞,,1,192
859,精彩,,444,127445
626117,场面,,5,42421
33579582,英雄联盟新春激励,,0,79814
42255,家庭,,5674,626378
98360,开心,,45,221576
356262,萌娃,,17333,1008135
754720,育儿,,1181,438153
164696,亲子,,463,583025
28071266,美好生活日常记录,,9,729853
33365341,新年快乐，好久不见！,,0,1017460
32503296,谁是卧底蛋,,0,346
833606,高端操作,,10,2534
18096401,蛋仔派对,,698,115240
2487813,rap,,3254,126082
33159475,浪浪山,,0,2451
1457758,小妖怪,,16,1404
34315564,非正式颁奖小会,,1,86611
34505043,创意视频集结令,,0,199
14434,太空,,4950,208091
9264,宇宙,,348513,372126
329723,乔什·卢卡斯,,0,56
155772,登月,,81,11876
66957,日语配音,,1115,32704
19708541,绫人太太啊,,2,297
298873,情人节限定,,6,1894
17941,恐怖游戏,恐怖游戏，让你心惊胆战的游戏体验！,368464,434656
26089658,阿曼达的冒险,,0,104
14359,吓人,,517,43218
318756,炉石传说,《炉石传说：魔兽英雄传》是一款在Windows、Mac系统以及iPad上推出的免费策略类卡牌游戏。,206903,681377
952234,逗鱼时刻,,32210,43624
320315,炉石,,6350,376184
2383,暴雪,,84799,619108
4274852,炉石骚套路,,20,481
16458510,夏布去,,34,422
46478,牧师,,59,35128
195140,动作电影,,276,34282
6716,动作,,83034,678973
33697,杰森·斯坦森,,313,4727
66188,汪苏泷,汪苏泷，1989年9月17日出生于辽宁沈阳，内地男歌手。毕业于沈阳音乐学院作曲系，2010出版首张个人专辑《慢慢懂》。2012年出版专辑《万有引力》，并拍摄专辑歌曲《第一首情歌》同名微电影。同年凭借《万有引力》获得音乐先锋榜、东方风云榜等多个最佳新人奖项 。2014年，汪苏泷本科毕业，成立个人潮流品牌SU2。同年与好友徐良成立大象音乐。6月25日发行专辑《传世乐章》。1989年9月17日，汪苏泷出生于辽宁沈阳一个艺术世家。自幼对音乐产生了浓厚的兴趣，初中时开始接触学习古典音乐，并与高中考入沈阳音乐学院附中作曲系。大学继续就读沈阳音乐学院本科作曲系 。大学期间将自己的作品发表于各大音乐网站，并获得多个音乐排行榜首位。从而被唱片公司发掘，签约成为职业歌手。,18999,83012
35206,温柔,,1253,238740
12331,唱歌,,3037,1504701
22485373,明星综合,,3,109379
1818,歌手,,1184,904552
819,作业,,1010,390751
158513,春分,,7,4550
150036,突袭,本片采用大量的专业近身搏击术CQC增添影片的可看性，讲述了一支特警部队和一群躲在一栋15层高楼中毒贩之间的一场攻坚战。,43,108453
2914555,zc,,1,2049
3502593,魔法Zc目录,,1766,3089
35188341,明日方舟UP主应援计划 – 春分,,5,10672
475895,工地,,323,117193
30948,夫妻,,215,215374
100888,农民工,,222,34862
16304,女仆装,,4305,21558
610735,满怀爱意接近中,,13,196
2507100,μ'S,,375,25551
800245,舞蹈翻跳,,449,341558
2538644,LoveLive！,,74,2185
3093,LOL,,49352,2911268
2929986,Life Goes On,,4,1172
4612012,怪兽来袭,,0,936
17181811,渣宝,,0,33
20826,后期,,22675,207428
38838,混战,,7,4408
39206,外国人,,7032,335302
10894226,中外家庭,,127,7385
7659429,中日夫妇,,1,490
30697308,我好爱我的生活,,0,242652
3002461,人际,,65,5273
5444454,萨提亚,,2,245
47481,职场,,126538,739994
14824,救命,,30,7777
103241,HR,,177,14808
121660,求职,,3168,433448
709654,一线城市,,20,2395
1360386,智联招聘,,1,645
521337,电竞赛事,,27610,329202
2621310,TheShy,,290,30997
19676507,楚钧艾克,,1,199
807392,复盘,,183,112107
3528773,JDG,,2154,34522
3749044,WBG,,8,19988
479354,大嫂,,46,5880
193117,演技派,,116,15087
821624,稚嫩的魔法师,,676,704
294104,北魏,,25,1179
1322474,东晋,,21,1203
1457240,十六国,,64,383
206947,吴刚,,630,16697
2516654,emoji,,240,3846
34917095,用整活把狂飙变乱飙,,0,2815
90427,沙漠死神,,26,10004
1699076,全场最佳,,366,326290
87121,吉他弹唱,,72811,692251
1929,情歌,,194,80214
12842012,mrmiss,,0,129
2328649,刘恋,,36,9445
35385420,情人节单身孤呱该听的歌,,0,22
1178961,TWICE,,54645,229121
159571,韩舞,,226805,580962
1308100,林娜琏,,12291,95537
35345,POP,,25,4645
2558595,K-Pop,,19,353860
42442,天启,,118,11962
78535,悬浮,,28,7553
48271,吴京,出生于武术世家，以其正邪兼顾的气质参演过多部动作片。从功夫小子到功夫明星，再到功夫片导演，尝试了多个不同的身份。一直不断突破自我，却能保持内心平和。,8153,127977
150231,解读,,69,26308
1500854,深度解析,,44,3338
6850632,中国华服日,由中国青少年新媒体协会和哔哩哔哩共同发起,22364,9614
32454,汉服,中华民族传统服饰之一，是华服系统的核心、主流和代表。,507881,469959
25450,摄影,英文摄影 Photography 一词是源于希腊语 φω phos（光线）和 γραφι graphis（绘画、绘图）或γραφη graphê，两字一起的意思是“以光线绘图”。摄影是指使用某种专门设备进行影像记录的过程，一般我们使用机械照相机或者数码照相机进行摄影。有时摄影也会被称为照相，也就是通过物体所反射的光线使感光介质曝光的过程。有人说过的一句精辟的语言：摄影家的能力是把日常生活中稍纵即逝的平凡事物转化为不朽的视觉图像。,703837,2406089
836713,颜值,,7285,1143484
3828006,洞主凯哥,,17,604
35318921,搞笑人有没有爱情,,0,6580
112,星际争霸,"《星际争霸》（StarCraft）是由暴雪公司于1998年正式发行的一款即时战略类游戏，背景设置是一个科幻的故事，围绕三个假想的银河种族：Protoss（一个纯精神、纯能量的种族），Zerg（一个纯肉体、纯生物的种族）和Terran（原版中来自地球的人类殖民者）之间的战争展开。
《星际争霸》由于本身设计上的优秀以及良好的平衡性，再加上暴雪不断推出补丁以及13年韩国星际职业联赛在战术，地图设计，兵种克制与操作，运营思路，心理战等方面的锤炼，使其成为了“电子竞技”的定义者，在世界范围内有大量忠实玩家，催生了&quot;OSL&quot;MSL&quot;SPL&quot;WCG&quot;等等具有全球影响力的赛事，也缔造出了“泽炳李双”这样的超人气职业选手。
中国是除韩国之外当之无愧的星际第二强国，曾有pj，lx两位选手征战韩国spl战队联赛，PJ还曾获得过WCG的亚军，民间也有大量高水平星际爱好者。",12633,91289
161375,夺冠,,2575,27361
702651,创造历史,,2,261
488718,游戏日常,,7,248800
171124,猪脚,,10,2393
1457383,牛肉粉,,5,1241
1497805,特色美食,,160,18560
2504797,嗦粉,,38,3415
3218690,肥肠粉,,6,338
7459806,猪脚粉,,1,82
10462022,美食纪,,1098,26807
13644,卡车,,2654,102034
140113,玩车,,26,4184
943528,汽车维修,,696,32233
107490,翻新,,2397,33503
5607,修复,,1331,95174
2923925,东风卡车,,0,52
1734,猫,,33972,1458415
21417746,游戏群星,,0,102204
2511097,lol,,10012,236290
32419412,每个频道都有故事,,0,15379
526639,白起,,10780,95965
2412,最高,,5,13190
166176,宫本,,64,13366
374685,回血,,19,3863
111037,宫本武藏,,2293,38419
1464141,盛强,,1,321
2792728,苏小玎,,2,1117
8683252,强盛,,1,490
313718,服饰,服饰风格、搭配技巧，你想知道的都在这~,885550,2868173
13896,发型,,626127,480282
55089,人设,,730,68777
18984,帅哥,,11688,1815805
1139735,穿搭,,801101,2123670
289990,男团,,350,141462
302540,造型,,878,156241
871463,韩娱,,87,54849
8317,揭秘,,1175,115350
573721,练习生,,503,79679
12732,猫头鹰,,15455,31279
12988,动物世界,"转自央视网视频 动物世界(娱乐)
《动物世界》栏目已经走过20多年，通过专家的讲述、优美的画面、感人的故事去告诉观众、打动观众，使观众认识到我们不能没有动物。",19311,201418
29479779,高能二创,,0,135
114184,土拨鼠,,1539,12399
68645,啄木鸟,,72,4228
3301811,治愈系视频,,0,390
3624780,红松鼠,,0,36
9270,快乐,,340,897631
10387,TVB,,39923,351712
1730,粤语,本专题收藏与粤语相关的作品。粤语，又名广东话，是一种属汉藏语系汉语族的声调语言。主要应用于我国的广东省、广西省以及港澳特区以及外国华人社区。粤语亦是唯一除普通话外在外国大学有独立研究的中国汉语，且拥有完善文字系统，可以完全使用汉字（粤语字）表达。因其应用人数众多，在国际上拥有一定地位，粤语相关的影视音乐作品亦是层出不穷。不少于20世纪诞生的影视音乐（以香港作品尤为突出）已然成为了两三代人不可磨灭的记忆。,95002,701559
266293,港乐,,461,52472
25885,陈奕迅,"陈奕迅（Eason Chan），1974年7月27日出生于香港，中国香港流行男歌手、演员，香港演艺人协会副会长之一，香港流行音乐张学友的接班人。
他1995年在香港参加TVB举办的第14届新秀歌唱大赛，从而跟华星唱片公司签下歌星合约，正式踏入香港乐坛。 1996年推出首张个人同名大碟《陈奕迅》，1998年推出《我的快乐时代》并获得首个叱吒乐坛流行榜颁奖典礼的“叱吒乐坛至尊唱片大奖”。 2003年他成为了第二个拿到台湾金曲奖“最佳国语男演唱人”的香港歌手。  2005年推出的专辑《U87》。2009年6月以《不想放手》获得金曲奖的奖项“最佳国语专辑”奖。
1997年，陈奕迅开始参演电影。2010年1月10日，他在“美涛·领衔2009腾讯网星光大典”中凭电影《金钱帝国》获得港台年度电影男演员荣誉。
2014年1月24日，陈奕迅获得英国金斯顿大学荣誉学位 。",32413,128088
993036,广东歌,,80,6893
2537134,Eason,,98,4276
34369872,音乐合伙人联盟企划,,0,1281
598357,日常妆,,113819,244009
518001,妆容,,12338,204906
2701815,美食vlog,美食探店、一人食vlog...,12150,1884401
15048989,外国人穿旗袍,,0,4
29267509,蜜枣酥,,0,21
148386,元宵节,,102,83848
1374623,中式糕点,,131,768
1384994,文化输出,,271,8455
3032672,老外吃中餐,,41,479
4998796,荷花酥,,14,156
5818780,枣花酥,,1,25
202043,汤姆哈迪,,1649,12460
151868,大超,,20,1000
383278,亨利卡维尔,,580,5122
10231303,凤凰叔,,1,93
42048,个人向,,557,254361
15408470,朱永平,,1,77
239331,舔屏,,336,6273
2535970,daddy,,39,4935
516500,秀场,带你去看最前沿的时尚趋势和光明四射的长腿超模,215281,280456
288748,巴黎时装周,,5425,7612
12025386,dojacat,,5,553
13976028,豆荚猫,,19,1959
19297221,秀场分析,,1,10
1446666,金小妹,,6,181
2292067,夏帕瑞丽,,11,107
18276439,schiaparelli,,10,27
27911862,时尚行业大公开,,6,19046
302826,影视原声,,108,7718
2399,还珠格格,      根据琼瑶原著同名小说《还珠格格》改编，台湾怡人传播有限公司和中国电视公司筹拍，湖南经济电视台协助拍摄的系列电视连续剧，1998年、1999年、2003年，先后共发行三部：《还珠格格》24集、《还珠格格第二部》48集、《还珠格格第三部》40集。《还珠格格》开创了中国内地追星时代，为中国娱乐产业链发展和完善作出了巨大贡献，自此始，内地有了真正意义上的荧屏偶像。该剧使主演一夜成名，发展至今已成为国内国际都享有盛誉的巨星。《还珠格格》也是迄今中国重播次数最多的十大经典电视剧之一，并被译成英、日、韩、蒙、俄等语言国,4751,43128
949,仙剑奇侠传,《仙剑奇侠传》系列是由中国台湾大宇资讯股份有限公司（简称“大宇资讯”或“大宇”）制作发行的电脑游戏，故事以中国古代的仙妖神鬼传说为背景、以武侠和仙侠为题材，迄今已发行6代单机角色扮演游戏、1款经营模拟游戏、1款网络游戏。系列首款作品发行于1995年7月，荣获两岸当时无数的游戏奖项，还被众多玩家誉为“旷世奇作”，初代及三代还相继于2004年和2008年被改编成电视剧。《仙剑奇侠传》系列与同公司的《轩辕剑》系列并称“大宇双剑”，均被公认为华人世界的两大经典角色扮演游戏系列。,22644,113711
4890,OST,1,42739,151235
1146540,背叛情歌,,0,134
30537,动力火车,,32,3899
555630,那就这样吧,,6,451
221312,终于明白,,1,135
30536,当,,5,1120
35269188,动力火车来B站啦,,13,4
35650,露西亚,,1737,27603
8808,旗袍,,14822,79061
1141352,丽芙,,187,10094
1489888,含英,,3,961
7700690,战双帕弥什,,74136,310404
7866674,蒲牢,,31,2256
21744596,慧小媛,,2,120
266103,网购,,388,83968
6348,水果,,21591,183691
1054930,车厘子,,27,5481
228584,抽奖,,42716,1314029
119262,品牌,,89552,461427
30373,华为,华为于1987年成立于中国深圳，全球第二大通讯设备供应商，全球第三大智能手机厂商，也是全球领先的信息与通信解决方案供应商。公司围绕客户的需求持续创新，与合作伙伴开放合作，在电信网络、企业网络、消费者和云计算等领域构筑了端到端的解决方案优势，并致力于为电信运营商、企业和消费者等提供有竞争力的ICT解决方案和服务，持续提升客户体验，为客户创造最大价值。目前，华为的产品和解决方案已经应用于140多个国家，服务全球 1/3的人口。,43665,428257
91251,潮流,潮人的聚集地，潮牌的分享&测评中心,253802,885042
7007,手机,,635046,1493791
33363534,新年必buy好物,,0,3298
1520,二胡,二胡又名“胡琴”，唐代已出现，称“奚琴&quot;，是北方的民间乐器。一般认为今之胡琴由奚琴发展而来，现已成为我国独 具魅力的拉弦乐器。它既适宜表现深沉、悲凄的内容，也能描写气势壮观的意境。 始于唐朝，已有一千多年的历史。它最早发源于我国古代北部地区的一个少数民族，那时叫“奚琴”。宋朝学者陈蜴在《乐书》中记载“奚琴本胡乐也……”唐代诗人岑参所载“中军置酒饮归客，胡琴琵琶与羌笛”的诗句，说明胡琴在唐代已开始流传，而且是中西方拉弦乐器和弹拔乐器的总称。二胡，过去主要流行于长江中下游一带，所以又称为南胡。集中于中高音域的表现，音色接近人声，情感表现力极高，广为大众接受。1920年代，二胡始作为独奏乐器出现在舞台上。在这之前，二胡多用于民间丝竹音乐演奏或民歌、戏曲的伴奏。,58493,76368
4133,纯音乐,,177930,1178107
188244,五月雨,,26,1426
75865,童声,,369,19583
8537,自来也,,529,29875
11564,铠甲勇士,,16569,83646
2069,假面骑士,风靡日本的特摄片系列,212719,900556
