爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676477738,524066146,1000253872,491824570,后面的故事就由我们来撰写吧,艾拉永记于心,1675929802,1675929802,98,-,GMV,121,7,手机游戏;GMV;动画短片;泪目;崩坏三;动画短片群星计划;动画嘉年华2023·灼夜花火,3007;25483;26517;1964;2695011;25367425;33683785,1919,56,0,3125,0,6777,93,285,32597,1,0,https://b23.tv/gh6JECC,,"""故事的最后一章就由你来收尾啦"""
1676477741,394340123,1005936758,1046238272,【STAYC】‘Teddy Bear’ MV,STAYC_official,1676365200,1676277589,204,,MV,193,9,MV;STAYC;裴秀珉;尹势银;沈姿润;张叡恩;Teddy Bear;朴莳恩;李采映,1817;16961522;17424291;17441576;19360883;27790288;2676986;3187162;6027600,5500,822,0,3323,0,11528,1190,3566,105119,1,0,无,无,无
1676477750,821835851,1007730525,281674150,【省城拟手书】东三省大家族,EnsoleiliCrush,1676222297,1676222297,120,"lof：下水道之超级老鼠王

第一次刷到这个手书的时候就感觉很…适合…？反正趁着还有一两天开学的时候将将巴巴画完了，设定全是我自己的，如有雷同我也不知道怎么办（虽然但是x），有一些上色稍微改了一下，因为描线笔的颜色不太突出所以有微调，别的没了x
二编：更换了视频源，并为我造成的低智的错误感到抱歉x",短片·手书·配音,47,9,手书;精神状态良好;城拟;省拟;黑龙江;吉林;辽宁;oc;东三省,608;27093444;538653;915485;112974;176969;109533;2540391;2646736,2214,362,0,2359,0,6269,839,389,47615,1,0,吉林延边朝鲜族自治州,,吉林延边朝鲜族自治州
1676477760,991664202,1002732028,2067160,【未定事件簿】NXX不养闲人.....,Stefani董,1676083211,1676083211,122,"未名市令人闻风丧胆的nxx调查组，据说从来不养闲人。坊间传闻，几位成员都以代号相称，各个领域皆有涉猎。
当然，一个优秀的团队，必有几类人才，分别是.....
Bgm：This Is It
素材：未定事件簿
特别感谢：卷耳李小喵，七晰，小樱",GMV,121,10,GMV;乙女游戏;未定事件簿;左然;陆景和;莫弈;未定事件簿·故城黎明的回响;夏彦;国乙;未定事件簿·故城黎明的回响视频征集,25483;43755;11257693;11259409;11259414;11259416;33360395;7148040;16639997;33599838,11021,556,0,21249,0,43245,492,3440,168929,1,0,无,无,无
1676477768,609118825,1001262240,1140782355,徐江高启强砸头名场面来了？？外国人看《狂飙》第二轮！四人被安欣感情线甜到？视频中间有惊喜！,OLI和他的朋友们,1676000410,1676000411,380,-,影视杂谈,182,6,外国人;安欣;高启强;名场面;狂飙;徐江,39206;11601888;29755462;118127;20496;2643048,2360,710,0,2796,0,24224,866,553,632374,1,0,无,无,无
1676477777,864181298,1002097147,20699508,“你连5000块都没有，为什么非要吃烤红薯” 哈哈哈已笑疯，可太喜欢看他们拌嘴了❤《鬼怪夫妇日常实录》,Trobve,1676034159,1676034159,252,-,影视剪辑,183,7,影视剪辑;搞笑;金高银;鬼怪;孔刘;新剧好剧一起看;影娱新春游园会,318570;1833;1423903;160008;469388;32998285;33364628,1340,94,0,3234,0,14750,204,507,273477,1,0,https://b23.tv/76FmpYq,,“2023，祝你遇到心软的神” ❤ 耗时5周，终于还愿《孤单又灿烂的神|鬼怪》7 周 年 纪 念 向
1676477802,906673980,1003998987,1529656577,整碗热气腾腾的蹄花面，简单舒服,孤独美食咖,1676188800,1676150458,106,整碗热气腾腾的蹄花面，简单舒服,田园美食,214,9,美食;吃货;蹄花面;美味;面条;简单;舒服;蹄花;Vlog,20215;6942;11154617;37281;78415;35450;63389;1373795;2503953,778,866,0,523,0,25785,372,549,337364,1,0,无,无,无
1676477809,481669522,1001889115,544336675,江门.三辣馆 厨子探店¥1?80,真探唐仁杰,1676172600,1676024437,229,在江门，吃到了至今为止最贵的一只螃蟹，味道嘛……,美食侦探,212,3,美食;探店;美食探店,20215;1469519;1603458,1278,695,0,1593,0,49323,632,975,729947,1,0,无,无,无
1676477817,736632262,1001914948,454780088,4J车厘子有多大？你买的车厘子缩水了吗？【慧小媛】,慧小媛,1676026417,1676026417,171,男主车厘子守护者-小帅，在网上买了两箱4J车厘子...,社科·法律·心理,124,11,脱口秀;搞笑;科普;奇葩;解说;慧小媛;车厘子;水果;网购;热点观察局;bilibili年味唤醒计划,4346;1833;5417;19878;3845;21744596;1054930;6348;266103;27544978;33024023,22220,2543,0,8095,46,140787,1386,1442,1199505,1,0,无,无,无
1676477826,394131259,1002741293,8299159,点名批评一位知名歌曲作者。,特别厉害的祁奕翔,1676084046,1676084046,508,点名批评一位知名歌曲作者。,音乐综合,130,10,国风音乐;古风;吐槽;国风歌曲;施靖奕;网络神曲;写歌;批评;音乐人;赐我,1728359;8227;792;3463913;32132679;163825;800761;198386;498518;966945,4787,4112,0,4441,0,37142,2228,962,785349,1,0,无,无,无
1676477836,609277635,1006611724,374629782,⚡️我真的还想再活五百年⚡️,大表舅howl,1676343600,1676306485,133,"全制作：大表舅HowL
原曲：《向天再借五百年》韩磊",人力VOCALOID,126,12,鬼畜;向天再借五百年;康熙王朝;孙红雷;李广奇;征服;韩磊;华强;华强买瓜;郝哥;搞笑研究所;搞笑研究所2023,68;113794;113793;61511;20718822;9093;230982;4141626;8815954;8952481;23649527;35027528,1751,235,0,1288,0,3357,207,436,42963,1,0,无,无,无
1676477841,864292781,1005395278,686127,家园翻新 我的世界永恒的MC生存 二周目EP16,籽岷,1676216870,1676216870,1713,"整合包地址：https://www.curseforge.com/minecraft/modpacks/minecraft-eternal
汉化地址：https://www.bilibili.com/read/cv21193646
整合包介绍：BV1Wd4y147YM

EP1：BV1r8411N7am
EP2：BV1dG4y1C72W
EP3：BV1v8411A7FD
EP4：BV12A411R7bS
EP5：BV1BT41127dD
EP6：BV12G4y1X7Jm
EP7：BV1934y1Z7GG
EP8：BV1fT411y7up
EP9：BV1Ys4y1s7cM
EP10：BV1GA411r76q
EP11：BV1M24y1z7dH
EP12：BV1zA411z7YS
EP13：BV1UG4y1U7XB
EP14：BV1EM411Y7iB
EP15：BV1fY411v7EN

三连（点赞，投币，收藏总和）过十万更新~",单机游戏,17,10,我的世界;万物皆可游戏;籽岷;单机游戏;MINECRAFT;沙盒游戏;生存;二周目;永恒的MC;游戏鉴赏家,47988;20563743;278284;17683;704;152655;14224;14821;4620374;5034734,47463,2355,0,11045,43,74972,1766,649,391404,1,0,无,无,无
1676477851,566673088,1004271208,18706318,现代动物为什么都那么小？生物为什么不能无限增大？,龙女之声,1676191500,1676175209,421,"其实蓝鲸就是当代生物的
本周双更【海绵机甲，珊瑚护盾，活体版变形金刚和超能勇士居然真的存在？【短尾下目】一-哔哩哔哩】 https://b23.tv/GUELhoc",科学科普,201,10,趣闻;动物;科学;古生物;生物;植物;萌芽家;牙刷;辟谣;龙女之声,6874;6392;1364;224682;133257;9757;11156101;32817;265428;2639633,4126,1558,0,3019,0,30939,984,222,487719,1,0,tetris,,tetris
1676477863,224183418,1002412651,1986039004,这玩意是真下饭！,Tiger西西,1676088000,1676051122,76,制作过程在评论区，感谢观看，求点赞三连！,美食制作,76,9,美食vlog;美食;一人食;烹饪;吃货;厨艺;搞笑;美食圈;下饭菜,2701815;20215;397670;226146;6942;239855;1833;1207642;233219,2782,424,0,4607,0,75413,496,672,640984,1,0,无,无,无
1676477872,906723231,1002850649,406871371,等等..！猜拳好像不是用脚玩的吧！？..,捏碳碳碳碳,1676089207,1676089207,183,"大家好我是碳碳，正在和花花做搞笑动画小剧场！~
""现在的剪刀石头布真的太刺激了...""
如果你喜欢！记得三连三连关注关注！三连三连关注关注！三连三连关注关注！三连三连关注关注！三连三连关注关注！三连三连关注关注！求你了！！",短片·手书·配音,47,11,搞笑;手书;原创动画;逗比;女仆;捏碳;猜拳;剪刀石头布;沙雕;动画短片群星计划;动画嘉年华2023·灼夜花火,1833;608;13015;13926;3389;11171184;130050;60876;421428;25367425;33683785,8254,1566,0,15001,52,98869,1069,856,958979,1,0,无,无,无
1676477882,779289710,1004795650,11750772,原神里所有的石碑上都写了什么？,柑橘Peter,1676198584,1676198584,609,"终于是将我很久之前想做的视频做完了，很久之前做小姜那期视频的时候就想着我要不要试试把所有的石碑都翻译了，现在终于是把自己心中挖的坑给补齐了！
没想到，其实原神中的墓碑不多，很多都是建模复用，同时呢上面的内容也有重复的部分，但是也翻译出来了我意想不到的内容，甚至有可以一下戳中我泪点的内容，小小的石碑上竟然有如此感动的内容，原神真的是细节怪啊！！！
呜呜呜呜......
不过遗憾的是确实有些没有翻译出来，是真的看不清啊！不过我很满意了，我尽力翻译了所有的内容，也做了一期我自己满意的视频，嘿嘿嘿，我就很高兴了！
喜欢记得点赞投币加关注哦~
也欢迎大家评论区补充和纠错！",手机游戏,172,9,手机游戏;原神UP主激励计划;翻译;原神故事;原神大世界;石碑;墓碑;原神;原神考据,3007;18957190;546;16885854;19870182;367571;1004496;7945544;15137636,10159,811,0,6237,0,27608,436,737,256532,1,0,无,无,无
1676477887,524156326,1002992980,10330740,九转大肠：玩梗的人很多，但原汁原味的只有我吃过,观察者网,1676096144,1676096144,448,,综合,206,7,美食;测评;九转大肠;小勺子;俞涛;热点观察局;bilibili年味唤醒计划,20215;72003;910493;3936864;19538652;27544978;33024023,1534,1171,0,1534,0,25468,976,1023,426469,1,1,无,无,无
1676477898,609184822,1002897559,378828200,一个稳健的老板，是不会让员工欠款的,疯狂大笑总,1676091297,1676091297,64,来了来了，限时返场,搞笑,138,4,搞笑;高能;搞笑研究所;搞笑研究所2023,1833;7729;23649527;35027528,3286,376,0,3364,0,148448,701,595,1113587,1,0,无,无,无
1676477907,651813009,1005771262,667710632,一听就会 一学就废,三个猪鼓励,1676262891,1676262891,72,,搞笑,138,5,生活记录;灵魂歌手;搞笑;搞笑研究所;搞笑研究所2023,1057109;228357;1833;23649527;35027528,695,235,0,690,0,24103,400,591,309935,1,0,无,无,无
1676477913,609239800,1003252687,20892823,离谱！非洲电视剧都不用审核的吗？？,柠檬派奇幻漂流,1676116800,1676107172,454,,搞笑,138,9,搞笑;高能;奇葩;吐槽;离谱剧情;沙雕;离谱;搞笑研究所;搞笑研究所2023,1833;7729;19878;792;21012559;421428;1422037;23649527;35027528,3532,3431,0,3332,0,56609,534,1519,669161,1,0,无,无,无
1676477920,949352744,1006298587,478908296,大堂经理误区自己内心圈套,老四的快乐生活,1676286582,1676286582,212,-,搞笑,138,5,职场;原创;大堂经理;搞笑研究所;搞笑研究所2023,47481;536;1603305;23649527;35027528,1866,585,0,938,0,34178,939,312,577393,1,0,无,无,无
1676477928,694204156,1001873780,1889049289,真男人蹿的不是稀，是荣耀与烈焰！,高级灵魂张斯瑞,1676024389,1676024389,61,"有评论说我要是能把上茅斯改手都整高级，就…
算了，味儿太冲，我得用气泡音压一下。",搞笑,138,10,兄弟;高能;英语;艺术;燃;气泡音;男人;整活;给整活儿加点艺术;搞笑研究所2023,1051;7729;8816;357;1161;486734;7057;7375172;31075569;35027528,3550,193,0,10070,0,68884,390,5947,693186,1,0,无,无,无
1676477935,651615126,1000519114,471827265,我念出了你的个签，却念不出你的悲伤,白婉晴,1675941997,1675941997,66,好尴尬，还好尴尬的不是我,搞笑,138,11,颜值;社死现场;情感哲学;emo文学;开学前的精神状态;腼腆文静小女生;尴尬;大学生;个性签名;整活;校园星发现·up！开学啦,836713;16870242;19426757;22068234;28989651;32627435;8050;34356;2643567;7375172;34876775,914,213,0,2977,0,94081,1018,1636,1210091,1,0,无,无,无
1676477943,436645317,1003228300,1650518028,再见了，我的蓝银。,_番茄多_,1676106742,1676106742,140,BGM：Only Child - Sasha Alex Sloan,手工,161,5,美妆;手工;口红混色;拯救奇葩色号;解压,832569;11265;11004971;35407559;395374,627,705,0,2145,0,60154,537,581,488242,1,0,无,无,无
1676477951,949265743,1006184115,397841457,2022年中国boy播放量最高&最低的是？？,王瀚哲_,1676279468,1676279468,359,朋友们分享一下去年让你看了最开心的一起视频吧！别忘了一键三连啊！,日常,21,8,生活记录;2022年度;工作总结;中国boy;王瀚哲;中国BOY超级大猩猩;生活这件小事;生活万花筒5.0·生活这件小事,1057109;18059681;1641530;2513991;2774047;3964046;15135744;35165532,5911,1429,0,3487,0,31843,983,270,276676,1,0,无,无,无
1676477959,821797654,1004785372,42870908,99%人不知道！资产百亿富豪的省钱大法！,网不红萌叔Joey,1676196169,1676196169,289,99%人不知道，原来资产百亿的富豪们是这样省钱的！还有你不知道的豪车奇葩冷知识！一起来为暴富做好准备吧！,搞笑,138,13,汽车;趣闻;搞笑;冷知识;豪车;打开格局;富豪;省钱;赚钱;涨知识;资产;搞笑研究所;搞笑研究所2023,13760;6874;1833;47996;100163;21360483;50693;72012;155420;305605;2753401;23649527;35027528,742,435,0,4123,0,52405,255,854,473041,1,0,无,无,无
1676477963,609142289,1001351401,27717502,玩1年半一抽都没有，全四星最高1命，教练：我想满星！,时雨ioo,1676007915,1676007915,803,,手机游戏,172,3,手机游戏;原神UP主激励计划;必剪创作,3007;18957190;15775524,8727,4250,0,3362,0,58778,2045,5472,943470,1,0,无,无,无
1676477973,436656015,1004575872,27501480,这才是《群青》原版mv！,怠惰的一休,1676190596,1676190596,98,"bgm：群青——yoasobi
这标题文艺复兴了",人力VOCALOID,126,8,鬼畜;全明星;人力VOCALOID;蔡徐坤;九转大肠;群青;东北往事;鸡你太美,68;4286;26180;1339688;910493;334056;821806;9882089,2581,260,0,5100,0,10682,146,616,83218,1,0,无,无,无
1676477977,906637989,1002778752,285499073,时隔一年！我通关了史上最“恶心人”的游戏！,东尼ookii,1676086944,1676086944,1361,"游戏名：smilemo
时隔一年没玩游戏了。谢谢大家的支持！",单机游戏,17,11,实况攻略;游戏;游戏实况;生活;搞笑;实况解说;smilemo;沙雕;东尼;东尼ookii;推荐宝藏游戏,673152;802;21885;1742;1833;7160;26030470;421428;235151;8579424;24855082,29312,5445,0,8541,83,79332,888,1240,697780,1,0,无,无,无
1676477988,864024925,1001069516,6496196,僵尸：给植物一点小小的震撼！,花生味花生酱,1676023200,1675979953,491,游戏名：植物大战僵尸ovo版,单机游戏,17,7,万物皆可游戏;植物大战僵尸;搞笑;娱乐;怀旧游戏;沙雕;休闲益智,20563743;10071;1833;3221;170665;421428;42796,3464,2265,0,9378,94,80339,398,408,1251601,1,0,无,无,无
1676477994,266742064,1001667768,10534933,我找到了中国最像流浪地球的地方！,期末77,1676026800,1676020290,779,"我一个没体验低于零下5度的南方人，这次开XT4自驾新疆人都被冻傻了，最低温度离谱的零下40度！！！
不过冬天的新疆是真的顶，这期在赛里木湖流浪地球，下期就可以给你们看看在禾木的绝美雪景！完全不一样的两个世界，我爱新疆！！求个三连俺早点把视频肝出来！",出行,250,11,旅游;新疆;风光;出行;流浪地球;赛里木湖;凯迪拉克XT4;流浪地球2;闪闪发光的少年2;花式出行过大年;新春出行游园会,6572;71319;207083;698226;210691;2805522;5832752;9741441;32534816;33260986;33323205,14454,2211,0,10043,0,32998,656,5317,601064,1,0,无,无,无
1676478002,566506290,999548957,1011627201,胡桃金曲《家有胡桃》,愚人戏社,1675915200,1675877589,141,"胡桃金曲-《家有胡桃》 
策划：愚人戏社 @泡菜盐初    
填词：@柑宝      
演唱：@姜艾芙    
绘制：@我比狗困困困困    
剪辑：@吃饭团的渠    
-------------------------------------- 
◆原曲《阳光男孩 阳光女孩》 
◆音乐已同步上传至网易云 
◆衍生表情包已上传至QQ表情包平台，搜索：《家有胡桃》 
◆衍生输入法皮肤已发布，具体领取使用方法请移步@愚人戏社  的空间动态 

愚人戏社“角色金曲”企划公开招募同伴啦，欢迎有意向的朋友邮件报名~",手机游戏,172,8,手机游戏;原神UP主激励计划;胡桃;音乐;金曲;旅行者;原神;愚人戏社,3007;18957190;33976;499;97374;453251;7945544;22419708,33505,462,0,39136,53,92894,863,6811,503319,1,1,我家有胡桃,,我家有胡桃
1676478013,821751460,1006178125,419358358,【挑战系列Ⅱ】挑战从零开始用互联网三天赚一万元（第一天）,仟业创薪,1676296800,1676287982,403,,财经商业,207,10,今天也要好好工作;财经;学习;创业;互联网;第一天;挑战;系列;赚钱;副业,34948831;66849;13160;128384;23901;48957;10058;3314;155420;158158,1407,161,0,4939,0,5108,369,943,308917,1,0,无,无,无
1676478018,736830568,1005378991,314081531,未雨绸缪，老人安排好一切，避免身后麻烦事。,多肉不老松,1676246400,1676229318,788,-,日常,21,5,遗产;老人;房产;随手记录我的生活碎片;生活万花筒5.0·生活这件小事,542695;34053;217164;29760086;35165532,2010,315,0,1165,0,6900,335,388,112050,1,0,无,无,无
1676478345,481843519,1007108858,32708626,电影《深海》首爆“未来畅想”完整正片片段,哔斯卡金像奖,1676343656,1676343657,189,,预告·资讯,184,3,深海;田晓鹏;深海奇幻之旅,119392;1257133;4141984,1564,219,0,1934,0,6209,386,843,50366,1,0,无,无,无
1676478348,949197954,1004426154,470840543,诺手：我不爽都别玩了 我：你去送吧 看看你能不能让我输,LOL楠神李青,1676180305,1676180305,334,-,电子竞技,171,5,英雄联盟;电子竞技;万物皆可游戏;第一视角;精彩集锦,9222;62526;20563743;34692;66406,4464,916,0,2423,0,51833,3946,1846,788759,1,0,无,无,无
1676478358,779272161,1007102876,672328094,情人节的魔法药水♡Love Potion♡ 可爱加倍！,嘉然今天吃什么,1676347321,1676347321,212,"（运营代发）

素材来自2.10小剧场直播
原曲：Love Potion
翻跳：嘉然
场景：自制
动作：动作捕捉",宅舞,20,12,舞蹈;虚拟UP主;宅舞;可爱;甜;元气;虚拟偶像;love potion;嘉然;嘉然今天吃什么;歌舞打卡挑战;情人节用舞蹈定义心动,376;4429874;9500;2423;202245;10745;14104;2581824;17520266;17532487;31813197;35061075,10598,383,0,4575,0,20379,1103,2209,121072,1,0,无,无,无
1676478369,864214224,1002143009,107334607,胡 言 乱 语 高 启 强,失落的名言,1676036265,1676036265,72,"告诉老默，我想要三连了！
素材：电视剧《狂飙》
纯属虚构，非原片剧情。",鬼畜剧场,216,8,搞笑;安欣;高启强;张颂文;狂飙;张译;沙雕;鬼畜星探企划,1833;11601888;29755462;460092;20496;77556;421428;16637150,1054,314,0,3539,0,12190,194,2146,132653,1,0,无,无,无
1676478373,779135838,1003496205,14229967,0基础上手【导数】全章知识/方法/原理！|小姚老师,一数,1676119039,1676119040,1691,"高考复习配套的教辅资料在微信公众号：一数儿，免费分享~ 包括视频所有例题与充足练习题。

@一化儿    学习化学
@一生儿    学习生物
@一英儿    学习英语
@一地er    学习地理

愿这份友谊长存！",校园学习,208,10,我在B站学习;知识;高考数学;数学;高考;高二数学;高中;高二;高中数学;一轮复习,2963111;10009;9458;463;8740;554198;12729;287947;153327;1447575,2202,754,0,3731,0,10583,439,580,112607,1,0,无,无,无
1676478379,991555575,1001189485,232621216,昨晚，清华同学的2句毕业感悟把我瞬间点醒了…,耐心的钠珀学长,1676001600,1675992748,174,-,校园学习,208,8,毕业;梦想;瞬间;感悟;努力;同学;校园唠嗑会;校园星发现·up！开学啦,9724;29947;7787;174559;8519;86706;31394229;34876775,2216,97,0,7318,0,15971,265,724,129885,1,0,无,无,无
1676478384,436575540,1000291073,1098488828,爱没有标准，不必把别人的模板套在自己身上,高十二哈,1676109600,1675908992,117,,搞笑,138,9,有趣;情侣;生活记录;吐槽;妙界按摩枕;夫妻;情人节;搞笑研究所;搞笑研究所2023,69997;66611;1057109;792;22584383;30948;16869;23649527;35027528,1001,156,0,2087,0,45211,270,807,425469,1,0,tetris,,tetris
1676478390,651658325,1003333731,631070414,大 貔 貅,折原露露,1676110710,1676110710,87,"你们要的大貔貅来了
正不正宗啊这貔貅",翻唱,31,7,翻唱;虚拟UP主;折原露露;弔歌;大貔貅;虚拟主播;虚拟新春之音,386;4429874;16373645;29327670;34329974;3565032;33662084,5353,432,0,6720,0,57938,852,2051,456298,1,0,无,无,无
1676478401,694366134,1007884482,87300577,【指弹吉他】绝美演奏周杰伦《兰亭序》感受吉他版中国风的美,z杰哥,1676426400,1676379042,277,"完整版来了，标准调弦，难度中等，大家都可冲
吉他：恩雅x4Pro 琴弦：达达里奥xs
需要购琴和视频曲谱的朋友添加我微信：zjiege666或wzj5941996（加不上在tb店铺《z杰哥指弹音乐》私聊客服即可）
杰哥吉他交流2群：668066625
杰哥吉他交流3群：296364443",演奏,59,12,演奏;国风音乐;指弹;吉他;周杰伦;中国风;兰亭序;乐器;我就爱演奏;绝美;新年演奏挑战赛;新年演奏大作战,373;1728359;4252;3185;2968;8562;43212;14704;31082899;79933;32998420;33164417,1207,44,0,653,0,1815,100,142,19909,1,0,无,无,无
1676478404,736742561,1002178430,1446722183,成年人的崩溃 往往只在一瞬间（23.02.10）,国际宫and乡土莉,1676037622,1676037622,88,-,亲子,254,5,父爱;父子日常;父子搞笑;我的养娃日记;天才爸妈武道会-萌娃出道计划3.0,13306;1115574;9873332;35081260;35083601,1630,394,0,1391,0,33597,469,3570,282785,1,0,无,无,无
1676478412,651673397,1003435899,327757321,今天我们就像是过去的好多天一样一次又一次地开箱了玩具....,摸鱼事务所,1676116166,1676116166,1468,,搞笑,138,12,手办模玩;搞笑;测评;玩具;生活记录;原创;开箱;搞笑视频;高能;沙雕;搞笑研究所;搞笑研究所2023,2676001;1833;72003;11212;1057109;536;110511;69347;7729;421428;23649527;35027528,29613,9688,0,10249,65,61846,1185,4555,753348,1,0,无,无,无
1676478444,566768442,1004949543,1740827542,"[KKOMDA-MiX] For Riddles, for Wonders 几初的智愿",KKOMDA,1676204512,1676204512,142,"大家好！我是KKOMDA，距离我上次自我创作的视频已经过去很久了。
看到大家沉浸在我和ChiliChill老师创作的AMV《我不曾忘记》中，
我真的很欣慰，我自己也一直深深地被须弥的故事感动着。

这个视频中的BGM-几初的智愿 ，出现在纳西妲与大慈树王告别时的情境中，
这首曲子每当响起时，都会让我感动流泪，所以在这个故事体验结束后，我从3.2版本就开始尝试以我个人的感受，remix这首BGM。在新春会视频《我不曾忘记》结束后，我放弃了休息时间，投身到了这首曲子的最终制作中，最终完成了。

以前我也参与过一些BGM的remix创作，希望大家能够喜欢这次的remix，
我不是音乐专家，但是我用一颗真诚的心，去体验了游戏，并表达一下我自己的感受，希望一同热爱游戏的创作者们，也能够怀着热爱美好事物的心，去创作自己的视频。

谢谢大家，我们下个视频见！
最终，森林会记住一切！",短片·手书·配音,47,9,手书;原神UP主激励计划;ACG音乐;音乐;动画短片;大慈树王;几初的智愿;森林书;纳西妲,608;18957190;23292;499;26517;28320294;31101371;15596391;26621694,13302,386,0,12163,0,51421,778,990,259441,1,0,ChiliChill,,ChiliChill
1676478455,479144791,1001605587,647298124,这个李信怎么这么快！！！,川泽李信,1676014135,1676014135,93,-,电子竞技,171,6,王者荣耀;电子竞技;李信;高燃;操作;天秀,1404375;62526;450795;33805;8894;2876674,1120,161,0,3871,0,30825,149,384,320266,1,0,无,无,无
1676478459,266765446,1006291160,2765893,【原神】4分钟用音乐回顾2022年度剧情，哪首动了你的DNA？,恰空_PurrLude,1676346300,1676295795,300,"在有了想法后到出成品前后各种拖，一个可以作为自己年终总结的作品就一路拖到了2月中。这次改编主要难度还是在于衔接，有几首之间的衔接算是和熊佬挤破了头脑，最后还换了一些顺序终于成了。本来只是想做一个年度编曲的排行榜之类的，后来想着干脆做串烧吧，慢慢主题就变成了2022年度神曲串烧。为了稍微改善一下完播率，我们决定把曲目总长度压缩到5分钟内，因此在完工后还好几次因超时而做修改（毕竟之前几个10分钟的串烧结果都挺让人难过的）。

曲目的选择上，我们决定只挑选游戏中出现的曲目，顺序也是基本按照剧情的走向走的。人物BGM做的时候并不考虑加入，主要是因为已经做过了1.0-2.8的人物串烧，曲目有点重了，时长也有限。须弥的人物应该会单独做一份须弥人物串烧（脑壳疼的是须弥好多人物我都鸽了233）游戏中出现的音乐包括了地图BGM，剧情PV BGM，整个串烧中只有一首并不在这个范围内，但由于实在视频和音乐都太精彩了，不放进这个视频中实在说不过去，知道的小伙伴可以评论区留言哦，虽然挺明显的。

最后，虽然大部分曲子都是之前编过的曲目，但是为了衔接有不少做了编曲上的改动，其中有一首甚至基本完全改变了一半以上的织体，还有一首做了有点隐秘但是实际上却非常明显的改动，不知道大家是否知道我说的两首是哪两首呢？",演奏,59,10,演奏;原神UP主激励计划;BGM;串烧;音乐;钢琴;须弥;原神;原神高能团;我的原神新春会,373;18957190;362;11931;499;2630;2652215;7945544;16812779;34415380,5205,726,0,1993,0,7477,187,335,47155,1,0,3.0PV,,3.0PV
1676478463,266768256,1005773020,130636947,生活一眼望到头？去完成30个全新自我挑战吧！,塑料叉FOKU,1676270400,1676263510,539,"这三十个挑战是我上个月刷手机偶然得知的，立马就去做了！有些拿出相机记录了，有些来不及记录了。
有挑战一天做了多件，所以总时长没有用到一个月。
我特别不善于拍VLOG，但这次我想把这三十个挑战作为这个月VLOG的选题，
希望大家看的开心 !
如果你也觉得有点意思的话，也可以给自己定一个小小的挑战单，然后别给自己太大压力，慢慢完成就好啦~",日常,21,11,情感;家庭;日常;生活记录;VLOG;文静内向小女生;记录;挑战;沙雕;生活这件小事;生活万花筒5.0·生活这件小事,66605;42255;2848;1057109;530003;30689593;37366;10058;421428;15135744;35165532,4322,816,0,2967,0,17221,403,502,161126,1,0,无,无,无
1676478470,266601572,1001145926,280011366,【原神】摆 拍 狂 魔 PLUS,西瓜酥Su,1676000100,1675992930,321,"原神摆拍狂魔PLUS精选合集来啦！！！
想要视频内及更多有趣好看的合影照片
就加加下面这个群聊哈
q群~1群：629498380 2群：675849605
BGM：China-P、江南风光",手机游戏,172,11,手机游戏;原神UP主激励计划;胡桃;自制;搞笑;摆拍狂魔;原神3.4海灯节;夜兰;钟离;米哈游;原神,3007;18957190;33976;1217;1833;25733404;33237848;543189;1357351;1615271;7945544,8239,984,0,14883,0,46798,262,5475,318457,1,0,原魔玩家,,原魔玩家
1676478476,694215890,1001767280,283036476,朋友找你借钱，怎样高情商拒绝,狈总,1676019449,1676019449,93,当初有个人跟我说：借点钱给我，回头给你。现在的我才明白，有的人，一转身就是一辈子…,搞笑,138,8,反转;幽默;搞笑;朋友;段子;借钱;搞笑研究所;搞笑研究所2023,13444;31839;1833;517;222809;321383;23649527;35027528,1554,500,0,4839,0,119626,817,1292,1368107,1,0,无,无,无
1676478484,609222313,1002072502,1954997940,该up主的视频没有新意，总是在重复吃一样的东西,午餐肉艺术家葛世贤,1676044820,1676033699,249,无尽挑战吃午餐肉的第1323天,美食记录,215,8,美食;吃货;生活记录;Vlog;肥肠粉;冒节子;美好生活日常记录;新年快乐，好久不见！,20215;6942;1057109;2503953;3218690;6696880;28071266;33365341,1276,412,0,962,0,43782,373,185,464118,1,0,无,无,无
1676478490,394264688,1004976729,3493093548493403,【AI Ike】富士山下【sovits3.0】,藍久小夜曲,1676205025,1676205025,258,"AI标准靶场-3-
没有混音 听个响系列
请不要二传二改到其他平台，感谢！

原曲：富士山下 - 陈奕迅
伴奏：https://www.youtube.com/watch?v=z9oXg-In_Pg
训练数据集处理：hbk
模型训练：Naru&Teno
Sovits3.0工程参考：https://github.com/innnky/so-vits-svc",综合,27,4,Luxiem;彩虹社;NIJISANJI EN;Ike Eveland,23274975;1099778;15354233;23275206,2963,244,0,4952,0,7020,534,2378,47220,1,0,sovits,,sovits
