tag_id,标签名,标签描述,订阅数,使用次数
13885,司机,,166,126101
209224,野生动物,,703,169170
944354,黄鼠狼,,81,2674
657610,草地,,4,2906
35256850,动物的八卦瞬间,,0,959
254942,接力,,53,19330
71631,原创音乐,,27013,121408
1929,情歌,,194,80307
529,说唱,说唱音乐是一种跟着伴奏、带着韵律吟诵的音乐风格，诞生于美国1970年代，并于1980年代成为大众流行文化之一。,144620,912938
18562568,说唱挑战赛,,0,2845
2862,初恋,,1007,107136
33239711,年度说唱Cypher大赏,,0,24329
6343636,年后减肥,,0,217
11067198,机械动力,,294,4699
34770640,方舟空间站,,0,5
254779,游戏神还原,,0,11883
2596660,Blender,,1191,65486
555955,龙舌兰,,95,4551
190516,动态,,65,86800
2622601,Live2D,,548,16706
373,演奏,以乐器演奏为主体的视频作品。,161716,423488
907,神曲,,7812,112917
92134,吉他指弹,,2137,111580
35258,木吉他,,72949,329248
20735,翻弹,,30063,421386
3185,吉他,,256506,931318
4252,指弹,,39296,339450
2686227,Revolution,,6,507
15134585,平凡爱情,,1,69
58,猎奇,"　　猎奇在中文的本意原是指“搜寻奇异特殊的事物”。但在ACG界中，猎奇被引申有“血腥、残酷”一类之意。据信猎奇一词被大量引用，出自日本ACG的18禁的猎奇杀人（猎奇杀人）类型的虚构作品，对于此种类型的简称。
概要与用法
　　在ACG界中，猎奇可指任何血腥、暴力而残酷的事物，并作为形容词使用，
此外，猎奇也可被当作动词使用。以人为主词时，通常作被动语态，例如：“某角色被猎奇了”；以事为主词，则主要用主动语态，",15209,170583
89190,潜水,,1324,58826
7558665,克莱恩,,628,1768
8333779,诡秘之主,,6838,8853
57220,印度电影,,17801,42923
1612425,影评杂谈,1,84789,819834
12626959,画渣花小烙,,19,86
18330939,假装讲电影,,1,68
2504184,盘点排行,每一期的排行，每一次的盘点，每一天的欢乐,94286,29307
17699,男声翻唱,,391,41735
29613120,虚拟最强音,,0,1941
2512469,Billboard,,561,7726
2539402,迷路的牙刷,,756,1964
3238335,kill bill,,4,137
4088136,sza,,0,262
33662084,虚拟新春之音,,0,11743
95899,没错,,0,564
10055,结婚,,1040,231666
73449,婚纱,,2332,39918
589507,婚礼现场,,166,36250
64995,新娘,,216,35925
2618038,草坪婚礼,,0,616
3845,解说,,19702,1155932
13451,下饭,,1105,325461
23602,智商,支持大PI’籽岷‘12’芬达‘麦扣’人兽‘魔王’陆夫人‘MAXKIM的集合了！,285,31439
20842721,音乐分享官,,1049,684265
100916,蒲公英的约定,,37,9948
9264,宇宙,,348515,372365
32102245,chatGPT,,9,1942
1351004,黑暗森林法则,,23,439
8043,中文翻唱,以华语为主体的歌曲翻唱作品。,525045,131973
176668,正太音,,3994,28090
11573,少年,,1177,248215
12784,开口跪,,187305,710391
58739,少年音,,2393,23035
12525021,负重一万斤长大,,101,1665
1682709,小少年,,958,17534
4133,纯音乐,,177925,1178516
1520,二胡,二胡又名“胡琴”，唐代已出现，称“奚琴&quot;，是北方的民间乐器。一般认为今之胡琴由奚琴发展而来，现已成为我国独 具魅力的拉弦乐器。它既适宜表现深沉、悲凄的内容，也能描写气势壮观的意境。 始于唐朝，已有一千多年的历史。它最早发源于我国古代北部地区的一个少数民族，那时叫“奚琴”。宋朝学者陈蜴在《乐书》中记载“奚琴本胡乐也……”唐代诗人岑参所载“中军置酒饮归客，胡琴琵琶与羌笛”的诗句，说明胡琴在唐代已开始流传，而且是中西方拉弦乐器和弹拔乐器的总称。二胡，过去主要流行于长江中下游一带，所以又称为南胡。集中于中高音域的表现，音色接近人声，情感表现力极高，广为大众接受。1920年代，二胡始作为独奏乐器出现在舞台上。在这之前，二胡多用于民间丝竹音乐演奏或民歌、戏曲的伴奏。,58493,76406
8537,自来也,,529,29880
75865,童声,,369,19590
188244,五月雨,,26,1426
34369872,音乐合伙人联盟企划,,0,1324
13084,养生,,2395,396851
309396,相亲相爱,,6,1174
71102,父母,,312,171164
1060644,宇宙闪烁,,0,61
628897,宇宙背景辐射,,0,9
554,空,,2074,42804
10358400,申鹤,,217,51444
20982,填词,,1862,87602
810948,MBTI,,895,11033
3024359,seth,,0,119
4812614,infp,,96,5548
4812616,infj,,30,2451
8907377,intj,,32,1875
9697238,进来挨骂,,0,35
9921774,十六型人格,,58,933
10501604,intp,,30,2953
8669,麻婆豆腐,,113,7347
1620546,四川美食,,352,19923
33701320,我的2023新年记忆,,0,82775
3189,俄罗斯,,65885,761937
774,战斗民族,,11565,206570
33166721,2023的第一场旅行,,0,49667
2829776,批发市场,,7,1752
6432712,俄罗斯媳妇,,2,593
33323205,新春出行游园会,,1,98693
35471691,评论妙啊,,0,1
35471702,变装奶奶,,0,1
189874,秽土转生,,56,5302
15135744,生活这件小事,,0,133825
3096144,海外生活,,89,28042
2805,MOD,,7513,639950
720398,小橙子姐姐,,73,236
25987756,这MOD就离谱,,3,16446
80506,MAD·AMV,,1231,17232
349524,包饺子,,34,17776
274052,文化差异,,307,5134
57448,弹丸论破,"希望之峰学院——在这个以“才能就是人类的希望”为主张，于各方面技术都拥有顶尖才能的高校生聚集的学院中，一群拥有不同才能的学生之间正进行着残酷的杀人游戏：
“不杀人就无法‘毕业’，不杀人就无法离开这里！”
在复杂交错的心理斗争与相互怀疑中，究竟能有几人生还呢？在幕后暗中操纵着腹黑熊的黑幕，究竟又会是何方神圣？！

原作为SPIKE公司打造的PSP掌机独占，“高速推理动作”游戏：《弹丸论破》",34633,72640
11495735,双厨狂喜,,28,4831
343904,处刑,,144,3326
33219890,打开流浪地球2的N种方式,,0,5564
30438,搞笑动画,,830,116186
35025465,马兆鸥,,0,70
35055738,马兆海鸥,,0,150
79723,老马,,307,5232
2980608,短片·手书·配音,,86,4600
114859,B站,,3506,324967
14899,诺基亚,诺基亚公司（Nokia Corporation）是一家世界著名的移动通信产品制造商，创始于1865年，1871年组建为诺基亚公司，总部位于芬兰的Espoo。诺基亚的主要产品是手机，借助Symbian系统，逐渐发展为全球第一大手机厂商，但由于苹果iPhone和谷歌Android操作系统的出现，诺基亚由辉煌走向衰落。为扭转颓势，2011年2月，诺基亚与微软达成战略同盟并合作推出Windows Phone手机。,11361,23496
1472987,力元君,,2051,8824
5125,画质,,559,76315
10370898,在下哲别,,825,2422
34357436,狂飙电视剧,,5,273
35193513,狂飙，但是鬼畜,,0,820
13509,文学,,22503,691373
99664,诗词,,5368,200228
1050989,黄庭坚,,8,1096
958930,宋词,,218,11168
3178,故事,,1820,533757
22509081,惟有香如故,,0,45
174617,社会摇,,3248,54048
1697,教程,,295974,3615270
17126628,汤姆老师,,0,538
28989651,开学前的精神状态,,0,26156
310044,精神小伙,,718,40710
113843,抽象,,6003,654172
3691284,土味,,4208,293502
10393159,摇子,,0,2373
34876775,校园星发现·up！开学啦,,0,108595
1381,南京,,1224,195143
976470,街头小吃,,2958,200115
101983,里脊,,5,721
8814098,里脊饼,,0,9
33696064,节后如何清淡饮食,,0,397
22454,法拉利,,1576,95826
100163,豪车,,26274,153389
13347796,MC20,,4,292
80060,玛莎拉蒂,,119,15216
100164,超跑,,23711,132542
52116,海神,,14,8602
1645453,汽车知识,,20722,352242
2738551,V6发动机,,0,60
28452439,在B站汽车区做UP主,,0,35640
33579582,英雄联盟新春激励,,0,81013
53460,深圳,,946,286174
11687,综艺,,465949,5646966
215432,苏醒,,84,44803
11289547,再就业男团,,33,34868
111577,陈楚生,,49,31758
345679,王栎鑫,,123,34443
463756,陆虎,,16,28279
149215,王铮亮,,10,17145
737063,0713,,25,20749
637615,张远,,273,47357
26684581,快乐再出发,,13,19420
15734527,蔚蓝档案,,181,16173
17963045,bluearchive,,8,1130
23127672,下江小春,,5,294
2482476,akb48,,290,8549
2511716,rpg,,298,27259
15752796,碧蓝档案,,1265,68019
299047,蔡健雅,,71,14096
30537,动力火车,,32,3909
2869178,颜志琳,,9,284
35269188,动力火车来B站啦,,13,5
178862,星海,,151693,314736
16837767,社死,,460,60314
29359,征兵,,97,3065
391430,违法,,99,12874
50720,军人,,3507,150970
3397130,军士,,1,139
9818364,大学生入伍,,2,140
313718,服饰,服饰风格、搭配技巧，你想知道的都在这~,885553,2876587
30373,华为,华为于1987年成立于中国深圳，全球第二大通讯设备供应商，全球第三大智能手机厂商，也是全球领先的信息与通信解决方案供应商。公司围绕客户的需求持续创新，与合作伙伴开放合作，在电信网络、企业网络、消费者和云计算等领域构筑了端到端的解决方案优势，并致力于为电信运营商、企业和消费者等提供有竞争力的ICT解决方案和服务，持续提升客户体验，为客户创造最大价值。目前，华为的产品和解决方案已经应用于140多个国家，服务全球 1/3的人口。,43663,428454
4314,苹果,,54138,531180
119262,品牌,,89552,462764
91251,潮流,潮人的聚集地，潮牌的分享&测评中心,253802,885888
228584,抽奖,,42715,1314771
7007,手机,,635046,1494661
33363534,新年必buy好物,,0,3330
33365922,普通人变美指南（新年版）,,3,98481
28421,刘德华,刘德华1961年9月27日生于香港，演员、歌手、词作人、制片人，影视歌多栖发展的代表艺人之一，也是位有使命感的电影人。1981年以全优成绩毕业于TVB艺训班签约出道，1982年凭《猎鹰》大红，名列“无线五虎”；1983年主演《神雕侠侣》在香港创62点收视纪录。1982年初涉影坛，相继主演《投奔怒海》、《法外情》、《天若有情》、《暗战》、《无间道》、《盲探》等佳作。至2013年已获3届金像奖最佳男主角奖、2届金马奖最佳男主角奖，2005年获颁香港院线“1985-2005年全港最高累积票房香港男演员”奖 ，2006年被授予香港演艺学院荣誉院士。1991年创办电影公司，2005年发起亚洲新星导计划，其出品电影《香港制造》、《疯狂的石头》、《桃姐》等声名远扬。2005年成为华语电影传媒大奖中国电影百年形象大使，2006年获釜山国际电影节亚洲最有贡献电影人大奖，2012-2013年出任第49届金马奖及第七届亚洲电影大奖评审团主席。1985年首发专辑，1990年凭专辑《可不可以》走红歌坛] ，《忘情水》、《中国人》、《今天》等歌曲广为传唱。至2013年已发行正式专辑近50张，唱片总数愈100张。6夺TVB香港最受欢迎男歌手奖，是吉尼斯世界纪录中获奖最多的香港男歌手。演艺事业外，刘德华热心公益慈善，1994年创立“刘德华慈善基金会，2000年被评为“世界十大杰出青年”，2008年被委任香港非官守太平绅士，2010年获颁“世界杰出华人奖”，同年起任中国残疾人福利基金会理事并担任副理事长 。,23706,172482
24228796,马兆,,1,650
150231,解读,,69,26349
31825239,一起来画画吧！,,1,26050
479354,大嫂,,46,5940
569987,木头,,76,5741
343735,温度,,11,7136
23059,燃烧,,63,16869
149145,飞船,,159,23331
15342,天文,,116454,172852
14434,太空,,4950,208204
139539,光速,,111,3826
1103862,疑问,,1,2298
860401,铲屎官,,65651,1168107
34329,萌萌哒,,4281,1035094
113226,损友,,33,5253
3442088,云吸猫,,917,520972
8843283,边界感,,6,1025
35420878,河南女神警,,0,1
2739534,任长霞,,28,333
6733104,扫黑除恶,,1476,5458
2512525,gta,,432,24076
14957,法国,,40787,241927
949800,三农,,909,430179
49765,龙虾,,446,38104
369699,赶海,,31460,107828
1140107,陈翔六点半,,2585,27671
269290,意外的结局,,0,9
139293,年终奖,,15,9643
622459,MMD.3D,,44719,83042
7021,同人曲,,2286,14150
204705,紫苏九月,,72,551
1126,MMD,1,88636,333497
13926,逗比,,163428,5724006
2144897,官宣,,5,10447
17941,恐怖游戏,恐怖游戏，让你心惊胆战的游戏体验！,368463,434798
33450,独立游戏,不用于传统发行渠道发布的游戏。,207654,1763086
26089658,阿曼达的冒险,,0,104
14359,吓人,,517,43246
75195,金闪闪,,2374,20300
14525240,狩猎采集,,0,7
807830,游牧,,11,1672
203355,古埃及,,813,7717
790843,农耕,,3,616
63711,巴比伦,,94,2497
71603,金字塔,,122,14834
733959,猿人,,4,345
3496367,两河流域,,8,330
246,RAP,说唱音乐是一种跟着伴奏、带着韵律吟诵的音乐风格，诞生于美国1970年代，并于1980年代成为大众流行文化之一。,221479,564405
214030,张艺兴,张艺兴，艺名LAY，1991年10月7日出生于中国湖南省长沙市，歌手，男子组合EXO/EXO-M中国籍成员。 2005年张艺兴参加湖南经视《明星学院》比赛获得总决赛季军。 2012年4月张艺兴以SM公司新组合EXO和其子队EXO-M中国成员身份正式出道，公开艺名为LAY。队内为主领舞、副主唱和乐器担当。 2014年6月张艺兴以个人名义进行主持活动，先后主持了《音乐风云榜》、《全球中文音乐榜上榜》、《亚运会特派记者》、《2015央视网络春晚》等节目，并参加录制了《星厨驾到》、《星星的密室》、《年代秀》、《奔跑吧兄弟》《极限挑战》等综艺。 2015年3月张艺兴正式成立个人工作室。,153583,325382
72238,制作人,该剧以电视人聚集地的首尔汝矣岛为背景，围绕电视台综艺部门为舞台而展开，讲述发生在综艺节目制作人之间妙趣横生的的故事。,258,9946
15722,花絮,1,64697,581591
32258400,DNA音乐联盟,,0,67
1818,歌手,,1184,905748
968393,厂牌,,11,1002
82506,R&B,,539,46482
2522709,Hiphop,,1092,13677
10433025,Vlog我的探店笔记,搜罗身边好去处,6853,10706
30948,夫妻,,215,215573
4402,美少女,,11055,505533
227978,丽莎,,265,12301
2633663,cospaly,,243,1737
700941,张云龙,,1642,28067
538048,高甜,,17825,1883537
334317,郑钧,,55,7516
365504,背德,,5,641
390432,对比向,,159,2364
656097,刘芸,,12,4022
2486848,cp,,1952,336513
22500223,你磕的cp的超甜时刻,,20,146564
22343,地震,,480,43973
35278641,土耳其叙利亚地震,,0,15
52460,报告,,2,14253
1050934,村民交易,,4,213
193548,附魔,,41,10826
698226,出行,,15,30422
7725783,宝剑嫂,,89,2261
28022174,跟着UP主出行看世界,,9,144368
26058795,世界美食official,,4,247
14783,异域风情,,147,4412
1463059,传统美食,,122,9307
1714538,星计划,,22,256875
25483,GMV,由游戏素材制作的MV视频。以游戏内容或CG为主制作的，具有一定创作程度的MV类型的视频,43887,463666
26517,动画短片,世界范围内一些优秀的动画短片，大多是欧美的，也有中国韩国日本等国家的（不过还是欧美居多）。,102098,1757187
1964,泪目,,3429,218292
2695011,崩坏三,,9990,684225
16961522,STAYC,,680,27126
17424291,裴秀珉,,24,2995
17441576,尹势银,,20,3175
19360883,沈姿润,,19,3191
27790288,张叡恩,,1,413
2676986,Teddy Bear,,2,94
3187162,朴莳恩,,143,4361
6027600,李采映,,14,864
27093444,精神状态良好,,0,24739
538653,城拟,,166,436
915485,省拟,,582,1146
112974,黑龙江,,97,25204
176969,吉林,,50,21840
109533,辽宁,,84,25463
2540391,oc,,854,72350
2646736,东三省,,16,572
43755,乙女游戏,这里收集有关乙女游戏的视频.包括情报.实况.作为一个整合.造福乙女游戏爱好者们,11163,85323
11257693,未定事件簿,,6371,214996
11259409,左然,,895,50993
11259414,陆景和,,1338,51094
11259416,莫弈,,718,38356
33360395,未定事件簿·故城黎明的回响,,0,3500
7148040,夏彦,,914,47235
16639997,国乙,,11,7831
33599838,未定事件簿·故城黎明的回响视频征集,,0,3621
118127,名场面,,5144,716386
1423903,金高银,,9428,49932
160008,鬼怪,,3455,76023
469388,孔刘,,14532,45354
11154617,蹄花面,,0,6
35450,简单,,915,100772
63389,舒服,,1958,193555
1373795,蹄花,,2,267
4346,脱口秀,,172633,360950
21744596,慧小媛,,2,120
1054930,车厘子,,27,5489
266103,网购,,388,84008
3463913,国风歌曲,,10,1087
32132679,施靖奕,,0,2
163825,网络神曲,,74,1243
800761,写歌,,53,8768
198386,批评,,8,3348
498518,音乐人,,44,14707
966945,赐我,,21,3864
113794,向天再借五百年,,61,1123
113793,康熙王朝,康熙王朝  陈道明 斯琴高娃,720,18389
61511,孙红雷,,7375,138347
20718822,李广奇,,11,2136
9093,征服,,597,46704
230982,韩磊,,551,4145
4141626,华强,,74,15193
8815954,华强买瓜,,602,32847
278284,籽岷,"请勿在其他与籽岷无关的视频内添加“籽岷”TAG。    
我愿意一辈子做学生，你们便是我的良师益友，希望用纪录片手法，做游戏视频，给观众们带来知识与幸福。        ——籽岷
                                       
☆YY频道已更改为五位ID请注意

Minecraft极限生存实况主。
　　一个能将生存游戏转化为显卡游戏的实况主。
　　一个从不杀生的大叔，因此能生存的很快乐。
      每次都有牛牛君在旁边，真的感觉好开心啊。

现多更系列有：
　　《Minecraft籽岷的极限生存系列》【第二季更新】
　　《Minecraft籽岷的小游戏时间系列》【持续更新】
　　《Minecraft籽岷的多人小游戏时间系列》【节操丧失の更新】

　　“和牛牛君是永远的好朋友。”
　　“与僵尸近身搏斗也不会害怕。”
　　“一个永远不会神作的大叔。”
　　“因为极限系列永远会因为籽岷的更新而重复复苏。”

广告君：
　　籽岷のYY频道：30365
　　籽岷のQQ群：260917157
      籽岷の贴吧：http://tieba.baidu.com/f?kw=%D7%D1%E1%BA&amp;amp;fr
      籽岷の微博：http://weibo.com/ZiMin1983",16856,28020
14821,二周目,,11,7018
4620374,永恒的MC,,200,604
6874,趣闻,,79048,68408
6392,动物,,54227,1369827
224682,古生物,,6052,39331
11156101,萌芽家,,0,17
32817,牙刷,,47,6982
265428,辟谣,,650,20487
2639633,龙女之声,,107,257
397670,一人食,美食纪录片《一人食》，以每集3分钟的美味时光，重新定义“不孤单的食物美学”，用清新而富有新意镜中光景，烹调着平日生活中的普通食材。每集介绍一道菜的制作方法，一位有情趣的人的生活方式，一种独立而积极的心情状态。“一个人也要好好吃饭”，与孤独无关与美食有关，《一人食》如是说。我抄的豆瓣的，你们看着办吧。,68037,325916
226146,烹饪,,115403,340391
233219,下饭菜,,267,43371
3389,女仆,,6398,64091
11171184,捏碳,,14,144
130050,猜拳,,4,1269
60876,剪刀石头布,,4,295
546,翻译,,2348,115522
16885854,原神故事,,3,273
19870182,原神大世界,,0,138
367571,石碑,,0,348
1004496,墓碑,,6,2662
15137636,原神考据,,77,407
3936864,小勺子,,8,28
228357,灵魂歌手,,61020,146995
21012559,离谱剧情,,0,225
1422037,离谱,,93,93144
1603305,大堂经理,,0,103
1051,兄弟,,413,131573
1161,燃,,22477,471493
486734,气泡音,,107,3180
7057,男人,,494,274126
31075569,给整活儿加点艺术,,1,36758
836713,颜值,,7285,1144593
16870242,社死现场,,50,8542
19426757,情感哲学,,0,6
22068234,emo文学,,0,41
32627435,腼腆文静小女生,,0,3
8050,尴尬,,793,63744
2643567,个性签名,,5,968
832569,美妆,不用回炉重造，立刻变美的心得都在这里！,1265183,2655093
11004971,口红混色,,0,23
35407559,拯救奇葩色号,,0,1
395374,解压,,7400,605625
18059681,2022年度,,0,2667
1641530,工作总结,,3,4949
2774047,王瀚哲,,685,6467
3964046,中国BOY超级大猩猩,,3134,27406
47996,冷知识,冷知识指的是琐碎的、庞杂的事情或知识等，或许饶富趣味、并随时充斥在我们的生活周遭，却鲜少人会去注意。和”冷笑话”属于一种另类幽默一样，冷知识非但有用，且更吸引人。这些知识看似有些稀奇古怪，却可以让人增长见识，开阔视野，还能启迪思维，引发强烈求知欲。,144066,321535
21360483,打开格局,,0,22
50693,富豪,,292,38741
72012,省钱,,914,104711
155420,赚钱,,5520,898054
305605,涨知识,,3417,201033
2753401,资产,,31,6010
26180,人力VOCALOID,,237195,126451
334056,群青,,65,15224
821806,东北往事,,281,16984
26030470,smilemo,,2,320
235151,东尼,,55,582
8579424,东尼ookii,,1611,1255
170665,怀旧游戏,,747,306613
42796,休闲益智,,17,296242
71319,新疆,,3039,170671
207083,风光,,794,45038
2805522,赛里木湖,,13,2431
5832752,凯迪拉克XT4,,10,656
32534816,闪闪发光的少年2,,0,3
33260986,花式出行过大年,,0,29910
97374,金曲,,34,12234
453251,旅行者,,227,31205
22419708,愚人戏社,,3,15
34948831,今天也要好好工作,,1,49820
13160,学习,,1635985,13273997
128384,创业,,8021,1136084
23901,互联网,,9149,967650
48957,第一天,,1,31537
3314,系列,,21,83034
158158,副业,,1019,250977
542695,遗产,,4,7229
34053,老人,,208,140102
217164,房产,,1202,207352
1257133,田晓鹏,,0,584
10745,元气,,1142,49395
2581824,love potion,,112,730
17520266,嘉然,,4773,156636
17532487,嘉然今天吃什么,,11530,43032
2963111,我在B站学习,参与学习打卡有机会获得iPad、周边文具和丰厚奖金哟~快来和我一起在B站学习吧！,25759,5735
9458,高考数学,,11379,126264
463,数学,,276921,1240700
8740,高考,,219081,1361620
554198,高二数学,,214,2857
12729,高中,,40660,1472753
287947,高二,,721,67271
153327,高中数学,,8751,223629
1447575,一轮复习,,2009,53440
9724,毕业,"也许是期盼着毕业的懵懂少年,也许是早已离开校园的&quot;哥哥姐姐&quot;。不管刚刚经历过什么,不管怎样的未来在等待着你,毕业,永远是人生永恒的记忆。希望那些将要毕业和不将要毕业的同学朋友们能珍惜现在所被给予的一切;希望那些早已走出校园的大家永远不要忘记毕业那一刻的回忆!",2280,431010
29947,梦想,,3711,281397
7787,瞬间,,98,63685
174559,感悟,,71,67310
8519,努力,,2669,360754
86706,同学,,281,115141
31394229,校园唠嗑会,,0,5347
69997,有趣,,1822,564683
22584383,妙界按摩枕,,0,9
16373645,折原露露,,17,2867
29327670,弔歌,,0,13
34329974,大貔貅,,0,1006
3565032,虚拟主播,,4989,1200375
43212,兰亭序,,89,15607
14704,乐器,,25088,406705
31082899,我就爱演奏,,0,15242
79933,绝美,,97,22091
32998420,新年演奏挑战赛,,0,33811
33164417,新年演奏大作战,,0,39178
13306,父爱,,256,47018
1115574,父子日常,,22,262
9873332,父子搞笑,,0,47
35081260,我的养娃日记,,0,9744
35083601,天才爸妈武道会-萌娃出道计划3.0,,0,15210
2676001,手办模玩,缩小了的他们，代表着我们的浪漫,203690,172490
11212,玩具,,17229,892888
110511,开箱,,262101,2976341
69347,搞笑视频,,239067,7967252
23292,ACG音乐,ACG音乐相关,54760,444427
28320294,大慈树王,,2,4311
31101371,几初的智愿,,0,74
15596391,森林书,,0,9572
33805,高燃,,14971,737539
8894,操作,,166,334755
2876674,天秀,,127,137151
362,BGM,"BGM=Back Ground Music,英文中意为背景音乐，指在动漫、游戏、电影、电视剧等多媒体产品中，作Background Music为背景衬托的音乐 ,很多视频如果没有一个好的BGM将会变得很无聊

",146494,933061
11931,串烧,,649,31241
2630,钢琴,源自西洋古典音乐中的一种键盘乐器，由88个琴键和金属弦音板组成，普遍用于独奏、重奏、伴奏等演出，作曲和排练音乐十分方便。弹奏者通过按下键盘上的琴键，牵动钢琴里面包着绒毡的小木槌，继而敲击钢丝弦发出声音。钢琴因为它宽广的音域，绝美的音色，被称为乐器之王。,331357,730060
34415380,我的原神新春会,,0,7611
42255,家庭,,5674,626782
30689593,文静内向小女生,,0,36
25733404,摆拍狂魔,,0,24
33237848,原神3.4海灯节,,0,14926
31839,幽默,,2687,1033776
517,朋友,,139,249969
321383,借钱,,56,19875
3218690,肥肠粉,,6,339
6696880,冒节子,,0,25
28071266,美好生活日常记录,,9,729907
33365341,新年快乐，好久不见！,,0,1017458
23274975,Luxiem,,1383,42860
1099778,彩虹社,,57591,176714
15354233,NIJISANJI EN,,527,61793
23275206,Ike Eveland,,715,16114
34912791,安利燃炸好剧《狂飙》,,0,2345
15002,技巧,,4625,768565
11894653,正确率,,0,163
183540,公务员考试,,4954,241049
590549,行测,,2142,132522
590548,数量关系,,502,19433
1620185,省考,,1807,276174
3331704,数量,,2,4409
10346972,猜题技巧,,3,20
355568,了不起的盖茨比,,189,6724
171290,古琴,,29551,179854
2540231,Lana Del Rey,,815,8809
32513,鲁迅,,3595,31791
6262,语文,,12645,322621
35206,温柔,,1254,239284
35740,学校,,1779,453059
284066,阅读,,6755,315484
48807,学生,,2699,569515
3269802,学习心得,,43643,1721968
6292,猫咪,,25889,1150360
92836,团队,,10,27495
108972,情绪,,349,107906
197334,救援,,279,55212
1139018,动物救助,,374,17701
29138,烧烤,,37777,186849
333243,公婆,,2,2932
778887,撸串,,336,20360
1439170,鸭血粉丝,,1,290
3032437,中餐厅,,3156,25136
1594428,明星大侦探,,103963,100788
189223,杨蓉,演员杨蓉视频专题,6707,37197
535650,王鸥,,6467,51381
482902,吴昕,,3820,23221
233619,魏晨,,4042,33648
840163,张若昀,,29473,130288
149531,大张伟,,26173,104941
170377,撒贝宁,"中文名撒贝宁
外文名Sa Beining
别    名小撒
国    籍中华人民共和国
民    族回族
出生地广东省湛江市
出生日期1976年3月23日
职    业主持人，记者
毕业院校北京大学法学院
信    仰伊斯兰教
主要成就主持CCTV法制栏目《今日说法》
主要成就主持CCTV综艺节目《我们有一套》
2005第五届金鹰节全国最佳主持人
2006年电视播音主持节目奖
2012,2013连续两年春晚主持人
代表作品《今日说法》、《首席夜话》、《小撒说法》、《看见》
身    高172cm
业余爱好打篮球，唱歌
工作单位中国中央电视台（CCTV）
户    口湖北省武汉市
星    座白羊座
性    别男
撒贝宁，湖北武汉人，中央电视台（CCTV）节目主持人之一。
1999年开始主持《今日说法》法制并被大众所追捧。主持央视全新娱乐节目《我们有一套》一改往日严肃镇定形象，幽默风趣、才华横溢尽显。[1] 2012年1月11日，撒贝宁现身春晚，成为龙年春晚主持第七人。2013年2月9日，撒贝宁继续主持央视蛇年春晚。[2] 2013年11月《出彩中国人》撒贝宁将成为节目的主持人",80032,133389
42738,何炅,,19107,148394
770186,D.O.,,4651,16414
32898003,Tell ME,,0,1
34375266,SM过往MV回顾,,1,81
4201726,俞永镇,,6,85
34368930,唤醒你的Pink Blood,,0,601
25394,兰博基尼,,7399,69267
9224,速度,,15258,183766
668759,小姐姐,,42616,3855109
449707,小牛,,84,13814
148508,敞篷,,17,2765
3396086,Huracán,,0,97
34812234,开工崩溃瞬间,,0,18697
10822108,种草vlog,美妆、购物、爱用品种草！,2864,1706
224804,树哥,,25,1647
33260,朴实,,1,225
145089,过年,,179,274183
9854155,正月剪头发,,0,4
33381853,记录我的春节碎片,,0,139219
22356,军事,,82543,866001
184042,娄烨,,84,2829
72600,演技,,1599,179960
153647,风中有朵雨做的云,,10,1423
3051199,贾发,,0,133
3141,电影,电影，也称映画。是由活动照相术和幻灯放映术结合发展起来的一种现代艺术。是一门可以容纳文学戏剧、摄影、绘画、音乐、舞蹈、文字、雕塑、建筑等多种艺术的综合艺术，但它又具有独自的艺术特征。电影在艺术表现力上不但具有其它各种艺术的特征，又因可以运用蒙太奇这种艺术性极强的电影组接技巧，具有超越其它一切艺术的表现手段，而且影片可以大量复制放映。,152599,4988557
902215,王一博,王一博，UNIQ成员，1997年8月5日出生于中国河南洛阳，担任组合里主领舞、RAP担当、门面担当。虽为UNIQ中年龄最小的成员，但凭借与生俱来的舞蹈天赋，成为UNIQ首位正式成员。不善言辞的他，却是天生的舞台王者。经历了1400余天的日夜磨练，王一博带着他超乎寻常的精湛舞技，首个亮相在公众视野。,234669,679062
22826623,电影无名,,0,1665
25148,沙画,沙画表演是一门神奇的艺术，普通的一捧黄沙，到了沙画大师手里，就变成了金沙。以五彩沙为材料，以手指为画笔，手指、手掌、手臂挥舞时，一幅幅以海渔文化为主题的沙画跃然沙盘之上。往往短短的沙画表演会带来极大的震撼。,528,12080
47174,FBI,,693,7666
147856,肯尼迪,,53,5845
24966,总统,,550,45863
389385,胡佛,,1,209
3463233,太阳星,,104,385
444760,赛博朋克2077,《赛博朋克2077》是知名游戏《巫师》系列开发商CD Projekt RED开发制作的一款角色扮演游戏,67596,148971
19173782,边缘行者,,95,14887
994503,天府广场,,0,340
446720,街头演唱,,10,803
31051121,翻唱红人计划,,0,1718
74432,金莎,,295,10130
443,中文,,1580,160506
151,合唱,,15829,145682
22494461,拍摄合拍征集,,0,198
1184,漫画,,83627,1239942
13881,超级英雄,,147403,439247
138600,漫威,,242001,704092
29710,美漫,,1865,63857
33684728,追番大作战,,0,85145
54148,AI,,4144,314498
32031234,ChatGPT,,48,4821
32612972,图恒宇,,2,779
3986754,moss,,88,3602
23129167,幻塔UP主激励计划,,375,204999
34585960,图丫丫,,0,164
6835,漂移,供各类人士参考学习欣赏用,6741,66073
2999,赛车,,66426,682189
140769,赛道,,248,61039
140609,车手,,18,2968
555942,面包车,,30,7019
