爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1676513618,609334312,1007359505,2056929907,跃动学堂先导课点评答疑课介绍12,跃动学堂教育,1676355426,1676355427,125,跃动学堂先导课点评答疑课介绍12,职业职场,209,4,课程;学习;教学;介绍,154551;13160;8817;1261,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513618,309258962,1007359298,2056929907,跃动学堂先导课正课之教学实践课介绍11,跃动学堂教育,1676355416,1676355417,75,跃动学堂先导课正课之教学实践课介绍11,职业职场,209,4,课程;教学;实践;老师,154551;8817;307863;8248,0,0,0,0,0,0,0,0,4,1,0,无,无,无
1676513619,779282729,1007049856,3493135967586336,市政资料员 20 路基工程试验资料,bili_30094451274,1676355388,1676355388,1793,,职业职场,209,6,土木工程;课程;学习;市政资料员;市政;资料员,353745;154551;13160;18256680;3082872;5328710,0,0,0,2,0,0,0,0,8,1,0,无,无,无
1676513623,436805578,1007334574,482752267,淘宝运营学习计划,成都彦森教育,1676354898,1676354898,692,免费诊断店铺+ hoo2266,职业职场,209,5,淘宝开店;淘宝运营;淘宝店铺;电商运营;开网店,984407;1511191;1884796;3814352;5780084,0,0,0,0,0,0,0,0,1,1,0,无,无,无
1676513625,309335894,1007335871,1842024405,谢老师上课片段,SBD158,1676354761,1676354761,457,,职业职场,209,3,教学视频;学习;公开课,100035;13160;31864,0,0,0,0,0,0,0,0,2,1,0,无,无,无
1676513627,266864269,1007335016,482752267,爆款详情页打造思路,成都彦森教育,1676354650,1676354650,351,免费诊断店铺+ hoo2266,职业职场,209,5,淘宝开店;淘宝店铺;淘宝运营视频教程;电商运营;开网店,984407;1884796;3255439;3814352;5780084,0,0,0,0,0,0,0,0,4,1,0,无,无,无
1676513628,651753151,1007264355,108700877,全面注册制解读4,FCPA,1676354648,1676354648,984,全面注册制解读，共同学习，备考保代,职业职场,209,3,今天也要好好工作;干货;必剪创作,34948831;207281;15775524,0,0,0,0,0,0,0,0,11,1,0,无,无,无
1676513628,906815766,1007337469,517920527,5个小时才98，2个方法快速起量，播放量直冲17000+，实现逆转！,SKTo白云朵朵,1676354624,1676354624,175,,职业职场,209,7,学习;副业;方法;赚钱;自媒体;学习日常打卡;非正式颁奖小会,13160;158158;25554;155420;444411;12343410;34315564,1,0,0,2,0,4,0,1,26,1,0,无,无,无
1676513630,436762720,1007328192,3493136923888538,多省联考如何选到心仪的岗位？,途途说,1676354538,1676354538,108,,职业职场,209,8,学习;考试;公务员考试;岗位;经验分享;联考;多省联考;是老师，也是UP主！,13160;8859;183540;334391;634574;1466978;6182310;34407075,0,0,0,0,0,0,0,0,10,1,0,无,无,无
1676513633,524350241,1007326580,482752267,如何处理隐形降权和评价过滤？,成都彦森教育,1676354493,1676354494,391,免费诊断店铺+ hoo2266,职业职场,209,5,淘宝开店;淘宝店铺;淘宝运营视频教程;电商运营;开网店,984407;1884796;3255439;3814352;5780084,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513634,394322950,1007331292,2107491312,这个300块钱一小时的工作，居然很多人都不知道，在家就可以做，新手小白易上手！,在家创业分享中,1676354402,1676354402,176,,职业职场,209,10,趣闻;今天也要好好工作;知识;职场;创业;赚钱;副业;经验分享;职业;tiktok,6874;34948831;10009;47481;128384;155420;158158;634574;29538;2730271,1,4,0,19,0,15,27,13,142,1,0,无,无,无
1676513636,864256715,1006564770,690971505,【淘宝官方出版】淘宝运营文档！手把手解决店铺遇到的所有问题！开网店|淘宝运营|电商运营|淘宝运营新手|淘宝运营实操|淘宝开店|店铺运营|电商运营教程|淘宝创业,淘宝运营那些事,1676354400,1676297990,72,感谢支持！,职业职场,209,10,淘宝运营实操;淘宝选品;淘宝开店;淘宝运营;淘宝运营教程;网店;开网店教程;电商运营;店铺运营;开网店货源,15501263;17405387;984407;1511191;2541758;2651769;3278672;3814352;4198820;7461310,15,21,0,16,0,10,22,5,114,1,0,淘宝运营手册,,淘宝运营手册
1676513637,566773989,1006134375,590156092,初级报名季，《经济法基础》考试题型、题量与得分规则要了解！,东奥初级会计职称,1676354400,1676278877,95,,职业职场,209,3,经济法基础;初级会计;初级会计报名,904182;1520714;8725867,0,0,0,1,0,2,1,0,19,1,0,无,无,无
1676513638,351783192,1007103283,590156092,初级会计报名时没有居住证如何审核？,东奥初级会计职称,1676354400,1676343167,83,,职业职场,209,4,居住证;初级会计;初级会计师;初级会计报名,965745;1520714;4743148;8725867,0,0,0,0,0,1,1,0,105,1,0,无,无,无
1676513639,351835034,1007326934,482752267,淘系店铺运营思路-内容决定出路,成都彦森教育,1676354340,1676354340,342,免费诊断店铺+ hoo2266,职业职场,209,5,淘宝开店;淘宝运营;淘宝店铺;电商运营;开网店,984407;1511191;1884796;3814352;5780084,0,0,0,0,0,0,0,0,3,1,0,无,无,无
1676513640,266824266,1007331253,1969689713,有封面,毅智读书,1676354310,1676354311,93,你对自己的认知保持清醒吗？,职业职场,209,1,学习,13160,0,0,0,0,0,0,0,0,1,1,0,无,无,无
1676513641,779302951,1007331330,1088420323,零基础学电脑打字入门教程，老师一步一步教会你,bili_29154791368,1676354240,1676354240,204,零基础学电脑打字入门教程，老师一步一步教会你,职业职场,209,10,视频教程;入门;课程;学习;初学者;教程;打字;入门教程;键盘打字;零基础学电脑,28310;169933;154551;13160;61167;1697;89417;10954;3348384;7279556,0,0,0,0,0,0,0,0,7,1,0,无,无,无
1676513642,224274697,1007325492,3493134621215038,坚持B站抄书，一天收入1668左右，0成本人人可做，分享我的经验和详细操作方法,永远相信会有奇迹,1676354183,1676354183,264,,职业职场,209,11,财经;海外;电商;外贸;存款;赚钱;失业;副业;宝妈;职场新人进化论;校园星发现·up！开学啦,66849;4880;527951;48959;742998;155420;282741;158158;1775099;31947836;34876775,4,5,0,21,0,19,14,0,54,1,0,无,无,无
1676513644,864371250,1007326812,482752267,淘宝开店教程 新品思维和定位,成都彦森教育,1676354153,1676354153,755,免费诊断店铺+ hoo2266,职业职场,209,7,淘宝开店;淘宝运营;淘宝店铺;淘宝运营视频教程;淘宝开店教程;电商运营;开网店,984407;1511191;1884796;3255439;3689956;3814352;5780084,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513645,779286666,1007331452,1088420323,零基础学电脑打字，快速学会键盘打字，适合初学者学习,bili_29154791368,1676354111,1676354111,195,零基础学电脑打字，快速学会键盘打字，适合初学者学习,职业职场,209,11,数码;初学者;学习;视频教程;键盘;电脑;教程;快速;基础;键盘打字;零基础学电脑,16906;61167;13160;28310;434;1339;1697;90465;171523;3348384;7279556,0,0,0,1,0,2,0,0,13,1,0,无,无,无
1676513645,821840928,1007328749,1863607839,零基础快速学拼音学五笔打字教程，键盘打字快速入门,bili_63081484136,1676354105,1676354105,200,零基础快速学拼音学五笔打字教程，键盘打字快速入门,职业职场,209,10,初学者;知识;打字;快速入门;五笔;指法;入门教程;电脑知识;键盘打字;零基础学电脑,61167;10009;89417;1076141;650548;370449;10954;3069089;3348384;7279556,2,0,0,4,0,1,0,0,23,1,0,无,无,无
1676513646,309289434,1007331229,1088420323,零基础电脑知识，掌握键盘标准指法，打字速度和准确率都可以提高,bili_29154791368,1676354099,1676354099,202,零基础电脑知识，掌握键盘标准指法，打字速度和准确率都可以提高,职业职场,209,11,数码;初学者;视频教程;电脑;教程;标准;指法;基础;电脑知识;键盘打字;零基础学电脑,16906;61167;28310;1339;1697;102752;370449;171523;3069089;3348384;7279556,0,0,0,0,0,1,0,0,24,1,0,无,无,无
1676513647,479266310,1007331460,1088420323,电脑初学者认识键盘和键盘正确打字方法,bili_29154791368,1676354088,1676354088,189,电脑初学者认识键盘和键盘正确打字方法,职业职场,209,11,数码;视频教程;学习;初学者;电脑;教程;基础;正确;方法;键盘打字;零基础学电脑,16906;28310;13160;61167;1339;1697;171523;104085;25554;3348384;7279556,0,0,0,0,0,0,0,0,4,1,0,无,无,无
1676513647,479258078,1007288209,1561534359,可转债交易方法技巧条件预警设置条件选债股票策略池运行,赢了就走喝而不醉,1676354068,1676354068,1426,可转债交易方法技巧条件预警设置条件选债股票策略池运行,职业职场,209,10,技巧;股市;经验分享;预警;设置;投资;方法;交易;可转债;方法技巧,15002;392466;634574;278111;171196;141406;25554;57816;3289982;3493461,0,0,0,0,0,4,4,0,24,1,0,无,无,无
1676513649,779314851,1007328695,1863607839,零基础电脑知识，掌握键盘标准指法，打字速度和准确率都可以提高,bili_63081484136,1676353992,1676353992,187,零基础电脑知识，掌握键盘标准指法，打字速度和准确率都可以提高,职业职场,209,11,数码;知识;课程;初学者;键盘;电脑;教程;指法;入门教程;电脑知识;零基础学电脑,16906;10009;154551;61167;434;1339;1697;370449;10954;3069089;7279556,0,0,0,0,0,0,0,0,34,1,0,无,无,无
1676513650,481874104,1007323809,1159126004,2023年工程人找工作的“4个途径”分享！,大蜢子的一建小课堂,1676353990,1676353990,102,"如果本视频对你有帮助的话就~
点个关注吧，点个关注吧，点个关注吧！
球球啦，球球啦，球球啦，球球啦，球球啦！",职业职场,209,9,寻找100位内行人对谈;一建;工地;施工;求职;建造师;二建;项目经理;分享我的职业故事,33186535;898538;475895;444201;121660;2279162;2707315;3268825;32126148,0,0,0,0,0,1,1,0,88,1,0,无,无,无
1676513652,436869487,1007328741,1863607839,零基础学电脑打字入门教程，老师一步一步教会你,bili_63081484136,1676353980,1676353980,196,零基础学电脑打字入门教程，老师一步一步教会你,职业职场,209,11,数码;学习;入门;课程;视频教程;电脑;教程;经验分享;打字;入门教程;零基础学电脑,16906;13160;169933;154551;28310;1339;1697;634574;89417;10954;7279556,0,0,0,2,0,1,0,0,12,1,0,无,无,无
1676513653,864344601,1007308473,44332482,小白上岸事业编必须知道的事（下）｜报名入口？考前准备？笔试面试备考？资格复审？体检政审公示？,全冰小田美式,1676353869,1676353869,269,"wb/xhs：全冰小田美式
拍摄🎬：Canon g7x2",职业职场,209,11,考试;寻找100位内行人对谈;面试;笔试;事业单位;上岸;事业编;事业编考试;事业编制;必剪创作;分享我的职业故事,8859;33186535;32613;988286;802135;854070;1699103;3456034;3971378;15775524;32126148,5,0,0,58,0,44,4,0,710,1,0,无,无,无
1676513654,524352032,1007323760,1923624189,零基础学电脑打字，快速学会键盘打字，适合初学者学习,bili_76767261758,1676353798,1676353798,199,零基础学电脑打字，快速学会键盘打字，适合初学者学习,职业职场,209,11,数码;学习;视频教程;初学者;入门;教程;电脑;打字;认识;键盘打字;零基础学电脑,16906;13160;28310;61167;169933;1697;1339;89417;1373674;3348384;7279556,0,0,0,1,0,0,0,0,24,1,0,无,无,无
1676513655,436776689,1007317537,478489759,货币时间价值系数之间的逻辑关系，错误率很高！！CWGL0202005,神奇母题考点总结,1676353779,1676353779,825,,职业职场,209,2,课程;投资,154551;141406,0,0,0,0,0,0,0,0,15,1,0,无,无,无
1676513657,481818840,1007301658,482752267,如何 找到一个合适的竞品,成都彦森教育,1676353756,1676353756,452,免费诊断店铺+ hoo2266,职业职场,209,5,淘宝开店;淘宝店铺;淘宝运营教程;电商运营;开网店,984407;1884796;2541758;3814352;5780084,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513657,821808325,1007323685,1923624189,零基础学电脑打字入门教程，老师一步一步教会你,bili_76767261758,1676353748,1676353748,203,零基础学电脑打字入门教程，老师一步一步教会你,职业职场,209,11,数码;初学者;视频教程;学习;电脑;教程;五笔;打字;认识;键盘打字;零基础学电脑,16906;61167;28310;13160;1339;1697;650548;89417;1373674;3348384;7279556,0,0,0,0,0,2,0,0,10,1,0,无,无,无
1676513658,991769061,1007323741,1923624189,零基础快速学拼音学五笔打字教程，键盘打字快速入门,bili_76767261758,1676353733,1676353733,206,零基础快速学拼音学五笔打字教程，键盘打字快速入门,职业职场,209,11,数码;初学者;课程;视频教程;教程;电脑;五笔;快速入门;电脑知识;键盘打字;零基础学电脑,16906;61167;154551;28310;1697;1339;650548;1076141;3069089;3348384;7279556,0,0,0,0,0,0,0,0,14,1,0,无,无,无
1676513659,479322760,1007316866,1791089950,“守正创新 担当实干” Look at 枝秀,棠果有约,1676353677,1676353677,111,江苏枝秀“守正创新、担当实干——2023年度工作会议”于2023年2月10日上午9时30分在常州文璞酒店隆重举行。,职业职场,209,6,今天也要好好工作;2023年;枝秀;担当;年会;工作总结,34948831;14237012;35518591;132489;38986;1641530,0,0,0,0,0,0,0,0,6,1,0,无,无,无
1676513660,524284767,1007193911,482752267,店铺货源定位数据选款,成都彦森教育,1676353648,1676353648,335,免费诊断店铺+ hoo2266,职业职场,209,4,淘宝开店;淘宝运营教程;电商运营;开网店,984407;2541758;3814352;5780084,0,0,0,0,0,0,0,0,2,1,0,无,无,无
1676513661,991862389,1007315702,1227367906,工程新人找工作的“3个注意事项”！避免被坑！,二建课代表牛牛,1676353642,1676353642,102,如果觉得本视频对你有帮助的话，还望能点个关注、一键三连支持一下哦~,职业职场,209,9,工程;施工;工地;一建;考证;建造师;二建;项目经理;施工单位,222;444201;475895;898538;1571618;2279162;2707315;3268825;3844530,3,0,0,7,0,12,1,0,572,1,0,无,无,无
1676513662,436780765,1007319540,1214165289,对外汉语老师证书笔试考试语音教学法16,早安汉语,1676353550,1676353550,96,,职业职场,209,6,课程;汉语;教育;笔试;对外汉语;老师,154551;19775;4149;988286;806195;8248,0,0,0,0,0,1,0,0,25,1,0,无,无,无
1676513664,351764215,1007317218,1175696298,【23省联考笔试】申论一定要临摹这27篇预测大作文 好背哭😂,阿熊上岸啦,1676353539,1676353539,126,,职业职场,209,10,国考省考公务员考试;申论作文押题;23省联考;公务员考试;公务员;申论;省考;申论大作文;申论素材;申论作文,16339105;24789433;25431508;183540;213551;1140770;1620185;3095956;8248516;10381949,43,7,0,21,0,26,50,0,1032,1,0,无,无,无
1676513666,651834046,1007302081,482752267,市场剖析学会定位产品价位,成都彦森教育,1676353478,1676353478,544,免费诊断店铺+ hoo2266,职业职场,209,4,淘宝开店;淘宝运营教程;电商运营;开网店,984407;2541758;3814352;5780084,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513668,224313300,1007295741,1695032863,这个300块钱一小时的工作，居然很多人都不知道，在家就可以做，新手小白都可上手！,小飞会飞i,1676353187,1676353188,170,,职业职场,209,10,今天也要好好工作;职场;经验分享;学历;电商;互联网;副业;tiktok;斜杠青年;国际版抖音,34948831;47481;634574;182953;527951;23901;158158;2730271;3258615;6294960,10,12,0,19,0,16,13,17,70,1,0,无,无,无
1676513671,736838433,1007304126,631960701,制作PPT巧用SHIFT键，快速又方便【PPT制作中的SHIFT技巧】,狸花喵爱学习,1676352877,1676352877,131,-,职业职场,209,7,今天也要好好工作;技巧;PPT;PPT制作;方便;PPT教程;shift,34948831;15002;27233;843873;618415;2493557;2622686,0,0,0,2,0,2,0,0,28,1,0,无,无,无
1676513672,694263952,1007183145,482752267,店铺打造,成都彦森教育,1676352773,1676352773,722,免费诊断店铺+ hoo2266,职业职场,209,4,淘宝开店;淘宝运营教程;电商运营;开网店,984407;2541758;3814352;5780084,0,0,0,0,0,0,0,0,2,1,0,无,无,无
1676513673,736796252,1007297976,3493134990314402,试药员你好，我为 您 效 劳 请 看 看 吧！,试药三分毒享受有礼金,1676352606,1676352606,255,为 您 效 劳 请 看 看 吧！,职业职场,209,4,今天也要好好工作;科普;医学;我最值得分享的职场经验,34948831;5417;169523;35048902,1,0,0,0,0,0,0,0,4,1,0,无,无,无
1676513674,779268419,1007008436,351682948,刷单大法-新品补单详细课程,巨鼎皇教育,1676352600,1676338571,1575,加个人薇❤：hoo2266 免费获取三大福利： 免费诊断店铺， 免费获取最新淘宝运营原视频，注重实战操作技巧视频教程和计划表。 每下午2:05分老师会实操学生的店铺给大家做分享,职业职场,209,10,电商淘宝;电子商务;淘宝开店;淘宝运营;电商运营;电商创业;开网店;开网店货源;淘宝店铺运营技巧;电商教学,984406;634675;984407;1511191;3814352;4443566;5780084;7461310;9211225;10886728,0,0,0,3,0,0,2,0,37,1,0,无,无,无
1676513675,266775300,1007147268,630016881,努力观：你的付出可能徒劳无功,航哥说思维,1676352600,1676345585,68,,职业职场,209,5,学习;努力;认知;职场新人进化论;校园星发现·up！开学啦,13160;8519;569849;31947836;34876775,0,0,0,0,0,0,0,0,22,1,0,无,无,无
1676513676,609283783,1007291560,434432409,分享一个实习做的项目，也许也是最后一次,建筑小食堂,1676352476,1676352476,241,,职业职场,209,4,建筑;设计;寻找100位内行人对谈;分享我的职业故事,9269;74378;33186535;32126148,40,22,0,19,0,264,46,19,3350,1,0,无,无,无
1676513678,949322584,1007256009,329382469,日本研修生，厚生年金的猫腻,小王同学拆台专家,1676352439,1676352439,183,-,职业职场,209,9,日本;日语;经验分享;日本留学;研修生;猫腻;学习心得;年金;必剪创作,860;3086;634574;328981;241334;198983;3269802;4660064;15775524,2,0,0,4,0,16,9,2,281,1,0,无,无,无
1676513680,779330526,1007289689,3493134990314402,为 您 效 劳 请 看 看 吧！,试药三分毒享受有礼金,1676352198,1676352198,276,试药员  我为 您 效 劳 请 看 看 吧！,职业职场,209,3,科普;寻找100位内行人对谈;分享我的职业故事,5417;33186535;32126148,0,0,0,0,0,0,0,0,0,1,0,无,无,无
1676513680,694333608,1007282179,1142554945,智能电表数据采集不到，各处接线没问题，那就先换个模块。,供电服务站技术员Ran,1676352182,1676352182,168,-,职业职场,209,9,电力工作;电工常识;电力服务;供电所日常;寻找100位内行人对谈;数据采集;电工技术;电工知识;分享我的职业故事,12609409;15620205;24959642;30652826;33186535;1395748;3211629;6927928;32126148,2,1,0,3,0,19,12,0,567,1,0,无,无,无
1676513683,566788156,1007275203,492135046,2分钟生成，原创动漫，每天到账500！？,鲸歌科技,1676351617,1676351617,87,2分钟生成原创动漫每天到账500？,职业职场,209,11,动漫;原创;教程;经验分享;制作过程;原创动漫;自媒体;干货分享;短视频运营;职场新人进化论;校园星发现·up！开学啦,1394;536;1697;634574;43425;161640;444411;1623316;6020656;31947836;34876775,0,0,0,3,0,1,0,0,101,1,0,无,无,无
1676513684,394297871,1007126469,603193328,国际昊解读新西兰工资大幅上涨的背后影响,国际昊海外就业咨询,1676351581,1676345400,195,-,职业职场,209,6,新西兰;出国;工资;上涨;出国打工;出国劳务,103210;368661;284792;2992549;9078202;9115652,0,0,0,1,0,0,0,0,38,1,0,无,无,无
1676513686,694290289,1007218122,1539798729,拼多多运营：2023拼多多开店新手小白必备黑科技实操演示，让新手小白也能轻松上手开店，（附全套学习资料）,多多运营云深,1676351483,1676351483,389,"拼多多运营：2023拼多多开店新手小白必备黑科技实操演示，让新手小白也能轻松上手开店，（附全套学习资料）
视频中资料文档及更多拼多多运营资料、核心知识脉络图、实操视频教程及店铺诊断+V：shiyils12",职业职场,209,10,黑科技;运营;拼多多;新手开店;电商运营;运营干货;拼多多开店;拼多多运营;拼多多学习;职场树洞答疑,34321;311524;1780308;3278671;3814352;5096946;7721237;8154739;9997962;32018504,87,113,0,1501,0,448,49,513,12907,1,0,学习资料,,学习资料
1676513688,524324466,1007267186,470829524,赵律师来招人啦：专利代理师或想入行的小伙伴们快看过来～,知产赵律师频道,1676351364,1676351364,139,招聘视频,职业职场,209,5,知识产权;律师;专利代理师;专利;招人,331919;81374;10903943;659233;340835,4,1,0,21,0,62,22,10,1591,1,0,无,无,无
1676513690,436388214,997200240,1803220252,淘宝运营 淘宝新手卖家创业开店知识-淘宝运营哪些淘宝小卖家营销技巧不可不学,元气少女说电商,1676351100,1675751405,564,添加微信tbb1879：免费进行店铺诊断；领取淘宝干货资料，平时下午会有免费的公开课分享，欢迎小伙伴观看,职业职场,209,10,网店创业知识;电商兼职赚钱;淘宝运营实操;淘宝开店;电商;淘宝运营;创业知识;电商创业;创业开店;如何做电商运营,11470475;11470476;15501263;984407;527951;1511191;2860556;4443566;4672132;34902227,0,0,0,0,0,0,0,0,56,1,0,无,无,无
1676513692,524276033,1007255520,3461570862516488,【Jenny聊外贸】10)The cream of the crop#商务英语#商务谈判#外贸@Jenny聊外贸,Jenny聊外贸,1676350537,1676350537,189,"【商务谈判英语】
每日更新  保持连载",职业职场,209,3,英语;谈判;外贸,8816;161069;48959,0,0,0,0,0,1,0,0,86,1,0,无,无,无
1676513693,821842187,1007237633,1615977413,王者荣耀还能做知识付费？？,卖小鹅通的小胖冲百万,1676350264,1676350264,229,-,职业职场,209,3,学习;私域;知识付费,13160;12542247;3883992,0,0,0,0,0,1,0,0,14,1,0,无,无,无
1676513695,309312722,1007245226,1176774058,不开通橱窗不开直播带货照样可以在抖音挣钱,bili_69612395250,1676350244,1676350244,75,-,职业职场,209,4,直播带货;如何自媒体挣钱做自媒体怎样挣钱;挣钱;抖音,11100502;26552613;1193272;616037,0,0,0,0,0,0,0,0,36,1,0,无,无,无
1676513697,524265454,1007243355,1603673877,（粉xi）1.1词性✓侧重（拆→组）（搭配）【深→洞察，桥长久存在→存续】,悄悄上岸吧,1676349932,1676349932,172,-,职业职场,209,1,选词填空,5352322,0,0,0,1,0,2,1,0,10,1,0,无,无,无
1676513698,821770293,1007021002,1105287334,"solidworks不等宽倒角切除,你学会了吗？",工控帮机械设计研习社,1676349840,1676339180,77,,职业职场,209,9,技术宅;建模教程;建模;3D建模;solidworks三维画图;机械设计;SolidWorks;solidworks教程;solidworks机械设计,368;809567;25935;392751;33715337;788246;2774783;3569993;3570080,2,0,0,8,0,10,2,0,120,1,0,无,无,无
1676513699,266767708,1007215653,3493088628574340,CPA 会计知识点 套期工具,勇敢蓝蓝,1676349800,1676349801,360,-,职业职场,209,4,会计;CPA;CPA会计;必剪创作,502154;1331203;2763581;15775524,0,0,0,1,0,0,0,0,12,1,0,无,无,无
1676513700,566567533,998370825,279765235,PPT简单高级的交互效果，看完这期掌握惊艳全场的小技巧,阿欣说个P,1676349480,1675823983,71,,职业职场,209,5,职场;PPT设计;PPT;PPT教程;Office,47481;3175687;27233;2493557;2549589,2,0,0,6,0,5,0,0,257,1,0,无,无,无
1676513702,906654753,1004037196,571870237,广告人100问❗️阿康需要懂创意吗❓让我看看是谁还敢说阿康只是传声筒📣,吴凡凡_Fan,1676349000,1676155960,273,,职业职场,209,10,今天也要好好工作;技巧;职场;创意;广告;努力;后天;天赋;广告人;培养,34948831;15002;47481;7988;243;8519;98553;240452;2658239;3047191,2,0,0,1,0,3,0,0,39,1,0,无,无,无
1676513702,864280810,1005856329,602727723,初会《会计实务》每日一练第638天，转销应付票据时应贷记的会计科目是,老冯讲会计,1676349000,1676266514,162,初会《会计实务》每日一练第638天，转销应付票据时应贷记的会计科目是,职业职场,209,5,初级会计实务;零基础学会计;会计考试;会计学习;中级会计考试,904184;2351389;2916639;3000261;5877342,0,0,0,0,0,0,0,0,15,1,0,无,无,无
1676513703,309373352,1007046797,98812108,PPT就要听领导的，把全部都放大！,跟我学个P,1676349000,1676341779,329,难道领导说PPT内容放大就是low吗？本期视频教你如何让PPT内容不失优雅地放大，干货满满，感谢大家一键三连！！如果想要PPT源文件的小伙伴可以关注公众号【跟我学个P】回复【放大】即可领取哦~,职业职场,209,11,知识;职场;PPT;ppt教程;高级;Office;ppt教学;ppt设计;ppt技巧;职场新人进化论;校园星发现·up！开学啦,10009;47481;27233;1121111;39771;2549589;7574155;7888366;8571295;31947836;34876775,1273,125,0,3872,0,2357,60,312,178124,1,0,无,无,无
1676513706,481750654,1007179995,361466842,组工信息怎么写！看这一篇就够了！,执笔经年_123,1676348993,1676348993,162,-,职业职场,209,6,今天也要好好工作;职场;学习;体制材料;工作;公文写作,34948831;47481;13160;35401175;21316;2669928,0,0,0,0,0,0,0,0,11,1,0,无,无,无
1676513707,906792990,1007170895,1623870783,【分布式光伏电站设计】第3讲  分布式光伏电站开发建设流程,光伏学堂,1676348968,1676341234,1481,,职业职场,209,10,工程;设计;分布式光伏;光伏设计教程;光伏设计基础;光伏;光伏电站;光伏发电;分布式;是老师，也是UP主！,222;74378;16448368;21446917;29697325;493706;994816;1252481;774967;34407075,0,0,0,7,0,6,0,11,239,1,0,无,无,无
1676513709,394312388,1007218148,3493133641845571,27岁，大专毕业，裸 辞  在家 目前  月  薪 五 位 数，虽然辛苦但总比进厂强!,geigei你看她啊,1676348823,1676348823,153,,职业职场,209,8,学习;寻找100位内行人对谈;经验分享;工作;简单;上班族;方法;分享我的职业故事,13160;33186535;634574;21316;35450;12051;25554;32126148,0,18,0,10,0,9,12,0,113,1,0,无,无,无
1676513711,566798820,1007220267,1982417304,26岁，两年存款30w，全靠一台电脑实现财富自由，稳定后每天收入500+,双眸a淡,1676348818,1676348818,169,,职业职场,209,11,数码;电脑;赚钱;自由;财富;财富自由;投资;理财;收入;实现;收益,16906;1339;155420;8875;32815;932114;141406;487255;313069;651507;3117903,2,15,0,14,0,14,29,28,61,1,0,TikTok变现,,TikTok变现
1676513712,736770967,1007006016,1965421756,浪子回头金不换，少年犯转型硬件工程师，这25分钟故事是我8年经历来的,码客人生,1676348700,1676342807,1528,"十七岁进了监狱，二十六岁成了硬件工程师，近4个小时采访了阿达8年的经历，又用这8年的经历换来了25分钟的故事。
校园霸凌到底能带来多深的影响，他原本不该是这样的。刑满释放四处碰壁，初高中他只想生意，上课什么都没学，学代码是从26个字母开始学起的，没人能描述出那种痛苦，他在用这种痛苦补偿擦肩而过的失去。
阿达是码客的粉丝，现在成了我的朋友，他的故事中有大智慧也有小聪明，他距离我很远，却也很近。
阿达很复杂，我酝酿了好久，一直不知道怎么写，直到看到那句“9527，你成了华府的下等人”，我又想起了《被嫌弃的松子的一生》。
这个词要不要用上，犹豫了好久，我和阿达说“我们都是下等人”，阿达说，对！我可以把故事分享给所有人，希望你们不要学我，永远不要。",职业职场,209,11,监狱风云;IT;汇编;编程;硬件;少年犯;校园霸凌;浪子回头;硬件工程师;每个频道都有故事;一分钟扬名B站-第四期,67482;16765;143615;28784;82132;189083;660925;230107;3453325;32419412;32442550,74,129,0,122,0,128,44,38,3568,1,0,无,无,无
1676513714,651767821,1007209036,3493131563568071,月入6.4w，代价是拒绝吃饭约喝酒，适合不爱社交的人！,海龙咕咕咕,1676348456,1676348456,236,,职业职场,209,11,创业;学习;求职;工作;兼职;互联网;副业;宝妈;tiktok;职场新人进化论;校园星发现·up！开学啦,128384;13160;121660;21316;434606;23901;158158;1775099;2730271;31947836;34876775,1,5,0,10,0,9,16,0,99,1,0,tk直播,,tk直播
1676513716,736760153,1007209027,3493132264016208,普通人通过短视频年入百w需要做到什么程度？你也可以的！,青衣衫故人,1676348449,1676348449,172,,职业职场,209,10,创业;职场;寻找100位内行人对谈;副业;赚钱;互联网;经验分享;普通人;干货分享;学习心得,128384;47481;33186535;158158;155420;23901;634574;9136;1623316;3269802,0,21,0,23,0,18,12,30,135,1,0,无,无,无
1676513718,309221443,1001652846,1722670361,1688诚信通 2023年春节直播系列短视频7,猪运赢,1676348400,1676014132,72,,职业职场,209,10,1688运营;1688诚信通;阿里巴巴代运营;阿里巴巴托管;1688运营技巧;1688运营推广;诚信通运营技巧;1688运营分享;诚信通;诚信通托管,11229441;16631488;17623066;18316579;24733126;28469029;32170873;32170903;12813358;19294648,0,0,0,0,0,0,0,0,11,1,0,无,无,无
1676513719,309349849,1006529810,1917123963,每周带儿子出去玩，还能发展一门副业【北总】——北总给普通人的39个第二职业项目,北总思维笔记,1676348100,1676297005,813,每周带儿子出去玩，还能发展一门副业【北总】——北总给普通人的39个第二职业项目,职业职场,209,10,创业;如何赚钱副业;北总给普通人的39个第二职业项目;赚钱;兼职;副业;经验分享;项目;赚钱项目;北总,128384;22062671;34510587;155420;434606;158158;634574;564859;4984028;7237346,0,0,0,0,0,0,0,0,21,1,0,无,无,无
