video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否周末,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？,是否周末_False
266686696,1676521380,1002294297,服装原型制版打板：胖体裤子修正纸样设计,1676119800,1676043223,747,职业职场,10,0,0,0,0,0,1,0,18,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,676.0,205.0,-0.004878048780487805,-0.004878048780487805,1,。,0,4.647916666666666,161625.4,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266687199,1676518817,1004441894,Springboot549基于Springboot的学生资助管理系统+vue_idea,1676180794,1676180794,168,职业职场,3,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,953.0,-0.001049317943336831,-0.001049317943336831,1,。,0,3.9123032407407408,454.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266687398,1676522721,1002695881,211财务转行做设计，从迷茫到笃定 | 了解自己这件事，恐怕越早开始越好,1676081698,1676081698,433,职业职场,10,21,4,25,0,31,11,4,716,1,0,27.0,8.0,0.0,44.0,48.0,26.0,9.0,1337.0,5.0,1092.0,4.0,-0.25,-0.25,0,。,0,5.1044328703703705,3025.8,3,0,0.375,0.25,False,1,0,1,0,1,0,1,0,1,0,0,1
266687600,1676518163,1004630821,甲方工程管理 | 供水及排水工程如何管理？,1676196600,1676189852,1244,职业职场,7,0,0,0,0,0,0,1,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,1054.0,101.0,-0.009900990099009901,-0.009900990099009901,1,？,0,3.7217939814814813,6.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
266688259,1676524035,1001715747,失业在家搬砖，每个月稳定五位数！适合不爱社交的人！,1676016882,1676016882,183,职业职场,5,8,34,45,0,35,30,28,1666,1,0,8.0,34.0,0.0,46.0,36.0,31.0,28.0,1703.0,2.0,53.0,3.0,-0.3333333333333333,-0.3333333333333333,0,！,0,5.869826388888889,450.0,0,0,1.8571428571428572,1.1428571428571428,False,1,0,1,0,1,0,1,0,0,1,0,1
266689593,1676519869,1003382133,教师招考当中容易被忽略的岗位，你知道吗？,1676161800,1676113222,91,职业职场,10,0,0,1,0,0,0,0,152,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,157.0,3.0,383.0,185.0,-0.005405405405405406,-0.005405405405405406,0,？,0,4.14431712962963,341.5,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
266690768,1676519270,1004249583,车夫和赫拉克勒斯,1676173501,1676173501,95,职业职场,11,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,4.001956018518518,240384.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266691429,1676523777,1001307589,【国聘求职小课堂】回答爱好和崇拜的人,1676023440,1676000484,69,职业职场,4,0,0,8,0,29,2,0,418,1,0,0.0,0.0,0.0,8.0,29.0,2.0,0.0,442.0,3.0,70139.0,147.0,-0.006802721088435374,-0.006802721088435374,0,。,0,5.7909375,433201.25,1,0,1.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266691557,1676522373,1002881135,毕业半年后 存  款 56w，全靠一台电脑养活了自己   ，稳定之后每天收入 2Q多,1676090553,1676090554,147,职业职场,12,0,10,8,0,8,13,12,116,1,0,0.0,10.0,0.0,8.0,8.0,13.0,12.0,117.0,2.0,0.0,1.0,-1.0,-1.0,0,。,0,4.997916666666667,152273.41666666666,6,6,1.0,1.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266692876,1676521428,1002981145,年轻人必须知道的7大反夸万能公式！,1676116800,1676095368,142,职业职场,11,978,36,4597,0,3906,139,199,41331,1,0,1007.0,37.0,0.0,4700.0,4022.0,142.0,202.0,42415.0,6.0,99181.0,156.0,-0.00641025641025641,-0.00641025641025641,1,！,0,4.683194444444444,192489.81818181818,3,2,0.8717948717948718,7.794871794871795,False,1,0,1,0,0,1,1,0,0,1,0,1
266693871,1676518912,1004297099,狐狸和刺猬,1676176250,1676176250,64,职业职场,12,0,0,0,0,2,0,0,4,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,3.9659953703703703,232010.91666666666,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266694079,1676524752,1001296691,20 《工作场所职业卫生监督管理规定》01,1675998075,1675998076,388,职业职场,1,0,0,0,0,0,0,1,41,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,3.0,1232.0,2356.0,-0.00042444821731748726,-0.00042444821731748726,0,。,0,6.095798611111111,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266694305,1676522719,1002127345,BIM机电训练营开营（机电基础+管综进阶）,1676081700,1676036159,1346,职业职场,8,10,2,37,0,18,3,4,465,1,0,10.0,2.0,0.0,40.0,18.0,3.0,4.0,506.0,4.0,2087.0,27.0,-0.037037037037037035,-0.037037037037037035,1,。,0,5.104386574074074,37150.5,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266695600,1676523737,1001887108,距离内蒙省考还剩15天，这时候如何备考更高效？备考重点在哪里？来听上岸学姐如何说！,1676024509,1676024509,382,职业职场,10,22,0,24,0,32,46,0,671,1,0,22.0,0.0,0.0,24.0,32.0,47.0,0.0,697.0,2.0,1693.0,4.0,-0.25,-0.25,1,？,0,5.778101851851852,3727.0,21,18,1.0,0.8636363636363636,False,1,0,1,0,0,1,1,0,0,0,1,1
266696605,1676524241,1001567851,144 劳动合同订立与解除11,1676010597,1676010597,187,职业职场,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1232.0,2356.0,-0.00042444821731748726,-0.00042444821731748726,0,。,0,5.944953703703704,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266696884,1676522545,1001961526,雎和睢的读音和意思,1676086221,1676027623,94,职业职场,1,0,0,0,0,2,0,0,11,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,5.0,838.0,3928.0,-0.0002545824847250509,-0.0002545824847250509,0,。,0,5.050046296296296,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266701463,1676522001,1003082350,Pearson  Business Partner  Level A1 带学视频 1-01/32,1676101144,1676101144,1501,职业职场,4,0,0,0,0,1,0,1,93,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93.0,5.0,5.0,14.0,-0.07142857142857142,-0.07142857142857142,1,。,0,4.8710300925925925,198976.5,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266701536,1676519701,1004222072,将无声视频 录音 音乐 图片合并成一个视频，视频合并混流教程,1676170574,1676170574,127,职业职场,6,0,0,1,0,1,0,0,17,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,3.0,489.0,397.0,-0.0025188916876574307,-0.0025188916876574307,1,。,0,4.040821759259259,58193.666666666664,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266701778,1676524601,1001343921,28岁硕士，攒100w吃息退休实践，新年开门红200w不是梦,1676000397,1676000397,153,职业职场,9,2,23,21,0,21,11,16,419,1,0,2.0,23.0,0.0,21.0,21.0,11.0,16.0,421.0,2.0,0.0,1.0,-1.0,-1.0,0,。,0,6.067175925925926,39577.555555555555,1,0,1.4,1.2,False,1,0,1,0,1,0,1,0,1,0,0,1
266701909,1676523496,1002066350,"比亚迪刀片电池深度认识,针刺实验,参数特性,三元磷酸铁锂电池针刺实验",1676032355,1676032355,275,职业职场,4,4,0,9,0,12,4,0,328,1,0,4.0,0.0,0.0,14.0,13.0,4.0,0.0,414.0,4.0,8575.0,283.0,-0.0035335689045936395,-0.0035335689045936395,1,。,0,5.684502314814814,0.0,1,1,0.3333333333333333,0.6666666666666666,False,1,0,1,0,0,1,1,0,1,0,0,1
266704219,1676523434,1002109754,企业文化建设八大工程：06-赋能工程,1676034187,1676034187,168,职业职场,1,0,0,4,0,0,0,0,42,1,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,43.0,4.0,8319.0,694.0,-0.001440922190201729,-0.001440922190201729,0,。,0,5.662581018518519,39.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266708420,1676522398,1002843570,ChatGPT到底是啥？AI会取代我们吗？和马斯克又有啥关系？看完这条视频你就懂了！,1676089665,1676089665,483,职业职场,10,14,3,30,0,59,1,8,630,1,0,14.0,3.0,0.0,30.0,59.0,1.0,8.0,645.0,5.0,28066.0,175.0,-0.005714285714285714,-0.005714285714285714,0,？,0,5.0084837962962965,14930.4,0,1,0.0,3.0,False,1,0,1,0,1,0,1,0,0,0,1,1
266709878,1676524014,1001631745,【阳光探秘】就简单带大家看看公司的宿舍环境吧😄😂,1676017554,1676017554,112,职业职场,6,14,25,5,0,32,30,48,1838,1,0,14.0,25.0,0.0,5.0,33.0,30.0,53.0,1940.0,3.0,2525.0,35.0,-0.02857142857142857,-0.02857142857142857,1,。,0,5.861805555555556,10378.833333333334,11,0,0.8823529411764706,0.17647058823529413,False,1,0,1,0,0,1,1,0,1,0,0,1
266711050,1676525005,1001288359,04专票开具作废红冲,1675997666,1675997666,285,职业职场,5,0,0,5,0,1,0,0,81,1,0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,97.0,5.0,196.0,7.0,-0.14285714285714285,-0.14285714285714285,1,。,0,6.103460648148148,59752.4,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266711077,1676518685,1004540119,【知识分享】E209-别人为什么能欺负你？是得到了你的帮助和首肯。父母到底把你 PUA 成了什么样的人？低自尊和自我怀疑的根源在哪里？孔融最后是怎么惨死的？,1676186295,1676186295,1198,职业职场,10,0,0,3,0,5,1,1,58,1,0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,59.0,5.0,1212.0,247.0,-0.004048582995951417,-0.004048582995951417,1,？,0,3.8471064814814815,7698.7,0,1,0.0,1.0,False,1,0,1,0,0,1,1,0,0,0,1,1
266711499,1676523732,1001876137,体制内如何才能让领导主动提拔你,1676024658,1676024658,364,职业职场,2,15,0,93,0,51,3,17,1647,1,0,15.0,0.0,0.0,99.0,55.0,3.0,18.0,1749.0,2.0,2410.0,151.0,-0.006622516556291391,-0.006622516556291391,0,。,0,5.776319444444445,0.5,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266712204,1676524658,1001324490,歪嘴龙王竟是我自己，吉林省考上岸之后我发了一条仅前岳母可见的pyq,1675999300,1675999300,231,职业职场,10,0,0,1,0,0,6,1,144,1,0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,144.0,2.0,1.0,2.0,-0.5,-0.5,0,。,0,6.080532407407407,37355.0,0,0,1.3333333333333333,0.3333333333333333,False,1,0,1,0,1,0,1,0,1,0,0,1
266712824,1676519885,1001786901,国家税务总局公告 2021年第20号（小规模纳税人附加税费情况表）,1676160900,1676020795,72,职业职场,5,0,0,0,0,0,0,0,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,88.0,209.0,-0.004784688995215311,-0.004784688995215311,0,。,0,4.154918981481481,335.2,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266713443,1676521683,1003256157,2023年，年轻人去互联网大厂上班性价比还高吗？,1676107938,1676107938,152,职业职场,8,4,0,3,0,4,1,3,81,1,0,4.0,0.0,0.0,3.0,4.0,1.0,3.0,83.0,2.0,6.0,6.0,-0.16666666666666666,-0.16666666666666666,0,？,0,4.7887152777777775,22742.625,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
266713618,1676523021,1002534949,为什么每个app都在极力的推广流量卡？我只能告诉你真的很暴利！,1676073649,1676068095,62,职业职场,10,0,0,0,0,3,3,0,1058,1,0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1063.0,5.0,14.0,3.0,-0.3333333333333333,-0.3333333333333333,0,？,0,5.201064814814814,15.5,1,0,2.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
266714521,1676523506,1001596141,端到端成本管理怎么做？,1676032200,1676011973,285,职业职场,3,0,0,1,0,2,1,2,34,1,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,39.0,3.0,1253.0,51.0,-0.0196078431372549,-0.0196078431372549,1,？,0,5.686412037037037,23.333333333333332,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
266714999,1676524484,1001374878,54 《用人单位职业健康监护监督管理办法》03,1676001489,1676001489,279,职业职场,1,0,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1232.0,2356.0,-0.00042444821731748726,-0.00042444821731748726,0,。,0,6.05318287037037,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266715942,1676524328,1001443127,讨论交流,1676005445,1676005445,911,职业职场,1,0,0,0,0,1,0,0,12,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,422.0,260.0,-0.0038461538461538464,-0.0038461538461538464,1,。,0,6.005590277777777,1249.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266716870,1676522624,1002742871,失业后宅家搬砖，零成本副业，人人可做，虽然辛苦但总比进厂强！,1676083843,1676083844,230,职业职场,11,5,18,21,0,19,13,2,67,1,0,5.0,18.0,0.0,21.0,19.0,13.0,2.0,68.0,2.0,0.0,1.0,-1.0,-1.0,0,！,0,5.078483796296296,102368.90909090909,4,0,1.5714285714285714,0.14285714285714285,False,1,0,1,0,1,0,1,0,0,1,0,1
266718033,1676521449,1001381761,负荷计算如何设计2？【工业电气设计】,1676115000,1676002068,1205,职业职场,4,0,0,3,0,5,0,2,95,1,0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,100.0,5.0,27909.0,1870.0,-0.0005347593582887701,-0.0005347593582887701,1,？,0,4.704270833333333,30363.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,0,1,1
266719821,1676522565,1002780767,草图大师入门视（频-教）程-第73节  创建商城首层的内墙体,1676085517,1676085517,675,职业职场,9,0,0,0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,230.0,2927.0,-0.00034164673727365904,-0.00034164673727365904,0,。,0,5.058425925925926,40978.555555555555,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266721452,1676522127,1003064109,教师招聘每日易错题大挑战44,1676098717,1676098717,139,职业职场,7,1,0,0,0,2,0,0,16,1,0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,17.0,5.0,1017.0,151.0,-0.006622516556291391,-0.006622516556291391,1,。,0,4.900578703703704,113785.14285714286,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266721990,1676518964,1004331489,渔夫与梭鱼,1676175570,1676175570,72,职业职场,7,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,3.9744675925925925,394744.28571428574,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266723333,1676518664,1004575771,第75集：电表脉冲灯3200imp/kwh代表什么意思！,1676186816,1676186816,159,职业职场,4,0,0,1,0,6,2,0,167,1,0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,171.0,2.0,2872.0,94.0,-0.010638297872340425,-0.010638297872340425,0,！,0,3.8408333333333333,443268.75,1,1,1.0,2.0,False,1,0,1,0,1,0,1,0,0,1,0,1
266723967,1676522075,1003075273,制造的原理-S01-01-面包制作自动化,1676099520,1676099521,335,职业职场,9,0,0,0,0,1,0,1,148,1,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,153.0,3.0,892.0,72.0,-0.013888888888888888,-0.013888888888888888,0,。,0,4.89068287037037,230047.88888888888,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266724025,1676523236,1002353822,2月9日更新丨山东青岛卫健委、河南洛阳涧西区事业单位、河南濮阳市妇幼保健院、江苏食品药品职业技术学院、福建省纤维检验中心、厦门市卫健委所属事业单位、福建中医药大,1676046155,1676046155,295,职业职场,11,2,0,1,0,2,0,1,454,1,0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,460.0,5.0,5498.0,176.0,-0.005681818181818182,-0.005681818181818182,1,。,0,5.521770833333333,625.7272727272727,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266725505,1676522378,1002733558,天天食安行·公益大讲堂--企业如何落实食品安全主体责任规定--该如何应对,1676090400,1676083147,112,职业职场,5,0,0,0,0,0,0,0,74,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,19.0,115.0,-0.008695652173913044,-0.008695652173913044,1,。,0,4.999745370370371,260.0,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266727678,1676518993,1004314837,骑兵与马,1676175097,1676175097,86,职业职场,7,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,3.980277777777778,243521.7142857143,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266728340,1676522986,1002617245,语言表述是否清晰：逻辑思维和有效沟通的首要检测事项,1676076198,1676076198,167,职业职场,10,0,0,1,0,1,0,0,20,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,3.0,691.0,98.0,-0.01020408163265306,-0.01020408163265306,1,。,0,5.171157407407407,153.3,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266730307,1676519073,1004298089,狼和小羊,1676174164,1676174164,111,职业职场,10,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,3.992002314814815,422302.4,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266732148,1676518975,1004312835,直呼过瘾——《一人之下》第五季陈朵篇感受,1676175363,1676175363,251,职业职场,3,0,0,0,0,2,0,0,75,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.0,4.0,3.0,11.0,-0.09090909090909091,-0.09090909090909091,1,。,0,3.9769907407407405,57187.333333333336,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266732882,1676519263,1004290930,Springboot511资产管理信息系统+vue_idea,1676173539,1676173539,305,职业职场,5,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,953.0,-0.001049317943336831,-0.001049317943336831,1,。,0,4.001435185185185,106.6,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266733898,1676523528,1001304973,一到下班领导就有事？如何高情商拒绝加班？,1676031000,1675998572,125,职业职场,10,0,0,23,0,42,2,3,1673,1,0,0.0,0.0,0.0,27.0,50.0,2.0,4.0,1989.0,4.0,33516.0,167.0,-0.005988023952095809,-0.005988023952095809,0,？,0,5.700555555555556,13270.2,0,0,0.0,0.5,False,1,0,1,0,1,0,1,0,0,0,1,1
266734262,1676523703,1001744072,裸辞生活 | 如果你一事无成 不妨像我一样学会治愈自己 焦虑只会让自己变得更糟糕,1676025600,1676020278,76,职业职场,9,13,0,5,0,17,9,0,396,1,0,13.0,0.0,0.0,5.0,17.0,9.0,0.0,441.0,4.0,144.0,10.0,-0.1,-0.1,1,。,0,5.765081018518519,24021.666666666668,4,2,1.25,1.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266736109,1676525004,1001291794,09 煤矿安全生产法律法规体系09,1675997681,1675997681,179,职业职场,1,0,0,0,0,0,0,2,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,3.0,1232.0,2356.0,-0.00042444821731748726,-0.00042444821731748726,0,。,0,6.103275462962963,1635975.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266736673,1676522596,1001733721,山东省事业单位考试上按概率为何如此之高？,1676084400,1676018739,66,职业职场,10,0,0,1,0,1,1,0,134,1,0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,238.0,3.0,5775.0,280.0,-0.0035714285714285713,-0.0035714285714285713,0,？,0,5.071712962962963,4191.5,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,0,0,1,1
266736795,1676522534,1002800999,失业206多天后，宅在家全职做up  无  脑 搬 砖挣qian  ，①个月挣了  4wan 多，方法简单人人可做！分享操作详细过程,1676086585,1676086585,145,职业职场,9,0,4,9,0,8,14,10,50,1,0,0.0,4.0,0.0,9.0,8.0,14.0,10.0,50.0,2.0,1.0,1.0,-1.0,-1.0,0,！,0,5.045706018518518,15823.555555555555,6,6,1.1666666666666667,1.1666666666666667,False,1,0,1,0,1,0,1,0,0,1,0,1
266737686,1676518837,1004371063,第五课 医学工程科技论文的选题来源（三）,1676179504,1676179505,1589,职业职场,4,0,0,1,0,0,0,1,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,422.0,260.0,-0.0038461538461538464,-0.0038461538461538464,0,。,0,3.927465277777778,23369.5,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266737988,1676521999,1003106052,创业答疑】合伙办学股权分配,1676101254,1676101254,343,职业职场,10,2,0,2,0,7,2,1,128,1,0,2.0,0.0,0.0,2.0,7.0,2.0,1.0,138.0,5.0,5525.0,261.0,-0.0038314176245210726,-0.0038314176245210726,1,。,0,4.8697337962962965,813.4,1,0,2.0,1.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266738173,1676519079,1004298902,老太婆与医生,1676174106,1676174107,79,职业职场,6,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,570.0,374.0,-0.00267379679144385,-0.00267379679144385,0,。,0,3.9927430555555556,311494.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266739170,1676522297,1002940109,教你玩转虾皮，从入门到精通，第十六讲：什么是“备货天数”,1676093461,1676093461,243,职业职场,11,0,0,0,0,0,0,0,10,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,8.0,18.0,-0.05555555555555555,-0.05555555555555555,1,。,0,4.96337962962963,27715.363636363636,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266740320,1676519016,1004272877,小企业的利器，已经绝版的电信无线固话可以装进手机的8位号码手机卡,1676174585,1676174586,533,职业职场,4,0,0,1,0,0,0,0,41,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,2.0,193.0,135.0,-0.007407407407407408,-0.007407407407407408,0,。,0,3.9864699074074075,190.25,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266742946,1676523648,1001958865,CAD绘图插入的表格特别小把它变大的方法,1676027644,1676027644,82,职业职场,10,2,0,2,0,4,0,0,82,1,0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,90.0,3.0,2315.0,379.0,-0.002638522427440633,-0.002638522427440633,1,。,0,5.740787037037037,13870.9,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266744355,1676515532,1003660857,2、【zbrush教程】卡通头像一级块面雕刻,1676287800,1676125945,374,职业职场,10,22,0,25,0,29,6,3,898,1,0,22.0,0.0,0.0,30.0,32.0,6.0,3.0,1025.0,4.0,5412.0,63.0,-0.015873015873015872,-0.015873015873015872,1,。,0,2.635787037037037,35357.7,3,0,1.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266745752,1676523323,1002212117,我Yao播 第七期 | 管培终试过关斩将；新春同乐启航新篇章；天普再获雇主荣誉；新亚医药元宵“闹”不停。携手上海医药，我们期待你的加入！,1676040008,1676040008,581,职业职场,3,2,0,1,0,4,0,0,54,1,0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,59.0,4.0,3571.0,219.0,-0.0045662100456621,-0.0045662100456621,1,！,0,5.593923611111111,57.666666666666664,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,0,1,0,1
266746669,1676518570,1004660526,2019.12.30 2018科学推理,1676190569,1676190569,628,职业职场,1,0,0,1,0,0,0,0,32,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,4.0,296.0,80.0,-0.0125,-0.0125,0,。,0,3.7963078703703705,132047.0,0,0,0.0,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
266746837,1676523247,1001778635,心理公开课 珍惜时间1  心理健康教育教师资格证考试 教师考编,1676044800,1676019689,763,职业职场,7,0,0,3,0,9,0,2,79,1,0,0.0,0.0,0.0,3.0,9.0,0.0,2.0,85.0,5.0,10732.0,773.0,-0.00129366106080207,-0.00129366106080207,1,。,0,5.537581018518519,116030.71428571429,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266747402,1676523199,1002393967,01-09叙事法则,1676049066,1676049066,204,职业职场,7,0,0,1,0,1,0,0,6,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,21.0,-0.047619047619047616,-0.047619047619047616,1,。,0,5.4876504629629625,262276.71428571426,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266748600,1676518991,1004313682,PPT基础教程（第11课）,1676175156,1676175156,767,职业职场,2,0,0,0,0,0,0,0,91,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,3.0,19.0,18.0,-0.05555555555555555,-0.05555555555555555,1,。,0,3.9795717592592594,17692.5,0,0,0.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266749528,1676523288,1002261072,CAD二次开发-10动态块,1676041750,1676041750,637,职业职场,4,4,0,6,0,10,5,1,184,1,0,4.0,0.0,0.0,8.0,10.0,5.0,1.0,203.0,4.0,184.0,22.0,-0.045454545454545456,-0.045454545454545456,1,。,0,5.573356481481482,13535.0,1,0,3.0,0.0,False,1,0,1,0,0,1,1,0,1,0,0,1
266749727,1676523417,1002132020,nan一类比（参考一组）→↓  汉字  象形字（①面，②部分数，③笔画数）中国自信（①相似②面③两个口④左右结构）,1676035190,1676035191,124,职业职场,1,0,0,1,0,2,4,0,46,1,0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,51.0,4.0,3036.0,1538.0,-0.0006501950585175553,-0.0006501950585175553,0,。,0,5.650775462962963,3.0,1,0,0.5,0.0,False,1,0,1,0,1,0,1,0,1,0,0,1
