video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否周末,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？,是否周末_False
394073653,1676449009,1001201540,方寸之间 尽显威仪，随身版千手观音殿,1676113200,1676012327,363,手工,12,5329,270,2937,0,9402,584,1042,264504,1,0,5482.0,276.0,0.0,3040.0,9691.0,593.0,1065.0,269380.0,6,53065,40,-0.025,-0.025,0,。,0,3.8866782407407405,112640.41666666667,77,0,0.6845070422535211,3.8563380281690143,False,1,0,1,0,1,0,1,0,1,0,0,1
394107130,1676453403,1001369896,刘姥姥初试云雨情,1676282400,1675942437,306,鬼畜剧场,10,7798,911,3854,0,20334,1038,7495,212987,1,0,9059.0,1158.0,0.0,4668.0,23545.0,1173.0,8597.0,254357.0,6,1193429,264,-0.003787878787878788,-0.003787878787878788,1,。,0,1.9792013888888889,280641.9,0,0,0.444,13.536,False,1,0,1,0,0,1,1,0,1,0,0,1
394115900,1676447466,1000026920,∴煮ル果実「命辛辛」with Flower 【Official】ｰ For dear life,1676031000,1675920587,220,VOCALOID·UTAU,8,18721,1579,29968,0,37566,1128,8841,242130,1,0,20471.0,1625.0,0.0,31759.0,40657.0,1195.0,9359.0,266210.0,6,120138,27,-0.037037037037037035,-0.037037037037037035,1,。,0,4.820208333333333,224386.5,0,0,0.388,26.484,False,1,0,1,0,0,1,1,0,1,0,0,1
394116484,1676453616,1000345986,“就喜欢这种有病的猫！”,1675942800,1675933710,156,动物二创,9,6071,1115,26429,68,126649,536,23454,1116138,1,0,6585.0,1169.0,0.0,28576.0,137117.0,572.0,24933.0,1196171.0,6,24975,132,-0.007575757575757576,-0.007575757575757576,0,！,0,5.912222222222222,465859.22222222225,1,4,0.4948186528497409,10.735751295336788,False,1,0,1,0,1,0,1,0,0,1,0,1
394125489,1676450977,1001769319,每个小脑警长的梦想,1676019278,1676019278,175,单机游戏,9,1489,226,5321,0,53120,290,2270,537659,1,0,1559.0,234.0,0.0,5495.0,54536.0,298.0,2357.0,557552.0,6,584041,252,-0.003968253968253968,-0.003968253968253968,1,。,0,4.996516203703703,395852.22222222225,1,2,1.0974025974025974,80.31818181818181,False,1,0,1,0,0,1,1,0,1,0,0,1
394131259,1676446777,1002741293,点名批评一位知名歌曲作者。,1676084046,1676084046,508,音乐综合,10,4593,4038,3795,0,36095,2177,926,750997,1,0,4911.0,4163.0,0.0,4669.0,37849.0,2265.0,978.0,801557.0,6,179830,103,-0.009708737864077669,-0.009708737864077669,1,。,0,4.198275462962963,114046.0,1,1,2.98,108.378,False,1,0,1,0,0,1,1,0,1,0,0,1
394138417,1676449779,1002777287,来云南是肯定要逛菜市场的，有很多不认识的瓜果蔬菜，新鲜又可爱。但逛视频里的“菜市场”更得劲，这里聚集了田间地头的一年四季。【滇西小哥】,1676106000,1676092120,359,美食侦探,8,7999,1077,2619,0,30395,1046,2794,441480,1,0,8265.0,1098.0,0.0,2723.0,31245.0,1073.0,2944.0,462478.0,6,1260328,337,-0.002967359050445104,-0.002967359050445104,0,。,0,3.978923611111111,257815.25,9,2,0.904,5.342,False,1,0,1,0,1,0,1,0,1,0,0,1
394151659,1676449419,1004527805,这就是你们要看的叶罗丽？有点东西啊！,1676193600,1676179229,381,动漫杂谈,9,5759,837,2184,0,20744,706,220,193066,1,0,5984.0,863.0,0.0,2330.0,21619.0,726.0,233.0,207247.0,6,1700386,481,-0.002079002079002079,-0.002079002079002079,1,？,0,2.9608680555555558,415914.3333333333,5,6,0.6733333333333333,13.855555555555556,False,1,0,1,0,0,1,1,0,0,0,1,1
394161509,1676448770,1003501419,野 生 徐 江,1676121265,1676121051,495,动物二创,11,8008,1820,2740,0,65624,421,1933,587169,1,0,8267.0,1872.0,0.0,2831.0,67340.0,430.0,2013.0,607832.0,6,3159170,81,-0.012345679012345678,-0.012345679012345678,1,。,0,3.7905671296296295,3559.0,45,8,0.4728682170542636,13.348837209302326,False,1,0,1,0,0,1,1,0,1,0,0,1
394165672,1676449791,1002253996,【古琴】Young and Beautiful,1676042016,1676042016,226,演奏,6,6874,150,7822,0,12601,939,1479,131937,1,0,7319.0,152.0,0.0,8396.0,13446.0,965.0,1579.0,141160.0,5,3144,52,-0.019230769230769232,-0.019230769230769232,0,。,0,4.719618055555555,32045.0,226,160,1.1461187214611872,15.219178082191782,False,1,0,1,0,1,0,1,0,1,0,0,1
394167288,1676447431,1003678154,当你把一个技能修炼到极致的时候,1676125568,1676125568,63,小剧场,3,7824,2003,8954,68,151499,2337,2930,2120004,1,0,8135.0,2071.0,0.0,10190.0,159374.0,2369.0,3090.0,2330655.0,6,1043006,219,-0.0045662100456621,-0.0045662100456621,0,。,0,3.7252662037037036,48.333333333333336,1,1,0.779559118236473,39.1122244488978,False,1,0,1,0,1,0,1,0,1,0,0,1
394176837,1676453472,1005559224,人大教授：带你了解真实的基层，发改委主任和财政局长谁的权力大？权力大小和职级大小如何挂钩？,1676088000,1676058012,569,财经商业,9,7092,81,17254,0,36734,799,3231,1068531,1,0,7566.0,82.0,0.0,18717.0,39617.0,805.0,3478.0,1156760.0,6,365250,31,-0.03225806451612903,-0.03225806451612903,1,？,0,4.23,49444.11111111111,0,0,7.706730769230769,44.23076923076923,False,1,0,1,0,0,1,1,0,0,0,1,1
394185412,1676455206,1003055123,【フユノ】倾听画语：最美好的景色,1676367000,1676048882,321,翻唱,10,2825,201,1768,0,7391,306,229,34881,1,0,3333.0,214.0,0.0,2132.0,8621.0,333.0,284.0,45086.0,6,1137607,194,-0.005154639175257732,-0.005154639175257732,1,。,0,1.0209027777777777,99158.3,0,0,0.31512605042016806,11.823529411764707,False,1,0,1,0,0,1,1,0,1,0,0,1
394192321,1676450103,1001914310,这样做出来的方便面也太美味了吧！,1676172000,1676030670,884,美食制作,9,29726,8447,14012,31,96885,2679,1356,683399,1,0,30608.0,8562.0,0.0,14386.0,99557.0,2700.0,1424.0,716193.0,6,8705497,1583,-0.0006317119393556538,-0.0006317119393556538,1,！,0,3.2187847222222223,547782.4444444445,0,0,0.824,38.476,False,1,0,1,0,0,1,1,0,0,1,0,1
394202348,1676451933,1003571235,朝鲜族特色美食橡子冻，下雪了再来个海鲜葱饼配玛格丽～,1676121244,1676121244,110,美食记录,10,1026,472,2946,0,54390,649,353,700329,1,0,1312.0,861.0,0.0,3847.0,68116.0,755.0,494.0,874597.0,3,31822,34,-0.029411764705882353,-0.029411764705882353,0,。,0,3.8274189814814816,210636.0,10,0,0.9130434782608695,28.26086956521739,False,1,0,1,0,1,0,1,0,1,0,0,1
394205377,1676454669,1002032021,不交车辆供暖费，再多的车也白费,1676171100,1676031218,97,搞笑,6,2264,151,1320,0,38866,419,1127,450229,1,0,2290.0,151.0,0.0,1368.0,39840.0,423.0,1155.0,466793.0,6,124974,55,-0.01818181818181818,-0.01818181818181818,1,。,0,3.282048611111111,92002.16666666667,0,0,0.5663082437275986,21.08243727598566,False,1,0,1,0,0,1,1,0,1,0,0,1
394207301,1676448279,1004125939,爆肝72小时!“雷利红发现身顶上战争拯救艾斯路飞”,1676166102,1676166102,366,MAD·AMV,11,3845,395,1843,0,5985,357,680,98630,1,0,4531.0,438.0,0.0,2264.0,7155.0,400.0,806.0,113177.0,6,15256,232,-0.004310344827586207,-0.004310344827586207,1,。,0,3.2659375,106266.0,37,1,0.5701754385964912,1.6973684210526316,False,1,0,1,0,0,1,1,0,1,0,0,1
394212277,1676455311,1002428125,这碗拉面真变态！没有面条全是菜？,1676084700,1676069695,810,美食侦探,9,26996,8109,6640,68,78781,3214,5164,1341632,1,0,27346.0,8259.0,0.0,6690.0,80022.0,3277.0,5284.0,1375628.0,6,1618864,267,-0.003745318352059925,-0.003745318352059925,1,？,1,4.289479166666666,258012.44444444444,2,7,3.0200400801603204,33.64328657314629,False,1,0,1,0,0,1,0,1,0,0,1,1
394213016,1676453729,1004510997,《战壕里的烂笑话4.0》,1676184333,1676184333,144,人文历史,8,3055,216,2941,0,14551,304,556,194251,1,0,3248.0,222.0,0.0,3179.0,16267.0,313.0,614.0,229864.0,5,10556,23,-0.043478260869565216,-0.043478260869565216,1,。,0,3.118009259259259,147873.5,1,1,0.7423312883435583,26.680981595092025,False,1,0,1,0,0,1,1,0,1,0,0,1
394237993,1676456641,1003867629,你以为二师兄是个憨憨？实际上它是个铁憨憨！,1676196000,1676136196,511,科学科普,7,2539,2363,3133,0,19421,1032,558,322875,1,1,2645.0,2463.0,0.0,3254.0,20278.0,1100.0,599.0,340362.0,6,462782,121,-0.008264462809917356,-0.008264462809917356,0,？,1,3.016678240740741,291790.0,2,1,2.78698224852071,16.2603550295858,False,1,0,0,1,1,0,0,1,0,0,1,1
394239783,1676450135,1001428973,在我生日这天，苏苏送了我一个最好的礼物❤️,1676077200,1676004743,168,喵星人,13,11838,1094,2651,0,53945,1275,558,496116,1,0,12568.0,1116.0,0.0,3521.0,61326.0,1290.0,611.0,568602.0,6,638144,902,-0.0011086474501108647,-0.0011086474501108647,0,。,0,4.316377314814815,98035.61538461539,0,0,1.298,74.29,False,1,0,1,0,1,0,1,0,1,0,0,1
394250685,1676453794,1005078106,涉毒艺人想复出……,1676211451,1676211451,66,社会,10,2810,884,1228,0,44175,919,260,356470,1,0,2868.0,895.0,0.0,1250.0,44859.0,943.0,267.0,364101.0,6,660933,2478,-0.0004035512510088781,-0.0004035512510088781,1,。,0,2.804895833333333,8141.8,0,0,0.582,33.862,False,1,0,1,0,0,1,1,0,1,0,0,1
394250996,1676455021,1005675852,DC《闪电侠》正式预告来了！经典蝙蝠回归，双闪组合强势来袭！,1676258195,1676258195,173,预告·资讯,3,793,687,2257,0,31367,3221,12764,775530,2,0,828.0,704.0,0.0,2356.0,32368.0,3289.0,13191.0,815870.0,6,4438858,540,-0.001851851851851852,-0.001851851851851852,1,！,0,2.2780787037037036,68785.33333333333,0,0,2.384,29.784,False,0,1,1,0,0,1,1,0,0,1,0,1
394251284,1676452237,1005111635,也许是上辈子曾经擦肩而过，今生千百回的等待，终于换来了一次相守的机会…阿布,1676210857,1676210857,157,喵星人,5,10457,312,1056,0,30144,190,202,213862,1,0,19310.0,451.0,0.0,1956.0,52549.0,298.0,367.0,372444.0,6,250013,268,-0.0037313432835820895,-0.0037313432835820895,0,。,0,2.79375,234831.8,0,0,0.2468354430379747,20.620253164556964,False,1,0,1,0,1,0,1,0,1,0,0,1
394254468,1676449131,1005651013,东北版怪奇物语，上山就完事了！,1676280600,1676258083,777,影视杂谈,11,1030,924,1702,0,11893,208,672,253114,1,0,1197.0,1021.0,0.0,1869.0,13078.0,233.0,757.0,301991.0,6,3438164,726,-0.0013774104683195593,-0.0013774104683195593,1,！,0,1.9505902777777777,363088.0909090909,0,0,0.7952755905511811,9.881889763779528,False,1,0,1,0,0,1,1,0,0,1,0,1
394261628,1676450640,1006057442,gay了帽了啊兄弟们,1676276014,1676276014,115,搞笑,2,1519,388,834,0,21610,338,563,219159,1,0,1602.0,419.0,0.0,929.0,23853.0,354.0,596.0,242149.0,6,566648,35,-0.02857142857142857,-0.02857142857142857,0,。,0,2.0211342592592594,36.0,1,0,0.7644230769230769,15.8125,False,1,0,1,0,1,0,1,0,1,0,0,1
394282644,1676452529,1007251309,沉浸式体验｜2023款 比亚迪秦plus DM-i 冠军版 120km 超越型,1676351750,1676351750,343,汽车生活,5,627,750,980,0,9840,1108,2456,182885,1,0,1243.0,1405.0,0.0,2255.0,22511.0,1936.0,5021.0,393012.0,6,154989,414,-0.0024154589371980675,-0.0024154589371980675,0,。,0,1.166423611111111,106402.0,0,0,1.4149377593360997,14.83195020746888,False,1,0,1,0,1,0,1,0,1,0,0,1
394292071,1676449736,1006099060,“爱情也许是我们从短暂急促的一生当中可能得到的最好礼物，最慷慨的馈赠。”【戴锦华】,1676283352,1676283352,877,影视杂谈,8,2658,716,2887,0,7007,558,1936,125139,1,0,2871.0,789.0,0.0,3252.0,7664.0,601.0,2169.0,146599.0,6,695298,62,-0.016129032258064516,-0.016129032258064516,1,。,0,1.9257407407407408,48646.375,0,0,1.381294964028777,12.035971223021583,False,1,0,1,0,0,1,1,0,1,0,0,1
394292486,1676448447,1007508494,东晋与十六国（25）皇权重振（389-390年）,1676362793,1676362794,1569,人文历史,6,4079,2300,1383,0,6242,485,221,70900,1,0,4565.0,2551.0,0.0,1505.0,6856.0,524.0,239.0,87853.0,6,672255,366,-0.00273224043715847,-0.00273224043715847,1,。,0,0.9913657407407407,175927.0,0,0,1.78,32.19,False,1,0,1,0,0,1,1,0,1,0,0,1
394293657,1676449146,1005669785,婚后坦白局！她说一开始没想和我结婚……,1676368800,1676261104,566,日常,9,6347,1448,1954,0,28550,664,1500,314224,1,0,8076.0,1722.0,0.0,2471.0,36882.0,816.0,2073.0,453792.0,6,459601,147,-0.006802721088435374,-0.006802721088435374,1,！,0,0.9299305555555556,23781.666666666668,8,5,0.49107142857142855,34.566964285714285,False,1,0,1,0,0,1,1,0,0,1,0,1
394296319,1676455840,1005990183,[原神]特价RGB棺材出售 - 胡桃卡通动画,1676304002,1676304002,135,手机游戏,8,1257,96,1954,0,6222,95,239,68913,1,0,1485.0,103.0,0.0,2446.0,7679.0,109.0,292.0,90212.0,5,25373,25,-0.04,-0.04,1,。,0,1.7573842592592592,181426.25,0,55,0.7068965517241379,20.689655172413794,False,1,0,1,0,0,1,1,0,1,0,0,1
394297064,1676449612,1008795420,辞职 进藏,1676290755,1676290755,153,出行,8,3137,45,855,0,26129,385,1154,280673,1,0,5259.0,279.0,0.0,1677.0,44950.0,591.0,2145.0,492512.0,6,415,5,-0.2,-0.2,0,。,0,1.8386226851851852,120125.5,27,58,0.6570247933884298,13.640495867768594,False,1,0,1,0,1,0,1,0,1,0,0,1
394302102,1676452213,1007408071,门：我讨厌没有边界感的人类,1676370600,1676358122,109,搞笑,8,922,206,669,0,44234,178,330,353891,1,0,1146.0,248.0,0.0,947.0,61192.0,224.0,486.0,525549.0,6,1462096,89,-0.011235955056179775,-0.011235955056179775,1,。,0,0.9445949074074074,360815.5,0,0,0.4222222222222222,29.696296296296296,False,1,0,1,0,0,1,1,0,1,0,0,1
394303478,1676450340,1007683014,这个可恶的游戏又回来了！ALTF4第二代,1676371508,1676371508,1780,单机游戏,8,9384,3700,3259,0,27719,682,231,167950,1,0,12877.0,4233.0,0.0,4228.0,35180.0,767.0,306.0,237890.0,6,3601503,685,-0.00145985401459854,-0.00145985401459854,1,！,0,0.9124074074074074,139602.625,1,0,0.42073170731707316,7.09349593495935,False,1,0,1,0,0,1,1,0,0,1,0,1
394304316,1676447910,1005137802,去渔排捕捞大黄鱼，在海上现捞现烤，小表妹说太好吃了,1676361600,1676213666,822,美食制作,12,6296,1472,1751,0,32969,631,394,359113,1,1,7924.0,1930.0,0.0,2023.0,39252.0,712.0,515.0,468759.0,6,3656624,553,-0.0018083182640144665,-0.0018083182640144665,1,。,0,0.9989583333333333,204188.58333333334,32,74,0.7060301507537688,10.520100502512562,False,1,0,0,1,0,1,1,0,1,0,0,1
394305308,1676446345,1004784813,【狂飙番外】平行时空：我只想给京海人完整的一生,1676196232,1676196232,179,影视剪辑,12,96435,2464,59191,8,133615,3650,38565,1325548,1,0,108400.0,2721.0,0.0,66873.0,151044.0,3991.0,43758.0,1521430.0,6,89420,91,-0.01098901098901099,-0.01098901098901099,0,。,0,2.8948263888888888,1164.0,2,3,2.086,104.002,False,1,0,1,0,1,0,1,0,1,0,0,1
394313514,1676447723,1006237498,夏侯惇必学的“六个技巧”，隔山打牛，被动机制，双回复，卡双大，强制位移，大招卡墙，无影步全面讲解,1676284729,1676284729,459,电子竞技,7,3221,426,3316,0,13027,392,1020,284119,1,0,3545.0,464.0,0.0,3836.0,14714.0,440.0,1130.0,318675.0,6,50305,67,-0.014925373134328358,-0.014925373134328358,0,。,0,1.8865046296296297,167326.7142857143,2,0,1.0301507537688441,10.020100502512562,False,1,0,1,0,1,0,1,0,1,0,0,1
394315295,1676451784,1007437981,九道下班超省事一锅出料理3.0版，吃饭还是懒点的好,1676360642,1676360642,672,美食制作,9,9337,894,19811,0,21124,719,10142,356372,1,0,13881.0,1144.0,0.0,30131.0,29703.0,926.0,13568.0,574147.0,6,896590,106,-0.009433962264150943,-0.009433962264150943,1,。,0,1.0548842592592593,257874.55555555556,61,2,0.374749498997996,5.605210420841684,False,1,0,1,0,0,1,1,0,1,0,0,1
394328045,1676448423,1007135616,一线城市求职2023 | 双重视角 | 你有两个眼睛对吧,1676353928,1676353608,68,短片·手书·配音,11,2823,155,2061,0,24820,742,1920,233773,1,1,3430.0,183.0,0.0,2590.0,30578.0,859.0,2468.0,299881.0,6,748238,46,-0.021739130434782608,-0.021739130434782608,1,。,0,1.0936921296296296,277965.8181818182,0,8,0.9562043795620438,37.42579075425791,False,1,0,0,1,0,1,1,0,1,0,0,1
394337318,1676452283,1007485313,海鲜的快乐就是缸里捞啥就吃啥！,1676369640,1676369641,123,美食侦探,5,742,187,1123,0,41448,384,580,355610,1,0,948.0,220.0,0.0,1454.0,55607.0,430.0,806.0,501956.0,6,1530133,678,-0.0014749262536873156,-0.0014749262536873156,0,！,0,0.9565162037037037,428708.2,0,0,0.4528985507246377,21.42753623188406,False,1,0,1,0,1,0,1,0,0,1,0,1
394338444,1676452126,1005097082,csgo新箱子出BUG了？玉麒麟B站首播事故频发？,1676210514,1676210514,385,电子竞技,10,7925,1231,5932,36,94968,1208,933,1570476,1,0,8362.0,1270.0,0.0,6419.0,97158.0,1252.0,978.0,1623507.0,6,310038,5,-0.2,-0.2,1,？,0,2.796435185185185,59563.9,3,4,0.738,21.388,False,1,0,1,0,0,1,1,0,0,0,1,1
394340123,1676449459,1005936758,【STAYC】‘Teddy Bear’ MV,1676365200,1676277589,204,MV,9,5248,794,3083,0,10793,1157,3449,95372,1,0,5626.0,823.0,0.0,3419.0,11802.0,1204.0,3615.0,109991.0,6,93508,73,-0.0136986301369863,-0.0136986301369863,0,。,0,0.9752199074074074,22414.88888888889,0,0,0.514,24.442,False,1,0,1,0,1,0,1,0,1,0,0,1
394348911,1676451071,1005469189,【中文字幕】IEM卡托维兹2023 Oliveira获胜采访（12强至决赛）,1676244329,1676244329,984,电子竞技,9,12186,1521,5460,0,22274,1398,7018,442586,1,1,12471.0,1563.0,0.0,5648.0,22705.0,1420.0,7216.0,457642.0,6,538766,4967,-0.00020132876988121604,-0.00020132876988121604,1,。,0,2.392847222222222,19922.11111111111,0,0,0.822,39.712,False,1,0,0,1,0,1,1,0,1,0,0,1
394351305,1676448763,1005082944,从头到脚都是人设！前练习生为你揭秘之男团如何“穿”出人设 ？,1676210107,1676210107,477,时尚潮流,13,2762,1927,2488,0,16005,474,396,212929,1,0,3015.0,2136.0,0.0,2841.0,17888.0,524.0,462.0,250801.0,6,82354,6,-0.16666666666666666,-0.16666666666666666,0,？,0,2.7622222222222224,185172.3076923077,12,5,0.49830508474576274,35.24406779661017,False,1,0,1,0,1,0,1,0,0,0,1,1
394354375,1676456697,1005560278,碗确实大，但是面量也是足足的，这才是一碗地道的陕西biangbiang面~,1676282700,1676253428,364,美食制作,8,1939,565,2606,0,12423,732,897,171516,1,0,2057.0,599.0,0.0,2760.0,12939.0,760.0,962.0,184712.0,6,2604412,545,-0.001834862385321101,-0.001834862385321101,1,。,0,2.0138541666666665,264019.75,0,0,1.900763358778626,7.587786259541985,False,1,0,1,0,0,1,1,0,1,0,0,1
394373346,1676449937,1007409750,谭谈就业,1676358349,1676358349,314,综合,11,1719,590,502,0,11767,577,502,109053,1,0,2140.0,701.0,0.0,596.0,14018.0,670.0,646.0,147499.0,6,4327868,372,-0.002688172043010753,-0.002688172043010753,1,。,0,1.0600462962962962,323861.1818181818,0,0,1.576,18.752,False,1,0,1,0,0,1,1,0,1,0,0,1
394380284,1676457018,1008444655,电锯人第二季23.三鹰变狗！电次配合那由多完成骗局，吉田脊椎剑或将出现？！,1676418468,1676418469,395,动漫杂谈,8,1737,696,784,0,9837,594,244,118552,1,0,2879.0,889.0,0.0,1385.0,15373.0,817.0,379.0,201660.0,6,2017746,427,-0.00234192037470726,-0.00234192037470726,1,？,0,0.4461805555555556,80320.125,0,2,1.696969696969697,37.484848484848484,False,1,0,1,0,0,1,1,0,0,0,1,1
394393096,1676447984,1008262224,【逃离塔科夫】逃离塔科夫纯纯的答辩！,1676396194,1676396194,1029,网络游戏,4,1596,511,373,0,4133,531,428,58788,1,0,2117.0,667.0,0.0,558.0,5769.0,711.0,685.0,94438.0,6,971087,803,-0.0012453300124533001,-0.0012453300124533001,1,！,0,0.5994212962962963,91916.25,0,0,1.4252873563218391,17.8544061302682,False,1,0,1,0,0,1,1,0,0,1,0,1
436456717,1676455363,997313904,喜欢我的小狗~~,1675850400,1675756683,90,小剧场,8,2179,446,14202,0,80801,1377,17963,778688,1,0,2244.0,456.0,0.0,14694.0,82946.0,1414.0,18547.0,807254.0,6,94631,177,-0.005649717514124294,-0.005649717514124294,0,。,0,7.001886574074074,58859.625,0,0,1.1,69.622,False,1,0,1,0,1,0,1,0,1,0,0,1
436500953,1676447346,1001144870,【祥食记】问题来了，九转大肠到底应不应该保留原本的味道？,1676023200,1675989434,823,美食侦探,8,7748,3193,2383,0,42135,1043,976,641461,1,0,7918.0,3236.0,0.0,2406.0,42844.0,1051.0,1011.0,660015.0,6,4776306,255,-0.00392156862745098,-0.00392156862745098,1,？,0,4.909097222222222,304377.25,2,1,0.7955911823647295,17.871743486973948,False,1,0,1,0,0,1,1,0,0,0,1,1
436519820,1676455119,999023309,第一次用柳叶笔，报用,1675854038,1675854038,85,绘画,8,790,268,6707,0,49084,346,490,266804,1,0,823.0,271.0,0.0,6891.0,50186.0,349.0,504.0,273036.0,5,2564,1,-1.0,-1.0,0,。,0,6.956956018518518,133072.625,3,0,0.4727272727272727,26.222727272727273,False,1,0,1,0,1,0,1,0,1,0,0,1
436548168,1676446847,1000425217,当我故意在女友面前说前女友的优点时，她直接破防了,1675937665,1675937665,342,日常,9,14941,4745,4578,97,65092,2526,14405,1259940,1,0,15201.0,4841.0,0.0,4674.0,65998.0,2550.0,14691.0,1289437.0,6,849332,132,-0.007575757575757576,-0.007575757575757576,1,。,0,5.893310185185185,323117.77777777775,2,1,1.9318637274549098,52.85370741482966,False,1,0,1,0,0,1,1,0,1,0,0,1
436575540,1676454026,1000291073,爱没有标准，不必把别人的模板套在自己身上,1676109600,1675908992,117,搞笑,9,989,156,2023,0,44162,266,787,411994,1,0,1013.0,159.0,0.0,2116.0,45632.0,273.0,822.0,431515.0,6,301895,123,-0.008130081300813009,-0.008130081300813009,0,。,0,3.986412037037037,48476.444444444445,41,3,0.8357142857142857,20.692857142857143,False,1,0,1,0,1,0,1,0,1,0,0,1
436584746,1676455740,999012545,《成年狗的崩溃就在一瞬间》,1675900800,1675854418,198,汪星人,9,15100,793,12617,45,91125,889,10550,1540740,1,0,15484.0,798.0,0.0,12968.0,92900.0,901.0,10881.0,1589222.0,6,1640348,400,-0.0025,-0.0025,1,。,0,6.422916666666667,407521.8888888889,0,0,0.738,31.458,False,1,0,1,0,0,1,1,0,1,0,0,1
436599332,1676448312,1000715674,《中国风rap》人人都笑小妖怪，人人都是小妖怪。,1676023200,1675867213,124,国产原创相关,11,25238,307,20772,0,84641,539,2759,494670,1,0,25986.0,314.0,0.0,21474.0,86837.0,548.0,2853.0,513151.0,6,211273,355,-0.0028169014084507044,-0.0028169014084507044,1,。,0,4.920277777777778,62272.545454545456,9,0,0.6410256410256411,8.52991452991453,False,1,0,1,0,0,1,1,0,1,0,0,1
436604494,1676457084,1000432921,难得一见的深海猎奇,1675937287,1675937287,159,运动综合,3,954,454,9134,0,106005,588,1572,2278753,1,0,969.0,461.0,0.0,9304.0,107482.0,595.0,1594.0,2328788.0,0,8552,8,-0.125,-0.125,0,。,0,6.016168981481481,5915.333333333333,0,0,1.260135135135135,24.91891891891892,False,1,0,1,0,1,0,1,0,1,0,0,1
436607726,1676450578,1001075515,"【APEX】这可能是一辈子只能经历一次的""童话""",1675994400,1675980791,969,网络游戏,10,4966,443,2935,0,10000,495,1618,103587,1,0,5453.0,477.0,0.0,3234.0,10922.0,521.0,1759.0,112643.0,6,14735,98,-0.01020408163265306,-0.01020408163265306,1,。,0,5.279837962962963,337522.6,29,19,1.1403508771929824,24.75,False,1,0,1,0,0,1,1,0,1,0,0,1
436626386,1676447063,1003683494,现实里的“安欣”：30万人追悼的女警长经历了什么？,1676127455,1676127455,895,人文历史,10,28922,3944,13086,64,53474,2130,3859,675304,1,0,30313.0,4093.0,0.0,13917.0,55834.0,2203.0,4039.0,710509.0,6,130530,16,-0.0625,-0.0625,1,？,0,3.6991666666666667,172601.4,18,17,3.7409638554216866,136.5261044176707,False,1,0,1,0,0,1,1,0,0,0,1,1
436628063,1676447728,1002241912,我的世界：会老的世界1，享年200岁开创家族基业！,1676077200,1676048681,803,单机游戏,8,5893,2290,6716,0,36149,610,513,595008,1,0,6035.0,2355.0,0.0,7030.0,37825.0,614.0,536.0,620333.0,6,772908,6311,-0.00015845349389954048,-0.00015845349389954048,1,！,0,4.288518518518519,80341.75,1,6,0.5749385749385749,13.761670761670763,False,1,0,1,0,0,1,1,0,0,1,0,1
436628747,1676448284,1002180309,【烂活电竞38】答应我，主队排名前十五的请划走，倒数第一也是第一！,1676037910,1676037910,1119,电子竞技,11,9585,4329,3346,0,43181,1337,3081,1030633,1,0,9705.0,4363.0,0.0,3395.0,43604.0,1353.0,3122.0,1053712.0,6,518724,81,-0.012345679012345678,-0.012345679012345678,0,！,0,4.749699074074074,180825.81818181818,0,0,1.4769539078156313,23.98997995991984,False,1,0,1,0,1,0,1,0,0,1,0,1
436645317,1676455374,1003228300,再见了，我的蓝银。,1676106742,1676106742,140,手工,5,596,695,2091,0,58842,533,556,475022,1,0,648.0,716.0,0.0,2218.0,61950.0,551.0,608.0,503500.0,6,670864,170,-0.0058823529411764705,-0.0058823529411764705,1,。,0,4.0350925925925925,397979.6,0,1,0.920265780730897,56.674418604651166,False,1,0,1,0,0,1,1,0,1,0,0,1
436653857,1676446447,1004012893,【原神动画】这玩意比神之眼好用多了,1676121192,1676121192,481,手机游戏,7,53160,4209,37491,15,104875,1610,19589,1000294,1,0,54899.0,4312.0,0.0,39016.0,108399.0,1649.0,20269.0,1040915.0,6,137984,39,-0.02564102564102564,-0.02564102564102564,1,。,0,3.764525462962963,587261.0,71,9,0.85,26.788,False,1,0,1,0,0,1,1,0,1,0,0,1
436656015,1676454984,1004575872,我想唱《群青》了,1676190596,1676190596,98,人力VOCALOID,8,2322,247,4587,0,9904,145,536,73686,1,0,2732.0,267.0,0.0,5282.0,10984.0,149.0,637.0,87950.0,6,263458,106,-0.009433962264150943,-0.009433962264150943,1,。,0,3.060046296296296,361927.0,6,9,0.2457627118644068,4.745762711864407,False,1,0,1,0,0,1,1,0,1,0,0,1
