video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,是否原创_1,是否原创_2,是否合作_0,是否合作_1,有无简介_0,有无简介_1,有无广告_0,有无广告_1,标题样式_。,标题样式_！,标题样式_？
394192321,1676476404,1001914310,这样做出来的方便面也太美味了吧！,1676172000,1676030670,884,美食制作,9,30254,8527,14261,31,98481,2694,1390,702846,1,0,30960.0,8609.0,0.0,14557.0,100683.0,2709.0,1449.0,730944.0,6,8706011,1583,-0.0006317119393556538,-0.0006317119393556538,1,！,0,3.5231944444444445,547781.0,0,0,0.828,39.262,1,0,1,0,0,1,1,0,0,1,0
394202348,1676480468,1003571235,朝鲜族特色美食橡子冻，下雪了再来个海鲜葱饼配玛格丽～,1676121244,1676121244,110,美食记录,10,1250,823,3587,0,64438,750,470,829506,1,0,1392.0,904.0,0.0,4269.0,73505.0,799.0,532.0,945630.0,3,33940,35,-0.02857142857142857,-0.02857142857142857,0,。,0,4.157685185185185,210636.0,10,0,0.9030023094688222,30.036951501154736,1,0,1,0,1,0,1,0,1,0,0
394207301,1676479118,1004125939,爆肝72小时!“雷利红发现身顶上战争拯救艾斯路飞”,1676166102,1676166102,366,MAD·AMV,11,4220,416,2082,0,6552,375,738,105910,1,0,4711.0,455.0,0.0,2396.0,7534.0,407.0,844.0,119279.0,6,15284,234,-0.004273504273504274,-0.004273504273504274,1,。,0,3.62287037037037,106274.90909090909,37,1,0.5409836065573771,1.9057377049180328,1,0,1,0,0,1,1,0,1,0,0
394212277,1676485092,1002428125,这碗拉面真变态！没有面条全是菜？,1676084700,1676069695,810,美食侦探,9,27226,8194,6679,68,79570,3256,5250,1362859,1,0,27475.0,8336.0,0.0,6698.0,80446.0,3290.0,5347.0,1389728.0,6,1619467,267,-0.003745318352059925,-0.003745318352059925,1,？,1,4.634166666666666,258013.0,2,7,3.0661322645290583,34.188376753507015,1,0,1,0,0,1,0,1,0,0,1
394213016,1676478587,1004510997,《战壕里的烂笑话4.0》,1676184333,1676184333,144,人文历史,8,3183,219,3101,0,15674,309,606,222223,1,0,3327.0,228.0,0.0,3292.0,17033.0,317.0,626.0,237624.0,5,11183,23,-0.043478260869565216,-0.043478260869565216,1,。,0,3.4057175925925924,147877.375,1,1,0.7469879518072289,28.50602409638554,1,0,1,0,0,1,1,0,1,0,0
394226260,1676485548,1002370253,遇到你，花光了半辈子的运气。,1676047268,1676047268,235,汪星人,3,3108,307,930,0,37945,264,98,352834,1,0,3286.0,319.0,0.0,1006.0,40123.0,274.0,103.0,374522.0,2,1705,217,-0.004608294930875576,-0.004608294930875576,0,。,0,5.072685185185185,308858.3333333333,0,1,0.958041958041958,13.244755244755245,1,0,1,0,1,0,1,0,1,0,0
394239783,1676484682,1001428973,在我生日这天，苏苏送了我一个最好的礼物❤️,1676077200,1676004743,168,喵星人,13,12250,1106,3293,0,57850,1285,580,543826,1,0,12760.0,1120.0,0.0,3885.0,62937.0,1290.0,624.0,593711.0,6,638521,902,-0.0011086474501108647,-0.0011086474501108647,0,。,0,4.716226851851852,98036.07692307692,0,0,1.306,75.722,1,0,1,0,1,0,1,0,1,0,0
394246862,1676478897,1001872683,230210 惊！打歌舞台开长腿特效？点开 音乐银行 Fighting (Feat. 李泳知) DK 李硕珉 竖版直拍 确认吧！,1676024041,1676024042,289,明星综合,6,980,257,6640,0,25758,284,1358,115892,2,0,1055.0,272.0,0.0,7089.0,26930.0,296.0,1470.0,124314.0,4,15894,102,-0.00980392156862745,-0.00980392156862745,0,？,0,5.264537037037037,27540.5,0,0,0.25663716814159293,27.858407079646017,0,1,1,0,1,0,1,0,0,0,1
394250685,1676476705,1005078106,涉毒艺人想复出……,1676211451,1676211451,66,社会,10,2852,892,1248,0,44781,939,266,362585,1,0,2870.0,895.0,0.0,1257.0,44903.0,944.0,268.0,364940.0,6,661159,2479,-0.0004033884630899556,-0.0004033884630899556,1,。,0,3.0700694444444445,8142.0,0,0,0.608,34.348,1,0,1,0,0,1,1,0,1,0,0
394250996,1676485193,1005675852,DC《闪电侠》正式预告来了！经典蝙蝠回归，双闪组合强势来袭！,1676258195,1676258195,173,预告·资讯,3,817,699,2322,0,31986,3260,13014,799277,2,0,858.0,714.0,0.0,2418.0,32813.0,3299.0,13372.0,832179.0,6,4439013,540,-0.001851851851851852,-0.001851851851851852,1,！,0,2.627291666666667,68784.33333333333,0,0,2.476,30.836,0,1,1,0,0,1,1,0,0,1,0
394251284,1676480172,1005111635,也许是上辈子曾经擦肩而过，今生千百回的等待，终于换来了一次相守的机会…阿布,1676210857,1676210857,157,喵星人,5,16741,422,1684,0,46024,262,329,326018,1,0,21488.0,481.0,0.0,2184.0,57420.0,319.0,406.0,407813.0,6,250573,268,-0.0037313432835820895,-0.0037313432835820895,0,。,0,3.117071759259259,234833.0,0,0,0.2796208530805687,26.123222748815166,1,0,1,0,1,0,1,0,1,0,0
394254468,1676485055,1005651013,东北版怪奇物语，上山就完事了！,1676280600,1676258083,777,影视杂谈,11,1143,968,1809,0,12655,219,726,283777,1,0,1267.0,1047.0,0.0,1949.0,13519.0,239.0,794.0,324995.0,6,3438108,727,-0.001375515818431912,-0.001375515818431912,1,！,0,2.3663773148148146,363085.45454545453,0,0,0.7703703703703704,10.422222222222222,1,0,1,0,0,1,1,0,0,1,0
394261628,1676479038,1006057442,gay了帽了啊兄弟们,1676276014,1676276014,115,搞笑,2,1571,403,888,0,22746,345,586,230461,1,0,1632.0,424.0,0.0,960.0,24696.0,360.0,608.0,250541.0,6,567049,35,-0.02857142857142857,-0.02857142857142857,0,。,0,2.349814814814815,36.0,1,0,0.7725118483412322,16.27962085308057,1,0,1,0,1,0,1,0,1,0,0
394264688,1676478490,1004976729,【AI Ike】富士山下【sovits3.0】,1676205025,1676205025,258,综合,4,2963,244,4952,0,7020,534,2378,47220,1,0,3435.0,276.0,0.0,5782.0,8122.0,584.0,2751.0,54914.0,2,465,12,-0.08333333333333333,-0.08333333333333333,1,。,0,3.1651041666666666,15054.0,0,0,0.11416490486257928,8.526427061310782,1,0,1,0,0,1,1,0,1,0,0
394282644,1676480224,1007251309,沉浸式体验｜2023款 比亚迪秦plus DM-i 冠军版 120km 超越型,1676351750,1676351750,343,汽车生活,5,1054,1243,1827,0,18752,1689,4257,330946,1,0,1375.0,1499.0,0.0,2458.0,24586.0,2060.0,5602.0,437427.0,6,156441,415,-0.0024096385542168677,-0.0024096385542168677,0,。,0,1.4869675925925927,106401.6,0,0,1.9579158316633267,26.919839679358716,1,0,1,0,1,0,1,0,1,0,0
394292486,1676486076,1007508494,东晋与十六国（25）皇权重振（389-390年）,1676362793,1676362794,1569,人文历史,6,4449,2505,1473,0,6707,510,235,82503,1,0,4703.0,2602.0,0.0,1529.0,7013.0,551.0,244.0,92895.0,6,672290,366,-0.00273224043715847,-0.00273224043715847,1,。,0,1.4268865740740742,175932.33333333334,0,0,1.9405940594059405,35.86138613861386,1,0,1,0,0,1,1,0,1,0,0
394293657,1676481424,1005669785,婚后坦白局！她说一开始没想和我结婚……,1676368800,1676261104,566,日常,9,7561,1640,2317,0,34633,780,1923,422042,1,0,8625.0,1801.0,0.0,2679.0,40192.0,849.0,2265.0,528671.0,6,459883,147,-0.006802721088435374,-0.006802721088435374,1,！,0,1.3035185185185185,23781.444444444445,8,5,0.591182364729459,39.42885771543086,1,0,1,0,0,1,1,0,0,1,0
394296319,1676475631,1005990183,[原神]特价RGB棺材出售 - 胡桃卡通动画,1676304002,1676304002,135,手机游戏,8,1369,103,2194,0,6887,102,267,79288,1,0,1532.0,104.0,0.0,2599.0,8165.0,112.0,304.0,95660.0,5,25621,25,-0.04,-0.04,1,。,0,1.9864467592592592,181438.625,0,58,0.7258064516129032,23.016129032258064,1,0,1,0,0,1,1,0,1,0,0
394297064,1676480143,1008795420,辞职 进藏,1676290755,1676290755,153,出行,8,4908,258,1446,0,41001,554,1931,446533,1,0,5536.0,303.0,0.0,1821.0,47739.0,642.0,2337.0,531825.0,6,671,6,-0.16666666666666666,-0.16666666666666666,0,。,0,2.191990740740741,120126.375,28,68,0.672463768115942,16.718840579710147,1,0,1,0,1,0,1,0,1,0,0
394302102,1676480692,1007408071,门：我讨厌没有边界感的人类,1676370600,1676358122,109,搞笑,8,1085,236,862,0,55680,209,451,468925,1,0,1189.0,253.0,0.0,1099.0,63032.0,226.0,500.0,547771.0,6,1462421,89,-0.011235955056179775,-0.011235955056179775,1,。,0,1.274212962962963,360813.5,0,0,0.45222929936305734,34.53503184713376,1,0,1,0,0,1,1,0,1,0,0
394303478,1676483184,1007683014,这个可恶的游戏又回来了！ALTF4第二代,1676371508,1676371508,1780,单机游戏,8,11876,4074,3992,0,33077,743,283,216054,1,0,14406.0,4451.0,0.0,4680.0,38236.0,787.0,337.0,268060.0,6,3602346,685,-0.00145985401459854,-0.00145985401459854,1,！,0,1.2925462962962964,139603.25,1,0,0.452,8.142,1,0,1,0,0,1,1,0,0,1,0
394304316,1676481842,1005137802,去渔排捕捞大黄鱼，在海上现捞现烤，小表妹说太好吃了,1676361600,1676213666,822,美食制作,12,7532,1867,1955,0,37857,700,490,443550,1,1,8474.0,2071.0,0.0,2130.0,41423.0,734.0,558.0,517639.0,6,3657131,553,-0.0018083182640144665,-0.0018083182640144665,1,。,0,1.391689814814815,204195.25,32,74,0.7540983606557377,11.967213114754099,1,0,0,1,0,1,1,0,1,0,0
394305308,1676480058,1004784813,【狂飙番外】平行时空：我只想给京海人完整的一生,1676196232,1676196232,179,影视剪辑,12,103801,2625,64018,6,144496,3862,41801,1445169,1,0,113137.0,2825.0,0.0,70089.0,158374.0,4112.0,46021.0,1604196.0,6,89563,91,-0.01098901098901099,-0.01098901098901099,0,。,0,3.285023148148148,1166.1666666666667,2,4,2.33,115.536,1,0,1,0,1,0,1,0,1,0,0
394313514,1676484805,1006237498,夏侯惇必学的“六个技巧”，隔山打牛，被动机制，双回复，卡双大，强制位移，大招卡墙，无影步全面讲解,1676284729,1676284729,459,电子竞技,7,3451,456,3725,0,14369,426,1102,311498,1,0,3624.0,470.0,0.0,3906.0,14956.0,444.0,1161.0,323582.0,6,50998,67,-0.014925373134328358,-0.014925373134328358,0,。,0,2.3156944444444445,167325.0,2,0,1.1105769230769231,10.850961538461538,1,0,1,0,1,0,1,0,1,0,0
394315295,1676479755,1007437981,九道下班超省事一锅出料理3.0版，吃饭还是懒点的好,1676360642,1676360642,672,美食制作,9,12168,1085,25861,82,26634,858,11300,477356,1,0,15194.0,1206.0,0.0,33138.0,32047.0,978.0,16512.0,632338.0,6,900104,106,-0.009433962264150943,-0.009433962264150943,1,。,0,1.3786226851851853,257875.66666666666,60,2,0.44488977955911824,7.110220440881764,1,0,1,0,0,1,1,0,1,0,0
394328045,1676483723,1007135616,一线城市求职2023 | 双重视角 | 你有两个眼睛对吧,1676353928,1676353608,68,短片·手书·配音,11,3263,180,2431,0,29054,825,2320,280794,1,1,3558.0,188.0,0.0,2740.0,32135.0,894.0,2600.0,315510.0,6,748609,46,-0.021739130434782608,-0.021739130434782608,1,。,0,1.5022569444444445,277965.0,0,9,1.0337837837837838,42.281531531531535,1,0,0,1,0,1,1,0,1,0,0
394337318,1676481303,1007485313,海鲜的快乐就是缸里捞啥就吃啥！,1676369640,1676369641,123,美食侦探,5,901,213,1362,0,52404,421,768,466700,1,0,988.0,232.0,0.0,1524.0,58749.0,445.0,867.0,540091.0,6,1530550,678,-0.0014749262536873156,-0.0014749262536873156,0,！,0,1.2923958333333334,428710.0,0,0,0.535593220338983,26.99322033898305,1,0,1,0,1,0,1,0,0,1,0
394338444,1676485492,1005097082,csgo新箱子出BUG了？玉麒麟B站首播事故频发？,1676210514,1676210514,385,电子竞技,10,8225,1260,6356,34,96633,1239,957,1609376,1,0,8507.0,1284.0,0.0,6567.0,97726.0,1266.0,989.0,1638666.0,6,311059,5,-0.2,-0.2,1,？,0,3.182615740740741,59564.6,3,4,0.754,21.978,1,0,1,0,0,1,1,0,0,0,1
394340123,1676477741,1005936758,【STAYC】‘Teddy Bear’ MV,1676365200,1676277589,204,MV,9,5500,822,3323,0,11528,1190,3566,105119,1,0,5728.0,832.0,0.0,3530.0,12074.0,1226.0,3674.0,114680.0,6,93765,74,-0.013513513513513514,-0.013513513513513514,0,。,0,1.3025578703703704,22414.555555555555,0,0,0.546,25.614,1,0,1,0,1,0,1,0,1,0,0
394351305,1676485162,1005082944,从头到脚都是人设！前练习生为你揭秘之男团如何“穿”出人设 ？,1676210107,1676210107,477,时尚潮流,13,2922,2067,2717,0,17263,502,438,237644,1,0,3122.0,2196.0,0.0,2982.0,18605.0,539.0,486.0,263798.0,6,82865,6,-0.16666666666666666,-0.16666666666666666,0,？,0,3.1835069444444444,185172.53846153847,12,6,0.5508196721311476,39.049180327868854,1,0,1,0,1,0,1,0,0,0,1
394373346,1676475987,1007409750,谭谈就业,1676358349,1676358349,314,综合,11,1996,651,554,0,13325,629,607,134630,1,0,2217.0,716.0,0.0,614.0,14456.0,685.0,683.0,156656.0,6,4328209,372,-0.002688172043010753,-0.002688172043010753,1,。,0,1.361550925925926,323859.45454545453,0,0,1.6282527881040891,21.390334572490705,1,0,1,0,0,1,1,0,1,0,0
394380284,1676475300,1008444655,电锯人第二季23.三鹰变狗！电次配合那由多完成骗局，吉田脊椎剑或将出现？！,1676418468,1676418469,395,动漫杂谈,8,2509,810,1201,0,13693,727,349,168389,1,0,2995.0,907.0,0.0,1449.0,15953.0,828.0,394.0,212848.0,6,2017850,427,-0.00234192037470726,-0.00234192037470726,1,？,0,0.6577777777777778,80320.0,0,2,1.7527272727272727,46.75272727272727,1,0,1,0,0,1,1,0,0,0,1
394385733,1676484602,1008622213,终于来了！说唱DNA动了！,1676430742,1676430742,719,乐评盘点,12,2243,1638,534,0,2931,201,175,25269,1,0,2953.0,1784.0,0.0,706.0,3839.0,249.0,219.0,36323.0,5,2683,42,-0.023809523809523808,-0.023809523809523808,1,！,0,0.6233796296296297,56991.5,0,0,0.10975609756097561,20.329268292682926,1,0,1,0,0,1,1,0,0,1,0
394442621,1676484162,1009165269,【4K】情人节限定星瞳❤唯美夕阳车厢里的《Ditto》,1676455681,1676455681,117,明星舞蹈,13,2985,297,1593,0,5437,532,563,35460,1,0,3578.0,306.0,0.0,1850.0,6837.0,585.0,624.0,52718.0,6,451508,305,-0.003278688524590164,-0.003278688524590164,1,。,0,0.3296412037037037,55473.230769230766,0,0,0.286783042394015,2.8403990024937658,1,0,1,0,0,1,1,0,1,0,0
436575540,1676478384,1000291073,爱没有标准，不必把别人的模板套在自己身上,1676109600,1675908992,117,搞笑,9,1001,156,2087,0,45211,270,807,425469,1,0,1019.0,161.0,0.0,2147.0,46178.0,276.0,835.0,437823.0,6,301962,123,-0.008130081300813009,-0.008130081300813009,0,。,0,4.2683333333333335,48475.77777777778,41,3,0.8125,20.78472222222222,1,0,1,0,1,0,1,0,1,0,0
436584746,1676476667,999012545,《成年狗的崩溃就在一瞬间》,1675900800,1675854418,198,汪星人,9,15253,794,12777,45,91805,893,10716,1557232,1,0,15629.0,802.0,0.0,13108.0,93737.0,903.0,10981.0,1611029.0,6,1640532,400,-0.0025,-0.0025,1,。,0,6.665127314814815,407520.6666666667,0,0,0.74,31.668,1,0,1,0,0,1,1,0,1,0,0
436604494,1676477082,1000432921,难得一见的深海猎奇,1675937287,1675937287,159,运动综合,3,959,455,9184,0,106381,590,1583,2291250,1,0,983.0,463.0,0.0,9388.0,108001.0,597.0,1609.0,2341071.0,0,8596,8,-0.125,-0.125,0,。,0,6.247627314814815,5916.0,0,0,1.2516778523489933,24.828859060402685,1,0,1,0,1,0,1,0,1,0,0
436626386,1676477487,1003683494,现实里的“安欣”：30万人追悼的女警长经历了什么？,1676127455,1676127455,895,人文历史,10,29624,4024,13546,64,54665,2159,3965,696716,1,0,30952.0,4167.0,0.0,14375.0,57020.0,2239.0,4136.0,729806.0,6,131334,16,-0.0625,-0.0625,1,？,0,4.051296296296297,172605.9,17,17,3.791164658634538,139.59839357429718,1,0,1,0,0,1,1,0,0,0,1
436628063,1676479293,1002241912,我的世界：会老的世界1，享年200岁开创家族基业！,1676077200,1676048681,803,单机游戏,8,6003,2346,6976,0,37443,613,528,613867,1,0,6075.0,2375.0,0.0,7176.0,38337.0,619.0,546.0,631018.0,6,773817,6311,-0.00015845349389954048,-0.00015845349389954048,1,！,0,4.653854166666667,80343.5,1,6,0.5770171149144254,14.04156479217604,1,0,1,0,0,1,1,0,0,1,0
436636722,1676479221,1002123620,230210 SEVENTEEN BSS Fighting 接力舞蹈 零站,1676037653,1676037653,317,明星综合,8,2497,1311,9487,0,46540,625,2877,220699,2,0,2599.0,1348.0,0.0,9977.0,48879.0,637.0,3047.0,234797.0,6,646303,2631,-0.0003800836183960471,-0.0003800836183960471,1,。,0,5.110740740740741,10836.5,0,0,0.224,28.266,0,1,1,0,0,1,1,0,1,0,0
436645317,1676477943,1003228300,再见了，我的蓝银。,1676106742,1676106742,140,手工,5,627,705,2145,0,60154,537,581,488242,1,0,656.0,723.0,0.0,2284.0,63240.0,552.0,622.0,513946.0,6,671298,171,-0.005847953216374269,-0.005847953216374269,1,。,0,4.29630787037037,397978.2,0,1,0.9240924092409241,57.78217821782178,1,0,1,0,0,1,1,0,1,0,0
436653857,1676484045,1004012893,【原神动画】这玩意比神之眼好用多了,1676121192,1676121192,481,手机游戏,7,54386,4293,38582,15,107352,1637,20052,1027702,1,0,55606.0,4365.0,0.0,39690.0,109966.0,1674.0,20603.0,1060005.0,6,138622,39,-0.02564102564102564,-0.02564102564102564,1,。,0,4.1996875,587273.1428571428,71,9,0.856,27.542,1,0,1,0,0,1,1,0,1,0,0
436656015,1676477973,1004575872,这才是《群青》原版mv！,1676190596,1676190596,98,人力VOCALOID,8,2581,260,5100,0,10682,146,616,83218,1,0,2876.0,278.0,0.0,5549.0,11366.0,155.0,687.0,92898.0,6,263587,106,-0.009433962264150943,-0.009433962264150943,1,！,0,3.3261226851851853,361936.125,6,9,0.24369747899159663,4.92436974789916,1,0,1,0,0,1,1,0,0,1,0
436660992,1676476165,1003368309,最近天气不好，风浪越大，鱼越贵。,1676112747,1676112747,340,美食制作,2,1637,868,1671,0,38681,575,373,785341,1,0,1702.0,899.0,0.0,1754.0,41122.0,596.0,392.0,838662.0,6,573377,148,-0.006756756756756757,-0.006756756756756757,1,。,0,4.206226851851852,1020166.0,0,0,0.9866666666666667,5.493333333333333,1,0,1,0,0,1,1,0,1,0,0
436661462,1676481324,1003385694,舔狗不开心篇,1676113227,1676113227,173,搞笑,2,3207,2983,15576,53,83495,2487,15726,1259072,1,0,3483.0,3131.0,0.0,16590.0,87973.0,2576.0,16393.0,1317349.0,6,202093,101,-0.009900990099009901,-0.009900990099009901,0,。,0,4.260381944444444,825.5,0,0,1.6472945891783568,80.30460921843688,1,0,1,0,1,0,1,0,1,0,0
436668891,1676476333,1003065289,根据地里吃鱼子酱？对着鬼子喊小哥哥？这抗日神剧辣眼睛！,1676107808,1676107808,380,影视杂谈,10,4776,8258,1498,0,42344,1214,1340,493303,1,0,4864.0,8467.0,0.0,1522.0,43240.0,1234.0,1384.0,514806.0,6,2590999,908,-0.0011013215859030838,-0.0011013215859030838,1,？,0,4.265335648148148,284465.8,0,1,1.424,25.674,1,0,1,0,0,1,1,0,0,0,1
436677715,1676481926,1002784813,光镊的原理：光为啥可以困住粒子？,1676086715,1676086715,179,科学科普,5,3241,878,13918,34,127538,1446,1202,1994430,1,0,3378.0,907.0,0.0,14428.0,130990.0,1471.0,1232.0,2063875.0,6,486464,512,-0.001953125,-0.001953125,0,？,0,4.574201388888889,580035.2,0,0,1.63,25.864,1,0,1,0,1,0,1,0,0,0,1
436681295,1676477227,1001705436,这七年半发生了太多磨难，但是幸运的是我们都解决掉了！,1676016630,1676016630,108,搞笑,2,9922,463,2759,0,50077,585,523,252529,1,0,10063.0,470.0,0.0,2794.0,50599.0,587.0,546.0,260354.0,6,294484,100,-0.01,-0.01,0,！,0,5.330983796296296,28653.0,0,0,0.25,18.473577235772357,1,0,1,0,1,0,1,0,0,1,0
436686617,1676482628,1003305692,流浪地球令人疑惑的三秒镜头，只因刘德华出了两千五百万,1676109255,1676109255,127,影视杂谈,3,1066,316,2737,0,57355,585,576,808839,1,0,1334.0,357.0,0.0,3332.0,62497.0,690.0,702.0,945576.0,6,59342,520,-0.0019230769230769232,-0.0019230769230769232,0,。,0,4.321446759259259,36165.0,0,0,1.912280701754386,158.2061403508772,1,0,1,0,1,0,1,0,1,0,0
436711782,1676485750,1001491163,三斤烤羊腿，送给术后恢复的老粉！,1676082646,1676082646,195,美食记录,3,1462,761,1702,0,35032,448,412,216015,1,0,1515.0,769.0,0.0,1736.0,35996.0,453.0,432.0,225229.0,6,973476,309,-0.003236245954692557,-0.003236245954692557,1,！,0,4.665555555555556,689395.0,8,9,0.14444444444444443,4.2407407407407405,1,0,1,0,0,1,1,0,0,1,0
436715073,1676481656,1002454379,“愿你永远拥有爱与被爱的勇气”,1676079900,1676074844,263,影视剪辑,8,28250,876,34918,52,53412,1482,10759,673822,1,0,30085.0,930.0,0.0,37606.0,57292.0,1555.0,11403.0,716670.0,6,36240,33,-0.030303030303030304,-0.030303030303030304,1,。,0,4.649953703703703,156072.0,8,6,0.9519038076152304,12.853707414829659,1,0,1,0,0,1,1,0,1,0,0
436746587,1676483531,1001346655,“当你身处迷茫困境中，就让这首《𝘿𝙖𝙮𝞘𝙞𝙜𝙝𝙩》来治愈你吧”,1676023800,1676002082,165,MAD·AMV,12,13054,786,20291,0,41609,660,1608,334599,1,0,14266.0,881.0,0.0,22538.0,45375.0,714.0,1760.0,373988.0,6,656194,140,-0.007142857142857143,-0.007142857142857143,1,。,0,5.320960648148148,168136.58333333334,9,32,0.4484304932735426,5.262331838565022,1,0,1,0,0,1,1,0,1,0,0
436747553,1676476615,1004257639,小伙挑战日本最便宜的烤肉自助，今天必须上他一课！,1676172603,1676172603,319,美食侦探,11,2595,1154,1698,0,29650,1286,1151,383392,1,0,2678.0,1176.0,0.0,1749.0,30697.0,1320.0,1190.0,401920.0,6,223887,51,-0.0196078431372549,-0.0196078431372549,0,！,0,3.5186574074074075,222521.9090909091,0,0,1.53,12.632,1,0,1,0,1,0,1,0,0,1,0
436758342,1676483331,1004758692,✨阳✨光✨开✨朗✨大✨男✨孩✨,1676194994,1676194994,86,人力VOCALOID,10,1652,298,2018,0,5420,109,516,54279,1,0,2206.0,342.0,0.0,2705.0,7086.0,132.0,695.0,77533.0,6,31328,46,-0.021739130434782608,-0.021739130434782608,1,。,0,3.3372337962962964,541670.7,14,54,0.44871794871794873,8.115384615384615,1,0,1,0,0,1,1,0,1,0,0
436770041,1676476301,1006397064,回城第一个蛋糕，居然花我1万3千多！这个情人节我不会快乐了，不过这个动画蛋糕真的像漫画啊~,1676291143,1676291143,166,美食制作,11,30220,291,2130,0,37338,377,142,203787,1,0,34624.0,325.0,0.0,2448.0,43588.0,401.0,153.0,234633.0,6,245343,240,-0.004166666666666667,-0.004166666666666667,1,！,0,2.143032407407407,185560.36363636365,14,2,0.2229299363057325,34.461783439490446,1,0,1,0,0,1,1,0,0,1,0
436773587,1676482041,1007733463,校园比赛时的尴尬（超级无敌真实）,1676372225,1676372225,156,搞笑,7,505,345,1792,0,25837,511,144,238456,1,0,571.0,367.0,0.0,2304.0,30382.0,528.0,169.0,293269.0,6,967011,411,-0.0024330900243309003,-0.0024330900243309003,1,。,0,1.2710185185185185,396883.4285714286,0,0,0.16608996539792387,2.657439446366782,1,0,1,0,0,1,1,0,1,0,0
436784009,1676484446,1005654612,真厉害武道！,1676258196,1676258196,189,搞笑,10,1989,767,1038,0,52854,578,479,801239,1,0,2048.0,789.0,0.0,1083.0,54217.0,583.0,494.0,833771.0,6,1411331,251,-0.00398406374501992,-0.00398406374501992,0,！,0,2.618634259259259,304747.9,2,0,0.21149897330595482,5.492813141683778,1,0,1,0,1,0,1,0,0,1,0
436794670,1676484862,1006458582,我要订婚啦！！！,1676295017,1676295017,95,美食制作,10,18961,924,3361,0,69965,530,186,410855,1,0,19821.0,939.0,0.0,3544.0,71527.0,539.0,192.0,433178.0,6,403641,394,-0.0025380710659898475,-0.0025380710659898475,0,！,0,2.1972800925925924,214664.1,5,2,0.21318681318681318,17.771428571428572,1,0,1,0,1,0,1,0,0,1,0
436795477,1676482527,1006634397,英国真的有法律规定伦敦塔里必须有六只渡鸦吗？为什么？,1676368800,1676332932,669,人文历史,10,2063,612,1598,0,11174,505,197,144018,1,0,2581.0,694.0,0.0,2146.0,13726.0,569.0,282.0,187632.0,6,1076157,328,-0.003048780487804878,-0.003048780487804878,0,？,0,1.3162847222222223,136266.3,1,2,1.9280575539568345,63.669064748201436,1,0,1,0,1,0,1,0,0,0,1
436801415,1676480849,1005426548,《原神》历时两个月的最终成品！荧妹手书·愿你在彼岸也能看见这故乡的花朵,1676260800,1676237431,168,短片·手书·配音,10,45342,606,38723,18,88253,989,6443,622943,1,0,51390.0,686.0,0.0,44141.0,98036.0,1059.0,7229.0,693570.0,6,685999,105,-0.009523809523809525,-0.009523809523809525,1,！,0,2.5468634259259257,294971.9,0,2,0.634,23.948,1,0,1,0,0,1,1,0,0,1,0
436806040,1676482245,1007542520,情人节送这个，老婆眼里都放光了,1676371339,1676371075,166,日常,9,2159,545,1575,0,37358,367,1223,509524,1,0,2354.0,576.0,0.0,1672.0,40403.0,389.0,1305.0,552832.0,6,1413313,124,-0.008064516129032258,-0.008064516129032258,1,。,0,1.2836342592592593,302337.6666666667,1,2,0.6756756756756757,20.814671814671815,1,0,1,0,0,1,1,0,1,0,0
436806805,1676481935,1005837391,父母没有告诉你的10个婚姻真相 | 28岁不想结婚有错吗？,1676282400,1676271330,1048,社科·法律·心理,10,11546,2159,11504,0,25965,1217,6467,468749,1,0,13181.0,2418.0,0.0,13206.0,29632.0,1360.0,7568.0,557291.0,6,519123,61,-0.01639344262295082,-0.01639344262295082,1,？,0,2.30943287037037,36301.1,6,30,1.68937875751503,32.55310621242485,1,0,1,0,0,1,1,0,0,0,1
436809015,1676475821,1006826990,新疆萨吾尔冬牧节，阿星吃大锅冰川羊肉，体验哈萨克族游牧民俗,1676347200,1676319341,1120,美食侦探,11,5867,1895,1026,0,12523,444,328,141885,1,0,6426.0,2034.0,0.0,1085.0,13612.0,467.0,368.0,162466.0,6,668733,472,-0.00211864406779661,-0.00211864406779661,1,。,0,1.4886689814814815,199267.45454545456,0,0,0.7397769516728625,7.557620817843866,1,0,1,0,0,1,1,0,1,0,0
436813660,1676476193,1006650164,（下集）红警小绿被航母袭击！天启想进来桥一断让你悬浮海面！,1676340000,1676303065,883,单机游戏,11,3856,1839,627,0,20944,615,105,305638,1,0,3973.0,1884.0,0.0,638.0,21813.0,625.0,106.0,325363.0,6,1297155,1827,-0.0005473453749315818,-0.0005473453749315818,0,！,0,1.5763078703703703,17566.636363636364,6,2,1.105095541401274,10.105095541401274,1,0,1,0,1,0,1,0,0,1,0
