爬取时间,video_aid,video_cid,up_id,标题,up_name,上传时间,审核时间,播放时长,简介,标签分区,标签分区id,标签个数,使用标签,使用标签id,硬币数,弹幕数,点踩数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,跳转链接,跳转app,链接文本
1677114304,949627011,1018094055,691475389,领导提拔一个人看的不是努力也不是结果,易缘老师,1676967600,1676950434,307,领导提拔一个人看的不是努力也不是结果,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,69,5,0,355,0,432,22,117,12370,1,0,免费领取,,免费领取
1677114632,864731466,1017977613,1736468798,领导交给你和小王一项任务，你将自己负责的部分完成后交给了小王，小王完成后直接交给了领导，但是他负责的部分有错误，领导问小王情况，小王说是你弄错的，领导因此批评了,金标尺面试观,1676967000,1676942097,137,,职业职场,209,2,面试;结构化面试,32613;1719077,0,0,0,1,0,6,1,1,322,1,0,无,无,无
1677114695,224781681,1018444492,1029508158,公务员职务职级并行，无法晋升的几种情形,老A讲晋升,1676964720,1676964720,213,,职业职场,209,5,寻找100位内行人对谈;公务员;体制内;晋升;内行人在身边,33186535;213551;1307845;3554913;33238755,2,0,0,9,0,44,10,0,1751,1,0,无,无,无
1677114786,949706244,1018083852,691475389,想做领导先学会这四个驭人手段,易缘老师,1676961840,1676948531,139,,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,10,0,0,69,0,61,1,13,1058,1,0,免费领取,,免费领取
1677114787,524658204,1018376372,454668114,撼！高级的PPT图文混排,彭棣PPT,1676961798,1676961798,69,-,职业职场,209,6,今天也要好好工作;办公软件;高级;PPT;PPT教程;Office,34948831;517507;39771;27233;2493557;2549589,0,0,0,7,0,7,0,0,243,1,0,无,无,无
1677114815,652243041,1018316526,97212695,"智人永不为奴！头铁UP主单挑ChatGPT职场话题,评论区持续更新中...",大叔的车库书场,1676960532,1676960532,330,亲测ChatGPT能否取代职场区UP主？,职业职场,209,10,职场;人工智能;AI;哪些工作会被人工智能取代？;取代;职业;OpenAI;职业生涯规划;必剪创作;ChatGPT来啦,47481;46183;54148;35800047;1098007;29538;2575348;2936976;15775524;35369918,30,41,0,19,0,114,66,6,1736,1,0,无,无,无
1677114860,992238194,1018321731,470105125,这题不会，说明你还没掌握鲁滨逊定理,公考猫哥,1676959304,1676959304,175,-,职业职场,209,1,公务员考试,183540,6,0,0,32,0,23,7,5,886,1,0,无,无,无
1677114959,652221105,1018249141,480423911,做表表不行，玩梗第一名，10秒教你快速制作时间计划表！！,秋叶Excel,1676956059,1676956059,73,,职业职场,209,7,今天也要好好工作;职场;文员零基础入门教程;办公;excel;excel技巧;职场办公,34948831;47481;30020004;520261;2561468;3321133;6768942,2,0,0,30,0,126,7,1,1367,1,0,无,无,无
1677114982,652187013,1018216859,505013592,【2023广东省考】考前急救+10分，1招做对9道推理题！,巨鹿公考,1676955296,1676955297,1145,【2023广东省考】考前急救+10分，1招做对9道推理题！,职业职场,209,7,今天也要好好工作;广东省考申论;广东省考常识;23广东省考;2023广东省考;公务员考试;广东省考,34948831;13312381;17820920;25994123;26264792;183540;4569602,86,85,0,249,0,140,98,33,3912,1,0,无,无,无
1677114990,524652417,1018078503,691475389,请不要随便告诉别人你是公务员,易缘老师,1676954700,1676947482,146,请不要随便告诉别人你是公务员,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,0,1,0,7,0,30,1,3,680,1,0,免费领取,,免费领取
1677115025,394632566,1018030129,98812108,PPT里的重点数据，别再只会标红了！,跟我学个P,1676953800,1676945784,222,PPT的重点数据除了标红还有更多的标注方法，干货超多要认真看哦。想要PPT源文件的小伙伴可以关注公众号【跟我学个P】回复【数据】即可领取哦~希望你能给个一键三连！！,职业职场,209,11,职场;PPT设计;PPT教学;数据;技能;PPT;PPT教程;Office;PPT分享;职场新人进化论;校园星发现·up！开学啦,47481;3175687;3175691;60471;13935;27233;2493557;2549589;9220936;31947836;34876775,506,124,0,1464,0,1265,32,126,82790,1,0,无,无,无
1677115041,779705213,1018180322,933478,【闲聊】游戏开发来谈谈高中有辍学做游戏的必要吗,超级小華,1676953500,1676953500,325,我没有从头到尾关注这件事，仅就做游戏是否有必要高中辍学发表代表个人观点。对事不对人,职业职场,209,7,高中生;大学;游戏开发;学习;b站tag有bug;经验分享;项目经验,56033;6500;76079;13160;35796762;634574;7249326,1556,272,0,1020,0,7330,539,445,102333,1,0,无,无,无
1677115088,822192879,1018185362,470105125,粉笔选B，华图选C，猫哥选D，你选哪个？,公考猫哥,1676952637,1676952638,186,-,职业职场,209,1,公务员考试,183540,0,0,0,0,0,12,17,3,862,1,0,无,无,无
1677115158,694695132,1018156435,470105125,他因削弱和直接否定论点，谁强？以这道四川省考真题为例,公考猫哥,1676951142,1676951142,214,-,职业职场,209,1,公务员考试,183540,3,0,0,17,0,14,25,3,969,1,0,无,无,无
1677115224,224626598,1018095615,330432767,测量员软件教程—点放样,测量员之家,1676949967,1676949967,558,,职业职场,209,3,点放样;软件教程;测量员,16726703;180466;7339880,4,0,0,3,0,20,0,0,341,1,0,无,无,无
1677115509,567153369,1017982616,510832890,可视化后的《孙子兵法》，更易读懂,巨蟹座哪有什么缺点呢,1676942588,1676942588,100,-,职业职场,209,10,今天也要好好工作;职场;创业;兼职;股市;面试;孙子兵法;干货;投资;上班族,34948831;47481;128384;434606;392466;32613;95615;207281;141406;12051,0,0,0,2,0,12,1,0,252,1,0,无,无,无
1677115531,779718305,1017969587,32533840,初级会计职称题库每日刷一题|对啊网名师 经济法基础内容,对啊网,1676941544,1676941545,81,更多会计教程，请看置顶评论。,职业职场,209,10,初级会计网课;初级会计题库;2023初级会计;2023年初级会计实务;初级会计实务;基础;会计从业资格证;初级会计证;初级会计备考;会计学基础,12134551;13617340;25821305;29803805;904184;171523;1229280;4962298;8901103;9225420,1,2,0,2,0,21,1,4,351,1,0,https://www.bilibili.com/read/cv18261900?spm_id_from=333.999.0.0,,2023初级会计通关资料包+全套课程（实时更新）
1677115555,822213360,1017964157,32533840,【对啊网】Excel小技巧——Text的用法（三）,对啊网,1676941066,1676941066,83,更多Excel Word PPT 教程，请下载 对啊课堂app,职业职场,209,10,对啊网;EXCEL;办公软件;电子表格;Office;text;Excel小技巧;excel基础;EXCEL技巧;excel自学,1750118;20736;517507;517509;2549589;3047243;3752472;5521718;7383988;8000384,0,0,0,4,0,7,0,0,321,1,0,无,无,无
1677115573,779717047,1017942748,508695150,每日即兴英文演讲What is your dream job?,英文演讲爱好者Scott,1676939685,1676939686,189,"每日即兴英文演讲
What is your dream job?",职业职场,209,6,英语;英文;演讲;英文即兴演讲;英语口语;英文演讲,8816;8745;2739;25477343;602557;224567,25,1,0,11,0,46,6,4,597,1,0,无,无,无
1677115643,224553368,1014284874,370547437,Creo/proe-ipad曲面造型，建模技巧，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,Proe与Creo产品设计,1676936640,1676728375,109,更多资料领取方法：点赞，关注+评论，茄薇：creo22，领取,职业职场,209,10,产品设计;一加一教育;creo在线教学;proe;结构设计;creo;proe教程;creo入门到精通;creo教程;creo产品设计,412497;19924228;25377829;2850560;2913659;3341309;3775450;8241278;8415785;8505248,2,0,0,34,0,21,0,1,782,1,0,无,无,无
1677115778,352242376,1017604601,1286390906,课堂常规｜「自主预习」正确打开方式✅,李啥啥,1676907373,1676907373,176,低年级课堂很多时候都在进行常规训练，所谓“磨刀不误砍柴工”，学习习惯和学习方法基础打好，才能为后续学习提供不竭动力！,职业职场,209,6,课程;学习;语文老师;课堂;语文课;是老师，也是UP主！,154551;13160;416313;142136;3391;34407075,8,1,0,39,0,153,3,4,1873,1,0,无,无,无
1677115789,352230552,1017583129,505949610,超赞！一等奖！高中英语演讲稿写作课！设计超好！考编面试学起来！,未来英语面试指导,1676906437,1676906437,901,超赞！一等奖！高中英语演讲稿写作课！设计超好！考编面试学起来！,职业职场,209,8,今天也要好好工作;英语优质课;高中英语优质课;高中英语教招面试;高中英语考编面试;未来英语面试指导;英语公开课;高中英语公开课,34948831;15762658;16146806;23759770;29220962;31990452;1091567;5847690,6,0,0,72,0,33,2,14,1376,1,0,无,无,无
1677115800,737236270,1017184533,387418363,countif(s)单(多)条件计数-Excel函数入门到实战制作自动化报表模板之(六),Excel办公自动化,1676905689,1676905689,202,countif(s)单(多)条件计数-Excel函数入门到实战制作自动化报表模板之(六),职业职场,209,10,今天也要好好工作;视频教程;Excel数据可视化;EXCEL;EXCEL教程;报表;办公自动化;EXCEL函数;EXCEL技巧;office办公技巧,34948831;28310;21288606;20736;1518432;2530766;3526074;5543482;7383988;10311964,3,0,0,10,0,19,0,0,276,1,0,无,无,无
1677115813,652168754,1017559556,650750845,“为”字型写材料素材汇编，40例，word文件,职场学习小超人,1676905346,1676905346,92,"文件编码：11644
需要的朋友访问网址：2gw.vip，搜索编码即可获取
各类最新公文写作素材，范文，欢迎访问
“为”字型写材料素材汇编，40例，word文件",职业职场,209,2,公文写作素材;写材料素材,16499104;26039595,4,0,0,27,0,24,1,1,1023,1,0,公文写作素材,,公文写作素材
1677115835,524671616,1017528795,670562659,Excel前三位数字不满整数退位取整,山竹Excel表格教学,1676903973,1676903973,124,-,职业职场,209,5,今天也要好好工作;EXCEL;EXCEL教程;EXCEL函数;EXCEL技巧,34948831;20736;1518432;5543482;7383988,5,0,0,25,0,99,12,4,828,1,0,无,无,无
1677115851,224635184,1017478288,453618117,警惕程序员的成长陷阱,魔术师卡颂,1676902944,1676902944,335,为什么我这么努力学习，努力工作，还是被裁了？,职业职场,209,10,程序员;知识;裁员;工作;经验;互联网;找工作;前端工程师;外包;职业职场,14932;10009;1030823;21316;38296;23901;49526;2652753;3520087;7692257,525,137,0,709,0,1213,204,199,32273,1,0,无,无,无
1677115857,694629446,1017493390,1485409299,给大家分享一道人际关系题，备考甘肃省选调生的同学要格外注意此类题目。,公考面试考官说,1676902865,1676902865,213,-,职业职场,209,6,甘肃选调生;公务员考试;面试;公务员;选调生;必剪创作,13257825;183540;32613;213551;2601351;15775524,178,25,0,371,0,527,131,73,42800,1,0,无,无,无
1677115882,567218533,1017461973,691682865,2023年深圳市市属事业单位招聘高校应届毕业生公告,广东公考指南,1676901551,1676901552,267,"公告：hrss.sz.gov.cn/tzgg/content/post_10437051.html
大纲：hrss.sz.gov.cn/szksy/fzlm/ksdgjys/content/post_9738482.html",职业职场,209,8,2023年;23年深圳事业单位公告;事业单位;应届毕业生;深圳市;事业单位招聘;深圳事业单位;是老师，也是UP主！,14237012;35779149;802135;2705766;2785781;3719674;7293519;34407075,16,102,0,169,0,167,230,193,13484,1,0,无,无,无
1677115908,949736118,1016529185,691475389,发现领导和同事偷情怎么办,易缘老师,1676900400,1676860668,86,发现领导和同事偷情怎么办,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,0,0,0,12,0,50,8,10,1095,1,0,免费领取,,免费领取
1677115909,779629435,1017051198,412587130,OpenGL实例教程2023：04-1着色器概述,阿西拜编程,1676900400,1676898749,1707,"C++方向，初级程序员就业大礼包：https://ke.qq.com/course/package/47880?flowToken=1042209
计算机图形学（C++方向）学习路径【合集】，课程地址：https://ke.qq.com/course/package/48075?flowToken=1042257
技术交流群：862477419
资源文件: 链接:https://pan.baidu.com/s/1VZxBJysVAm-_qmch_euFBQ?pwd=lcfq 
提取码:lcfq",职业职场,209,3,C++;教程;OpenGL,37547;1697;3013489,6,0,0,13,0,32,2,0,509,1,0,无,无,无
1677115932,694654146,1016567550,389838895,做电商要会抄？其实你未必抄的起,照顾酱,1676899800,1676862346,110,"关注照顾，少走弯路。
我是照顾酱，一个90后电商从业者，只给你最接地气的运营建议。

#照顾酱#
#淘宝开店#
#淘宝运营#
#淘宝新手开店#
#如何开网店#
#淘宝如何引流#
#电商运营#
#电商创业#
#防骗指南",职业职场,209,10,如何在淘宝开店;淘宝开店;淘宝运营;淘宝店铺;如何开网店;淘宝新手开店;淘宝开店流程;电商创业;怎么在淘宝开店;开网店,17308714;984407;1511191;1884796;2507822;3525369;3702636;4443566;5777698;5780084,15,0,0,47,0,70,14,4,1967,1,0,无,无,无
1677115945,352174588,1017420780,2058280933,废弃核酸小屋“再就业”（下）,鑫鑫与公考,1676899700,1676899700,228,-,职业职场,209,8,人才引进面试;公务员;结构化面试;省考面试;国考面试;事业单位面试;遴选面试;选调生面试,16770103;213551;1719077;3574916;3574915;3952384;7785733;8795904,7,0,0,25,0,52,10,3,1203,1,0,无,无,无
1677115984,949705896,1017135802,1226380111,我在职业生涯最狂的时候被教训了,许林芳管理思维,1676899200,1676887522,301,,职业职场,209,7,职场;职场小白;老板;职业生涯;靠谱;工作;管理,47481;409664;46428;948578;480764;21316;681050,10,3,0,67,0,257,4,22,5898,1,0,无,无,无
1677116011,394682034,1017393546,385154136,【立体拼合原创方法-数面法】无空间想象能力秒杀一类黑块型立体拼合,公考苏金朋,1676898749,1676898749,805,本方法为原创，记住此次录制时间，若引用请带上引用来源,职业职场,209,10,今天也要好好工作;秒杀;立体;原创;立体拼合;经验分享;方法;学习心得;图形推理;必剪创作,34948831;21552;9173;536;13113142;634574;25554;3269802;3569656;15775524,955,171,0,3092,0,1658,72,420,30310,1,0,无,无,无
1677116043,737133527,1015782378,431886272,Excel技巧：快速核对两列数据，几秒钟搞定！,Excel自学成才,1676898000,1676810096,241,,职业职场,209,2,今天也要好好工作;EXCEL,34948831;20736,59,1,0,235,0,354,9,9,5552,1,0,无,无,无
1677116089,652244000,1017357955,477343561,工业电气设计管丨继电保护丨变电站丨工业园丨 史老师,电气设计李老师,1676897012,1676897012,1293,"详细了解工业电气设计课程请复制链接地址：https://mp.weixin.qq.com/s/RrGQwf04zMWij-AAMgYRvA
本视频由七彩教育 工业电气-史老师-此视频是剪辑过的 想学习完整视频联系关注站主~制作不易（希望各位三键套 关注，点赞，收藏） 欢迎咨询联系QQ:2928806725 WX：17896530841",职业职场,209,11,工程;设计;工业;寻找100位内行人对谈;光伏发电;电气;工业园;电气设计;负荷计算;工业电气;分享我的职业故事,222;74378;28134;33186535;1252481;262480;2553843;4224600;7552362;9183703;32126148,0,0,0,2,0,4,0,1,122,1,0,无,无,无
1677116092,992220265,1019817652,217515873,从没有经验的小白-月入过万的线上汉语老师,Wendy爱自由,1676896947,1676896947,169,"不上班不打卡，每天工作4-5个小时，和全世界各地的外国人交流，没有工作地点的限制，工作时间自由灵活，月入5000-2万。这个工作听起来好像有点不真实，但我做的就是这份工作，而且我已经做了7年多。
	
从我个人经历和行业实际的发展数据可以得出两个结论：1.线上汉语教学工作是一个顺应时代进步，有发展潜力，并且小白也有机会进入的自由职业。
	
我们摸清了行业的入行规则，总结了教学中的知识结构，积累了教学当中的技巧和方法，梳理了怎么从0-1让一个完全没有对外汉语教学经验的小白，具备线上汉语教学的能力-365天实战训练营！
	
本周五晚八点半播播间，互动答疑，等你来！",职业职场,209,8,线上教中文;线上汉语老师;寻找100位内行人对谈;月入过万;找工作;对外汉语;教外国人中文;分享我的职业故事,19316529;20349396;33186535;988934;49526;806195;5693000;32126148,2,0,0,9,0,18,2,0,372,1,0,无,无,无
1677116111,822137995,1017341919,613411852,真正需要提防的，是传话人。,小果姐在哪,1676896211,1676896211,73,-,职业职场,209,4,今天也要好好工作;社会;心理;需要,34948831;47798;17126;1008731,8,2,0,56,0,100,5,4,1238,1,0,无,无,无
1677116139,567149919,1017323806,574298442,唐主任履新人大，折射出体制内这些潜规则，你很有必要掌握,一不小心哥,1676895655,1676895655,255,唐主任履新人大，折射出体制内这些潜规则，你很有必要掌握,职业职场,209,6,今天也要好好工作;唐主任;折射;人大;潜规则;卫健委,34948831;13066791;834805;379541;93521;8117731,114,5,0,74,0,600,89,47,24759,1,0,无,无,无
1677116152,652248166,1017185558,109630783,今天更换一个联想Y7000的键盘，看完之后请在评论区打出so easy,华宇万维,1676895119,1676895119,164,今天更换一个联想Y7000的键盘，看完之后请在评论区打出so easy,职业职场,209,5,数码;笔记本电脑;联想;键盘;电脑,16906;103638;13737;434;1339,1,0,0,4,0,38,4,0,737,1,0,无,无,无
1677116176,864712101,1016731099,244308626,做到这十点，就可以迈向人生巅峰,善酒酒399,1676894400,1676872352,72,最近看到的一段关于走向人生巅峰的十点建议，觉得很有意义，想分享给大家。,职业职场,209,6,人生赢家;人生感悟;人情世故;为人处世;职场新人进化论;校园星发现·up！开学啦,27392;170376;1333735;1727396;31947836;34876775,12,0,0,25,0,80,0,2,1569,1,0,无,无,无
1677116194,224735385,1016600202,543931674,一招让他闭嘴！黑心领导再敢抢你功劳就这么说！,马力在知群,1676894400,1676864690,148,有这套话术，黑心领导再也不敢抢你功劳了！,职业职场,209,10,职场;应届生找工作;领导;面试;面试技巧;求职;找工作;应届生;面试干货;职场干货,47481;13600146;15705;32613;487920;121660;49526;1704503;3433710;6658122,7,0,0,28,0,97,1,0,1450,1,0,无,无,无
1677116195,992190301,1017286136,522846737,体制人必备！这个神仙网站的学习心得体会也写太好吧！,小弘哥和暮色里,1676894381,1676894381,103,-,职业职场,209,7,今天也要好好工作;经验分享;必备;公务员;体制内;公文写作;心得体会,34948831;634574;9511;213551;1307845;2669928;2829610,22,0,0,137,0,54,3,10,581,1,0,无,无,无
1677116199,482158277,1017121425,1226380111,职场小白学了也能成为管理大咖,许林芳管理思维,1676894100,1676887245,375,,职业职场,209,10,小白;学习;职场;成为;工作;老板;靠谱;大咖;管理;职场小白,24878;13160;47481;5399;21316;46428;480764;280707;681050;409664,0,0,0,17,0,15,0,4,670,1,0,无,无,无
1677116210,694698350,1017246062,109912227,职场情商低的人乱表现瞎表现，优秀的人能很好地控制表现欲望,马尔西本人,1676893755,1676893755,246,-,职业职场,209,6,今天也要好好工作;职场;人际关系;表现;情商;我最值得分享的职场经验,34948831;47481;194163;7838;571843;35048902,19,0,0,46,0,70,5,4,1022,1,0,无,无,无
1677116263,822207296,1016544647,691475389,为啥领导冷落你原因在这,易缘老师,1676891700,1676861359,86,为啥领导冷落你原因在这,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,0,0,0,23,0,36,3,4,1066,1,0,免费领取,,免费领取
1677116267,352056572,1011736452,1029508158,如何改变自己在单位的软弱个性,老A讲晋升,1676891640,1676603838,83,,职业职场,209,6,职场;软弱;单位;管理;职场新人进化论;校园星发现·up！开学啦,47481;563703;117698;681050;31947836;34876775,18,2,0,136,0,167,2,9,2984,1,0,无,无,无
1677116313,437168567,1017046421,110628089,2023陕西省考申论热点：一带一路 —主讲：吴洋,初心公考,1676890660,1676890660,192,公考陕西申论行测真题、视频课程 领取请联系客服老师微（cxxinxin666，添加时请回复：b）,职业职场,209,10,高分论据;申论;公务员考试;社会热点;省考;申论热点;陕西省考;申论预测;热点观察局;2023陕西省考,35837601;1140770;183540;1438485;1620185;3773166;5999326;8910931;27544978;35041455,4,0,0,6,0,12,1,2,643,1,0,无,无,无
1677116320,567218280,1017199393,2146236937,Excel表格中，如何制作能打钩的复选框按钮？,Office办公三剑客,1676890003,1676890003,85,Excel表格中，如何制作能打勾的复选框按钮？,职业职场,209,10,职场;EXCEL;表格;办公软件;WPS;EXCEL教程;Word文档;EXCEL函数;office办公软件;EXCEL技巧,47481;20736;640857;517507;104223;1518432;5022122;5543482;6262166;7383988,2,0,0,46,0,46,2,2,1228,1,0,无,无,无
1677116321,394441363,1010191650,524500054,去有风的地方：每个人的生活，都需要一点呼吸感,崔璀CC,1676889960,1676519984,226,,职业职场,209,5,生活;有风的地方;寻找100位内行人对谈;每个人;分享我的职业故事,1742;24958459;33186535;361534;32126148,2,0,0,11,0,40,1,5,463,1,0,无,无,无
1677116324,479660056,1017195573,483104896,我们不仅仅只是谈业务的外贸业务员,Morry唠唠叨叨,1676889817,1676889817,124,-,职业职场,209,1,外贸业务员,10288344,5,3,0,18,0,297,14,7,10491,1,0,无,无,无
1677116325,822246970,1016544895,388684610,陕西事业单位联考笔试—和差倍比问题,陕西中公教育,1676889780,1676861254,281,陕西事业单位联考笔试—和差倍比问题,职业职场,209,9,今天也要好好工作;考试;公务员;公务员考试;事业单位;陕西;笔试;联考;事业单位联考,34948831;8859;213551;183540;802135;200149;988286;1466978;6973570,0,0,0,0,0,6,0,1,130,1,0,无,无,无
1677116326,737129957,1017193327,1663915898,遇到不配合的同事怎么办？,闪闪发光的老高,1676889760,1676889760,217,,职业职场,209,6,职场;寻找100位内行人对谈;同事;职业;工作;分享我的职业故事,47481;33186535;383528;29538;21316;32126148,11,2,0,36,0,107,11,11,1960,1,0,无,无,无
1677116329,524745220,1016755126,392489872,【逸笔文案】真的，建议专家不要再建议了……这篇央视网评真是绝了，必须分享给大家❗️申论结构化面试公务员写材料素材,逸笔文案,1676889603,1676871548,317,"获取免费写作资料请添加：
①微杏:Shao_writer
②微杏:xiaoge-writer
③QQ号:2992353386
公粽号:逸笔文案、逸笔文案小助手
现有3大服务类目
①公文申论素材
②文章代笔写作
③写作培训课程

素材链接如下：https://m.tb.cn/h.UNa7Ky9?tk=7aNndhXQOsL

课程链接如下：
【课程1：公文及事务文书写作课】https://www.cctalk.com/m/group/90497568?xh_preshareid=612355fc-38d5-4176-bab2-a0ed6cf052c7&xh_fshareuid=148715639&ui=groupdialogue&terminal=android&channel=weixin&platform=android&xh_preshareuid=5ba0f090-2a93-a5f2-25c8-eb9abb52d732

【课程2：公文写作逻辑思维训练课】https://www.cctalk.com/m/group/90523052?xh_preshareid=ec512266-c15c-4afd-b2d1-3aa6e1dc828d&xh_fshareuid=148715639&xh_preshareuid=5ba0f090-2a93-a5f2-25c8-eb9abb52d732

需要请加微杏或QQ~",职业职场,209,10,公文素材;面试;公务员;网评;申论;申论范文;结构化面试;公文写作;结构化;写作素材,17646192;32613;213551;652444;1140770;1693568;1719077;2669928;3189477;4116262,2,1,0,19,0,27,1,2,1868,1,0,逸笔文案,,逸笔文案
1677116337,992130578,1017155654,2058280933,公考热点：废弃核酸小屋“再就业”（上）,鑫鑫与公考,1676889291,1676889291,300,-,职业职场,209,10,人才引进面试;公务员;公考;公务员考试;省考;结构化面试;国考面试;事业单位面试;遴选面试;选调生面试,16770103;213551;1129266;183540;1620185;1719077;3574915;3952384;7785733;8795904,21,1,0,211,0,131,17,21,5397,1,0,无,无,无
1677116339,864685511,1017177717,480423911,辛莱德也有吃瘪的时候哦，一招合并单元格填序号~,秋叶Excel,1676889048,1676889048,97,,职业职场,209,6,今天也要好好工作;职场;办公;EXCEL;办公技巧;EXCEL技巧,34948831;47481;520261;20736;4419494;7383988,10,0,0,52,0,157,1,9,2436,1,0,无,无,无
1677116385,567196544,1016975463,486242758,在施工单位真的加班到十点吗？这才是主要原因吧！,造价猫大洋,1676887855,1676882684,600,"299视频教程，永久免费答疑，入门到精通
微信：blackandboy
百度：造价猫
官网：zaojiamao.cn",职业职场,209,10,土建造价;GTJ2021;房建造价;广联达;造价工程师;工程造价;工程预算;造价课程;造价员;市政造价,10863125;14162297;23602413;1210488;3395002;4175110;4218790;5931354;6767452;10004987,9,0,0,13,0,48,18,6,1182,1,0,无,无,无
1677116389,394647566,1017139718,295347600,护理学眼中的护士!双一流医科大学，护理学专业，毕业6年后的生活现状,那些无名之辈,1676887515,1676887515,135,双一流医科大，护理学专业，2017年毕业,职业职场,209,10,职场;考研;毕业;现状;经验分享;求职;职业规划;护理学;人物故事;双一流,47481;372799;9724;44454;634574;121660;697364;2728382;3527690;4746012,41,32,0,83,0,1024,192,93,27135,1,0,无,无,无
1677116402,821848167,1006251005,1616372839,02.20遴选申论 | 彻底解决1.对策太空、不具体2.做题没思路思路的问题！！,公务员遴选申论,1676887200,1676287547,651,-,职业职场,209,6,遴选备考;公务员;申论;省考;遴选;遴选笔试,14211733;213551;1140770;1620185;2502319;9166179,23,9,0,56,0,75,14,9,2370,1,0,无,无,无
1677116430,437217604,1017015335,1339214736,我，一名95后高中老师，顿悟了…,是宝石老师啊,1676887094,1676887094,251,做一名幸福的老师,职业职场,209,6,职业幸福感;老师;高中老师;体制内;教师编;是老师，也是UP主！,23398408;8248;334689;1307845;4354658;34407075,203,107,0,360,0,1271,48,25,10772,1,0,沁园春,,沁园春
1677116466,609670908,1017115986,1226380111,想让老板觉得你靠谱，做好这几件事,许林芳管理思维,1676886442,1676886442,114,,职业职场,209,4,创业;职场;靠谱;老板,128384;47481;480764;46428,2,0,0,28,0,39,2,1,1117,1,0,无,无,无
1677116482,907233161,1017078902,1807636182,23年二建机电精讲片段，导管保护导体，3D动画讲解,建造师小超人,1676886138,1676886138,122,,职业职场,209,9,今天也要好好工作;小超人;机电;建造师;二级建造师;一级建造师;导管;机电实务;二建机电,34948831;800280;1629433;2279162;2707313;2707314;6169046;7238172;8777420,14,0,0,25,0,40,12,4,1961,1,0,无,无,无
1677116486,437156409,1017106565,550248759,没有水电煤气账单、办公地与注册地不同，如何完成账号验证？,老陈聊跨境,1676886082,1676886083,148,做亚马逊的卖家，办公地址与注册地址不同，怎样才能有效完成账号验证？,职业职场,209,9,#知识分享#;#创业#;#亚马逊#;#跨境电商#;#外贸#;#原创#;#互联网#;#创业交流#;#内容创作#,13444630;13656177;14346992;14346994;15286403;1678849;10446176;16532000;16543272,4,0,0,38,0,14,1,9,588,1,0,无,无,无
1677116499,907143233,1016853803,1150472191,一到下班就开会，怎么让老板闭嘴？！,产品老曾,1676886000,1676876234,273,,职业职场,209,10,今天也要好好工作;职场;办公室;产品老曾;工作;老板;加班;下班;打工;晋升,34948831;47481;71994;33322257;21316;46428;40936;140909;63922;3554913,31,22,0,153,0,336,33,61,14035,1,0,无,无,无
1677116576,864739693,1017070169,491307403,在单位，如何与这些人好好相处？,公务员干货,1676884638,1676884638,80,-,职业职场,209,11,成功;心理;社会;奋斗;寻找100位内行人对谈;权力;市长;单位;人情世故;为人处事;分享我的职业故事,9305;17126;47798;38234;33186535;211866;206856;117698;1333735;1727391;32126148,2,3,0,43,0,145,3,4,6355,1,0,无,无,无
1677116579,394698489,1016536435,691475389,体制内为啥有的领导快退休还在拼命干活,易缘老师,1676884500,1676861377,103,体制内为啥有的领导快退休还在拼命干活,职业职场,209,3,职场;人性;人际交往,47481;15402;703146,2,0,0,8,0,42,2,7,1149,1,0,无,无,无
1677116587,224654221,1017065976,473654149,"如果有人每个月能给你赚200万,你觉得给他多少合适呢?",公考干货君,1676884191,1676884191,114,-,职业职场,209,11,今天也要好好工作;创业;成功;财经;人性;智慧;赚钱;商业;认知;投资;我最值得分享的职场经验,34948831;128384;9305;66849;15402;40556;155420;251524;569849;141406;35048902,6,2,0,11,0,46,5,3,1130,1,0,无,无,无
1677116596,694735551,1016813452,19736263,不看后悔系列｜关注关得好，职场没烦恼,陈珍珠女士,1676883900,1676873976,75,-,职业职场,209,3,职场博主;寻找100位内行人对谈;自媒体,24554557;33186535;444411,40,4,0,516,0,830,25,8,6798,1,0,无,无,无
1677116600,822128400,1016841495,1736468798,有个人英勇救人，严重负伤，单位为其组织了一场募捐活动，在募捐现场来的人很多，但是真正捐款的人不多。请你针对这种境况，做一个现场演讲？,金标尺面试观,1676883840,1676875095,185,,职业职场,209,1,结构化面试,1719077,2,0,0,2,0,10,0,0,161,1,0,无,无,无
1677116628,864630599,1015309447,481425807,省考87的申论学法，真想申论写的好，需要怎么学，申论慢成视频。,GreenDonkey学习,1676883503,1676790331,401,-,职业职场,209,5,今天也要好好工作;公务员;公务员考试;申论;省考,34948831;213551;183540;1140770;1620185,60,2,0,295,0,188,45,21,6260,1,0,无,无,无
1677116643,482204923,1017018554,438446895,申论答疑@龙华老师,龙华老师讲申论,1676883020,1676883020,781,-,职业职场,209,6,龙华老师;申论;行测;公务员考试;省考;答疑,16465338;1140770;590549;183540;1620185;1676090,0,0,0,1,0,4,2,2,412,1,0,无,无,无
