video_aid,爬取时间,video_cid,标题,上传时间,审核时间,播放时长,标签分区,标签个数,硬币数,弹幕数,收藏数,历史最高排名,点赞数,评论数,分享数,播放数,是否原创,是否合作,beh_硬币数,beh_弹幕数,beh_点踩数,beh_收藏数,beh_点赞数,beh_评论数,beh_分享数,beh_播放数,up等级,up粉丝数,up投稿数,up平均每个视频播放量,up平均每个视频点赞数,有无简介,标题样式,有无广告,存留时长,平均标签订阅数,up在最热前500条评论的回复数,up在最热前500条评论的点赞数,最热前500条评论中平均每条评论的回复数,最热前500条评论中平均每条评论的点赞数,日均播放,日均点赞,日均硬币,日均评论,日均弹幕,日均分享,日均收藏,y,24h后播放增量,发布时间星期,发布时间
394647566,1677116389,1017139718,护理学眼中的护士!双一流医科大学，护理学专业，毕业6年后的生活现状,1676887515,1676887515,4.90527477843843,职业职场,10,41,32,83,0,1024,192,93,27135,1,0,41.0,33.0,0.0,89.0,1072.0,202.0,103.0,29434.0,6.0,12.824598645344317,5.652489180268651,165432.9649122807,5909.049122807018,1,。,0,2.649004629629629,10.91251971325156,0.0,0.0,1.8370160608161759,3.1975386874800695,9.234395728519546,5.957287847621494,2.8019965206027377,4.297014002423661,2.5710850408277257,3.5865013314728658,3.4760736453542918,7.740229524763182,2299.0,1,2023-02-20 18:05:15
394675716,1677119490,1016823199,【2月19日题目解析】凉茶的问题,1676783638,1676783638,6.928537818164665,职业职场,1,53,16,49,0,264,97,47,10957,1,0,54.0,21.0,0.0,51.0,270.0,101.0,48.0,11498.0,6.0,13.656879355570146,4.787491742782046,113807.0,1958.1166666666663,0,。,0,3.8871759259259258,3.2188758248682006,0.6931471805599453,1.3862943611198906,1.4046434997880872,1.6458055566049752,7.944050889480809,4.218266192221732,2.683387025648285,3.256319911488567,1.6323921872414173,2.5719280344425917,2.610477977490933,6.293419278846481,541.0,7,2023-02-19 13:13:58
394701140,1677111500,1018384287,职场中的五种犯傻行为，你踩坑了吗？快来对照！,1677065400,1676962587,4.30406509320417,职业职场,3,6,0,29,0,56,4,5,1043,1,0,6.0,0.0,0.0,44.0,73.0,5.0,13.0,1659.0,5.0,11.513715153084478,0.6931471805599453,3615057.5,83763.5,0,？,0,0.5335648148148148,10.66696115944779,0.0,0.0,0.0,0.5596157879354227,7.578031180808179,4.653526416542556,2.505127433587114,2.139683290669183,0.0,2.339006965629455,4.013702132693029,6.423246963533519,616.0,3,2023-02-22 19:30:00
394771413,1677111614,1020087744,你是交警，高速发生交通事故，有车辆占用应急车道导致救护车过不去，领导让你前去处理，你怎么办？,1677061200,1677051987,4.820281565605037,职业职场,2,0,0,1,0,8,0,1,80,1,0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,109.0,4.0,10.555291769561691,6.371611847231857,3430.931623931624,94.64102564102564,0,？,0,0.5834953703703704,6.954638864880987,0.0,0.0,0.0,0.0,4.9207453962018946,2.618160303207849,0.0,0.0,0.0,0.998353424851443,0.998353424851443,3.367295829986474,29.0,3,2023-02-22 18:20:00
394841657,1677111457,1020426901,【旁门左道PPT】什么档次的PPT？值得年薪百万？,1677066650,1677066650,5.476463551931511,职业职场,11,102,7,339,0,657,47,55,13602,1,0,170.0,116.0,0.0,570.0,921.0,61.0,94.0,26178.0,6.0,14.490398549514135,5.594711379601839,158579.89591078067,7793.271375464684,1,？,1,0.518599537037037,9.415179228079015,2.302585092994046,0.0,0.47000362924573563,1.3523928094442093,10.174595418330414,7.144307317079441,5.2866675396095415,4.517744502192993,2.6740031874362984,4.673341389998239,6.484152029179935,9.439545514668987,12576.0,3,2023-02-22 19:50:50
394851047,1677113952,1018632722,手机进水,1676973772,1676973772,6.126869184114185,职业职场,6,0,0,1,0,12,2,0,477,1,0,0.0,0.0,0.0,1.0,16.0,3.0,0.0,503.0,5.0,11.077701934697789,6.124683390894205,6410.792122538293,345.2144420131291,1,。,0,1.6224537037037037,13.032855432034244,0.0,0.0,0.0,0.0,5.683576855626172,2.0009670145258314,0.0,0.8032119796628473,0.0,0.0,0.4801707723731639,3.258096538021482,26.0,2,2023-02-21 18:02:52
437024997,1677121413,1013275556,【2.17直播回放】青少年电子烟问题,1676686930,1676686930,6.680854678790215,职业职场,8,167,54,122,0,318,71,68,10532,1,0,171.0,57.0,0.0,125.0,324.0,72.0,74.0,10997.0,6.0,13.656879355570146,4.787491742782046,113807.0,1958.1166666666663,0,。,0,5.028738425925926,8.864693678433763,0.0,0.0,0.44802472252696024,1.8583339598507247,7.647004377917713,4.14688224008169,3.5324924040296732,2.7159422632952332,2.462855274581296,2.6756838980468975,3.2292442049794188,6.142037405587356,465.0,6,2023-02-18 10:22:10
437045410,1677122413,1012300551,管理者要学会主动给员工加工资,1676627991,1676627991,4.418840607796598,职业职场,3,2,0,7,0,12,2,4,612,1,0,2.0,0.0,0.0,7.0,12.0,2.0,6.0,658.0,4.0,10.598957034465641,6.796823718274855,3076.863687150838,115.2100558659218,0,。,0,5.722476851851852,10.653456053089238,0.0,0.0,0.0,0.0,4.672330554787002,0.7405049220626758,0.29973342058668784,0.29973342058668784,0.0,0.5300386784352509,0.7989685322885027,3.828641396489095,46.0,5,2023-02-17 17:59:51
437115956,1677121250,1013389437,这些赤裸裸的真相，刷新了我的认知！,1676691566,1676691567,5.627621113690637,职业职场,11,7,0,43,0,47,1,2,724,1,0,7.0,0.0,0.0,43.0,47.0,1.0,2.0,744.0,6.0,11.4558364604861,5.572154032177765,117574.01901140684,4279.836501901141,0,！,0,4.973194444444444,12.267645694452748,0.0,0.0,0.0,0.0,4.980729013388455,2.2460852227127974,0.8786079758498274,0.1832194881229985,0.0,0.33801105418832444,2.266580026845794,2.995732273553991,20.0,6,2023-02-18 11:39:26
437178320,1677118720,1015615395,大领导特别欣赏和在乎的一种能力，你具备吗？,1676802888,1676802888,4.919980925828125,职业职场,10,8,0,40,0,105,1,7,1910,1,0,8.0,0.0,0.0,40.0,106.0,1.0,7.0,1964.0,6.0,12.777300748793763,5.497168225293202,324807.65573770495,13214.860655737704,0,？,0,3.655462962962963,9.632990304838447,0.0,0.0,0.0,1.6094379124341003,6.258635770207008,3.3577375993238565,1.15955224312709,0.24181860993671744,0.0,1.0698499640745218,2.480105677411537,3.9889840465642745,54.0,7,2023-02-19 18:34:48
437217604,1677116430,1017015335,我，一名95后高中老师，顿悟了…,1676887094,1676887094,5.5254529391317835,职业职场,6,203,107,360,0,1271,48,25,10772,1,0,235.0,108.0,0.0,407.0,1402.0,55.0,29.0,13776.0,6.0,11.947379633760008,5.327876168789581,71174.29126213593,3738.577669902913,1,。,0,2.654351851851852,5.607026806191893,2.0794415416798357,2.1972245773362196,0.2451224580329849,1.6945957207744073,8.308504952636893,6.171358769894857,4.349996354606279,2.9488246457852254,3.72113266135311,2.3435826049528554,4.917249680585804,8.007700012884026,3004.0,1,2023-02-20 17:58:14
437303482,1677113848,1018713960,你真的会用IF函数吗？快来看看辛莱德怎么教你学会！！,1676975994,1676975994,4.31748811353631,职业职场,7,4,1,38,0,104,2,1,2092,1,0,4.0,1.0,0.0,40.0,107.0,2.0,1.0,2159.0,6.0,13.234400157132,5.342334251964811,186487.07655502396,7395.100478468899,0,？,0,1.595532407407407,9.878484713259006,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,7.178668346898489,4.177183420855048,1.2547610166639227,0.8124845985577357,0.4865841839187177,0.4865841839187177,3.211508815614919,4.204692619390966,67.0,2,2023-02-21 18:39:54
437310142,1677113607,1018836507,报社，虽然年收入10万，但工作辛苦加班多环境差，只想提桶跑路,1676981250,1676981250,5.075173815233827,职业职场,10,29,1,14,0,148,41,3,4914,1,0,33.0,1.0,0.0,16.0,156.0,42.0,7.0,5259.0,6.0,11.379702596175905,5.429345628954441,55448.90350877193,1314.9298245614036,1,。,0,1.5319097222222222,9.68590351842715,0.6931471805599453,0.0,0.8472978603872034,1.7047480922384253,8.073328411552431,4.570697132235421,2.992257215578261,3.323739469673068,0.5024587073870309,1.084628281364127,2.316381457950813,5.84354441703136,345.0,2,2023-02-21 20:07:30
437328499,1677113378,1018978488,黄金回收，里面的门道你看懂了吗?,1676987317,1676987317,5.407171771460119,职业职场,7,2632,123,833,0,10488,286,293,140760,1,0,8622.0,297.0,0.0,2493.0,40120.0,614.0,737.0,393066.0,6.0,11.638226833664735,2.4849066497880004,1574074.5,111849.91666666669,0,。,0,1.459039351851852,9.35084737833713,0.0,0.0,0.6494427463252163,1.9700524543769131,11.477033350461586,8.8802087844696,7.498275244136447,5.28330213729375,4.446198419608116,5.307361667051742,6.349005416863198,12.438397915559223,252306.0,2,2023-02-21 21:48:37
437361484,1677113750,1018785843,“一把手”一般会培养什么样的人？带你看透这个问题！,1676978959,1676978959,4.919980925828125,职业职场,11,9,0,30,0,75,0,2,1618,1,0,11.0,0.0,0.0,34.0,80.0,0.0,3.0,1723.0,6.0,12.777300748793763,5.497168225293202,324807.65573770495,13214.860655737704,0,？,0,1.5600810185185183,8.160232492367689,0.0,0.0,0.0,0.0,6.944208342757796,3.8727503586756695,1.912343195596236,0.0,0.0,0.8250455477551581,3.007155308240433,4.653960350157523,105.0,2,2023-02-21 19:29:19
437366543,1677112581,1019603457,从一位普通设计师到最牛装配式设计公司，他们用技术预埋实现了三次逆袭,1677032803,1677032803,7.124478262493424,职业职场,11,6,1,10,0,20,4,2,869,1,0,10.0,1.0,0.0,13.0,27.0,10.0,2.0,1032.0,6.0,10.686384025239681,6.0063531596017325,4746.564039408867,111.3793103448276,0,。,0,0.9233564814814816,9.721502302820971,0.0,0.0,0.6931471805599453,0.6931471805599453,6.847083023851956,3.075472172140555,2.014640591298452,1.6737304081734012,0.7338117257983504,1.1524723346799124,2.4706431917738487,5.093750200806762,163.0,3,2023-02-22 10:26:43
479567881,1677120640,1013899520,俄亥俄州毒气泄露,1676713542,1676713543,6.054439346269371,职业职场,10,2,1,16,0,32,3,2,1064,1,0,2.0,1.0,0.0,17.0,36.0,4.0,2.0,1274.0,5.0,10.734176822114557,3.258096538021482,31134.5,1268.0,0,。,0,4.711782407407408,10.152037607901015,0.0,0.0,0.0,0.4054651081081644,5.419724403012572,1.9156696359107095,0.3537982833069257,0.49268307521405147,0.19246486348139336,0.3537982833069257,1.4806364698758059,5.3471075307174685,210.0,6,2023-02-18 17:45:42
479573413,1677121083,1013497442,七天公考速成（不是），七天公考学习技巧，复盘技巧！,1676696687,1676696687,6.300785794663244,职业职场,7,152,5,369,0,278,71,36,6630,1,0,156.0,5.0,0.0,373.0,282.0,72.0,36.0,6885.0,6.0,12.177621729356158,5.796057750765372,37202.74164133739,1099.9392097264438,1,！,0,4.911990740740741,12.385104869825284,1.6094379124341003,3.7612001156935624,0.14953173397096364,0.6264558060612732,7.207680777365194,4.035941807875923,3.464005773826,2.737895346883145,0.7020659043652766,2.1197438864127367,4.332341145032962,5.541263545158426,255.0,6,2023-02-18 13:04:47
479594220,1677121718,1012820279,职场小白必须尽早知道的10个真相,1676649845,1676649845,5.003946305945459,职业职场,11,6,1,37,0,51,0,2,878,1,0,6.0,1.0,0.0,37.0,51.0,0.0,2.0,897.0,6.0,11.4558364604861,5.572154032177765,117574.01901140684,4279.836501901141,0,。,0,5.461493055555556,12.006545740135142,0.0,0.0,0.0,0.0,5.079924387861415,2.2341034269506244,0.7412707811065501,0.0,0.16813820846698344,0.3120333299117141,2.050875413697485,2.9444389791664403,19.0,6,2023-02-18 00:04:05
479602794,1677118249,1012360647,老板不断的给你加活不给你加钱到底是为什么,1676808900,1676630727,4.74493212836325,职业职场,8,5,1,37,0,104,2,29,3527,1,0,7.0,1.0,0.0,45.0,121.0,4.0,38.0,4259.0,4.0,10.598957034465641,6.796823718274855,3076.863687150838,115.2100558659218,0,。,0,3.5804282407407406,9.882512863644026,0.0,0.0,0.0,1.0986122886681098,6.89272051665874,3.3689084855640608,0.8740014101852661,0.4437831055235735,0.24631008252284994,2.2082293337932204,2.4278034737646927,6.595780513961311,732.0,7,2023-02-19 20:15:00
479604805,1677120663,1013910731,土木工程的难兄难弟：陕西二本，同宿舍6个工程造价女生，毕业5年后现状,1676712999,1676712999,5.19295685089021,职业职场,10,64,84,85,0,1181,267,164,32103,1,0,64.0,89.0,0.0,91.0,1222.0,280.0,168.0,33705.0,6.0,12.824598645344317,5.652489180268651,165432.9649122807,5909.049122807018,1,。,0,4.718333333333334,10.916356750508513,0.0,0.0,1.6286078285418206,3.107042794704757,8.825249132799357,5.522661186301609,2.678560394478765,4.053310360643386,2.9340109272770887,3.5767750279266233,2.9452195032722246,7.379008127628304,1602.0,6,2023-02-18 17:36:39
479692787,1677113649,1018155077,李佳琦的这张PPT表格页，配色真大气！,1676980800,1676962880,4.406719247264253,职业职场,7,10,2,38,0,57,5,1,702,1,0,10.0,2.0,0.0,46.0,57.0,5.0,1.0,770.0,6.0,11.613367906704086,4.859812404361672,29614.023255813958,2153.6279069767443,1,！,0,1.5376041666666669,9.909469624213676,1.0986122886681098,0.0,0.6931471805599453,0.0,6.123707934944742,3.6128257987534806,2.0153861592372997,1.4473452938987743,0.8332242398622881,0.5009949253473911,3.2470267541767983,4.219507705176107,68.0,2,2023-02-21 20:00:00
479738246,1677113805,1018369998,单位里不想受气你就要气场强大，四招见效！,1676977200,1676969785,4.2626798770413155,职业职场,3,11,3,77,0,96,10,12,1932,1,0,11.0,3.0,0.0,87.0,107.0,10.0,16.0,2221.0,5.0,11.513715153084478,0.6931471805599453,3615057.5,83763.5,0,！,0,1.5810763888888888,10.65128862434712,0.0,0.0,0.22314355131420976,0.5596157879354227,7.108205140894582,4.106242317589954,2.074087937238746,1.991266546355527,1.0638281160435314,2.150571507916317,3.9060250381592376,5.666426688112432,289.0,2,2023-02-21 19:00:00
479757484,1677111827,1020202753,连合理的拒绝都不会，还怎么在职场混？,1677057372,1677057372,5.697093486505405,职业职场,10,370,44,689,0,1065,99,228,34922,1,0,622.0,57.0,0.0,1119.0,1723.0,155.0,384.0,64973.0,5.0,11.658038283231855,5.225746673713202,38950.62903225807,1132.9247311827958,0,？,0,0.6302662037037037,9.505454756245259,0.0,0.0,0.5996211225491218,2.1629124323474405,10.922485285364433,7.432343081425886,6.376817981914729,5.063078999258709,4.260025246586541,5.893719143970659,6.997768611175259,10.310651217279874,30051.0,3,2023-02-22 17:16:12
479762165,1677111192,1020647839,Excel忽略空格和0求每个月平均销量,1677075116,1677075116,5.963579343618446,职业职场,4,3,0,34,0,70,5,3,587,1,0,5.0,0.0,0.0,51.0,111.0,6.0,5.0,932.0,6.0,12.735756332985504,6.648984550024776,16208.34585492228,831.4481865284974,0,。,0,0.4175462962962963,7.277593209447151,0.0,0.0,0.22314355131420976,0.0,7.2483846713346445,5.121855093555907,2.102282687862154,2.563002851592236,0.0,2.102282687862154,4.411926352598871,5.84354441703136,345.0,3,2023-02-22 22:11:56
479776756,1677111649,1020304887,武汉985院校，4个传统工科硕士，真实的就业和薪资情况,1677060977,1677060977,5.111987788356544,职业职场,10,47,46,90,0,978,262,52,24821,1,0,62.0,76.0,0.0,161.0,1341.0,508.0,88.0,41925.0,6.0,12.824598645344317,5.652489180268651,165432.9649122807,5909.049122807018,1,。,0,0.5864814814814815,11.266654013763995,0.0,0.0,1.411704076645259,3.1475693547049057,10.653059534049339,7.419123856048543,4.396162904424871,6.104194667050382,4.374924588095145,4.496073266670189,5.039919176908412,9.747067633264827,17104.0,3,2023-02-22 18:16:17
479799567,1677111054,1020857441,没录取你，才是学校最大的损失！,1677085626,1677085626,5.429345628954441,职业职场,7,15,23,9,0,59,11,13,1289,1,0,39.0,90.0,0.0,23.0,183.0,32.0,44.0,2977.0,5.0,10.831113794074028,4.330733340286331,21655.026315789477,928.0,0,！,0,0.2943055555555555,12.615159757683621,0.0,0.0,0.3566749439387322,0.3566749439387322,8.384758749675035,5.300674190641567,3.9506173199444694,3.647435412300489,4.371345680680476,3.8104725365619547,3.4525386535050306,7.431299675155903,1688.0,4,2023-02-23 01:07:06
482021929,1677120479,1012528462,如何才能变得富有？通过自我暗示对自己建立不可动摇的信念 | 自我暗示的方法,1676718000,1676638476,5.365976015021851,职业职场,10,30,0,313,0,156,0,11,1847,1,0,30.0,0.0,0.0,338.0,168.0,0.0,12.0,2067.0,5.0,10.795772435943437,4.59511985013459,18075.21212121212,726.0,1,？,0,4.658321759259259,4.883559211528279,0.0,0.0,0.0,0.0,5.982662734424781,3.511200761475078,2.006882617238554,0.0,0.0,1.2123472716928296,4.222321099483353,5.393627546352362,220.0,6,2023-02-18 19:00:00
482024189,1677117583,1014284316,Creo/proe模型颜色库文件，设计资料，结构设计，creo教程，proe教程，creo在线教学，一加一教育，佳言老师,1676850600,1676728373,4.3694478524670215,职业职场,10,2,1,21,0,23,14,3,559,1,0,2.0,1.0,0.0,23.0,24.0,14.0,3.0,600.0,5.0,10.762191543557298,6.194405391104672,3911.451020408164,72.35510204081632,1,。,0,3.0900810185185184,5.01529110563245,2.0794415416798357,0.0,0.6931471805599453,0.0,5.197952163003891,2.0072969057779417,0.4990964374787543,1.710300927662452,0.28036746863604156,0.6784640750155251,2.053602869629673,3.713572066704308,41.0,1,2023-02-20 07:50:00
482025729,1677119276,1013310738,领导总是在快下班才安排你工作，导致你经常加班，你会怎么办？,1676793600,1676688645,4.804021044733257,职业职场,2,0,0,5,0,8,0,0,219,1,0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,242.0,4.0,10.555291769561691,6.371611847231857,3430.931623931624,94.64102564102564,0,？,0,3.769398148148148,10.785776727734268,0.0,0.0,0.0,0.0,4.062156383501808,0.7525261953651426,0.0,0.0,0.0,0.0,0.8443528315056354,3.1354942159291497,23.0,7,2023-02-19 16:00:00
482087369,1677121958,1011947174,运营到底是干啥的？发展前景咋样？3步快速入门不走弯路,1676639519,1676639519,5.641907070938114,职业职场,9,2,4,32,0,20,3,5,543,1,0,2.0,4.0,0.0,34.0,21.0,3.0,6.0,621.0,6.0,11.095666076979352,5.159055299214529,16430.994252873563,523.0689655172414,1,？,0,5.583784722222222,10.656780809055153,0.6931471805599453,0.0,0.4054651081081644,0.0,4.577242507827669,1.2758654614477243,0.30614556666063514,0.43000811394937954,0.5402057668090199,0.6394562745734348,1.9067058878836638,4.356708826689592,78.0,5,2023-02-17 21:11:59
482134047,1677119141,1015522401,医院里的香饽饽!河南专科，同宿舍6个护理学男生，毕业4年现状,1676799356,1676799356,4.969813299576001,职业职场,10,74,53,142,0,2256,292,163,61308,1,0,79.0,60.0,0.0,161.0,2705.0,302.0,173.0,70452.0,6.0,12.824598645344317,5.652489180268651,165432.9649122807,5909.049122807018,1,。,0,3.7012152777777776,9.769516063083202,0.0,0.0,1.4744016286301573,3.0808229475248323,9.715004399944194,6.412687393443345,3.0442096787173236,4.3806883175089215,2.7291344247999154,3.8075418607641947,3.6728968349511217,9.120853205474647,9144.0,7,2023-02-19 17:35:56
482154342,1677118020,1016040897,市长田封义一套公式轻松换算含权量，再次拿着祖传名画登门拜访省委副书记于华北,1676820401,1676820401,5.0689042022202315,职业职场,11,2,0,19,0,80,2,1,1750,1,0,2.0,0.0,0.0,20.0,85.0,2.0,2.0,1850.0,6.0,12.777300748793763,5.497168225293202,324807.65573770495,13214.860655737704,0,。,0,3.444664351851852,11.655734144723068,0.0,0.0,0.6931471805599453,0.6931471805599453,6.2305445977205585,3.14520016547688,0.45780964191816764,0.45780964191816764,0.0,0.2548778855233286,1.8742264486747706,4.605170185988092,100.0,7,2023-02-19 23:26:41
482158277,1677116199,1017121425,职场小白学了也能成为管理大咖,1676894100,1676887245,5.926926025970411,职业职场,10,0,0,17,0,15,0,4,670,1,0,0.0,0.0,0.0,20.0,15.0,0.0,4.0,738.0,4.0,10.598957034465641,6.796823718274855,3076.863687150838,115.2100558659218,0,。,0,2.570590277777778,12.082037732551973,0.0,0.0,0.0,0.0,5.563142159781139,1.7639146484983363,0.0,0.0,0.0,0.9384681202674988,2.029892390729296,4.219507705176107,68.0,1,2023-02-20 19:55:00
482204923,1677116643,1017018554,申论答疑@龙华老师,1676883020,1676883020,6.660575149839686,职业职场,6,0,0,1,0,4,2,2,412,1,0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,510.0,6.0,11.205965427562909,5.247024072160486,18306.263157894737,252.83684210526317,0,。,0,2.7039699074074077,7.467942332285852,0.0,0.0,0.0,0.0,5.0263023201481145,0.39157333191847854,0.0,0.5536857841396315,0.0,0.5536857841396315,0.31468416319946624,4.584967478670572,98.0,1,2023-02-20 16:50:20
482371011,1677111797,1020235509,51% 卡尼曼双系统,1677058093,1677058093,5.560681631015528,职业职场,9,59,2,136,0,156,15,16,2015,1,0,122.0,7.0,0.0,407.0,308.0,26.0,30.0,4705.0,6.0,10.995494742152102,4.859812404361672,17248.643410852714,672.4728682170543,0,。,0,0.6215740740740741,12.112623011614206,0.0,0.0,0.14310084364067324,0.9007865453381899,8.083874663554344,5.525356196423097,4.563517678854133,3.22415310149594,1.4392751181748515,3.2862016837476,5.392715059960254,7.897296472595885,2690.0,3,2023-02-22 17:28:13
524593983,1677121901,1011716798,直通车广泛匹配与精准匹配的区别与应用,1676640600,1676603097,4.867534450455582,职业职场,10,11,2,28,0,34,2,2,807,1,0,11.0,2.0,0.0,31.0,35.0,2.0,2.0,903.0,5.0,10.922027966438678,6.214608098422191,5455.296,117.466,1,。,0,5.570613425925926,5.149817358229593,0.0,0.0,0.0,0.0,4.975818490066841,1.8088553464130537,1.0901256728232702,0.30676891977110426,0.30676891977110426,0.30676891977110426,1.7961459056610853,4.564348191467836,96.0,5,2023-02-17 21:30:00
524598559,1677120249,1012287044,sumif(s)单(多)条件求和-Excel函数入门到实战制作自动化报表模板之(五),1676726400,1676628412,5.493061443340548,职业职场,11,1,0,10,0,17,0,2,1125,1,0,1.0,0.0,0.0,11.0,17.0,0.0,2.0,1139.0,5.0,11.424214462617174,6.361302477572996,2457.20725388601,67.67012089810017,1,。,0,4.5584375,10.203144233241165,0.0,0.0,0.0,0.0,5.508558403340126,1.3162334327578207,0.19833713228926406,0.0,0.0,0.363772477311208,1.1611908111510856,2.6390573296152584,14.0,6,2023-02-18 21:20:00
524634456,1677118742,1015588152,女性到底需要什么样的主义？从上野千鹤子工伤谈起：,1676802128,1676802128,5.43372200355424,职业职场,5,180,99,553,0,2735,150,108,38972,1,0,180.0,101.0,0.0,557.0,2769.0,154.0,108.0,39667.0,6.0,11.838798874795941,4.3694478524670215,83065.64556962025,6592.367088607595,0,？,0,3.664513888888889,4.146304301152812,0.0,0.0,1.2151998669197195,3.4292935843951615,9.271903028050243,6.615191024361093,3.9144151088079955,3.736076054335562,3.332770834975913,3.416803273869168,5.0232670589747555,6.543911845564792,695.0,7,2023-02-19 18:22:08
524652140,1677118185,1015803441,我为什么总喜欢笑？！,1676811629,1676811629,5.204006687076795,职业职场,7,79,51,28,0,513,54,19,5546,1,0,87.0,53.0,0.0,30.0,541.0,54.0,19.0,6023.0,5.0,10.831113794074028,4.330733340286331,21655.026315789477,928.0,0,？,0,3.548101851851852,10.909595483302281,0.6931471805599453,1.3862943611198906,0.32850406697203605,2.245426679154097,7.354419455305065,4.9738630743001115,3.1469684053104827,2.7862083811616687,2.7326701443200005,1.8492381164509328,2.18510065313242,6.1675164908883415,477.0,7,2023-02-19 21:00:29
524671616,1677115835,1017528795,Excel前三位数字不满整数退位取整,1676903973,1676903973,4.820281565605037,职业职场,5,5,0,25,0,99,12,4,828,1,0,5.0,0.0,0.0,26.0,100.0,12.0,4.0,856.0,6.0,12.735756332985504,6.648984550024776,16208.34585492228,831.4481865284974,0,。,0,2.452106481481481,7.1284959456800365,0.0,0.0,1.3862943611198906,0.5108256237659906,5.822065710875122,3.6981724066244523,1.1115492981074562,1.773892737688985,0.0,0.9674592202560525,2.4154954603529113,3.332204510175204,28.0,1,2023-02-20 22:39:33
524689584,1677117218,1016449537,江浙真题6--“丛林法则”淘汰中小微企业，可取吗？,1676864962,1676864962,5.198497031265826,职业职场,4,11,2,28,0,28,3,5,983,1,0,11.0,2.0,0.0,31.0,28.0,3.0,5.0,1148.0,5.0,11.189602397854108,5.641907070938114,13101.517730496456,276.4290780141844,1,？,0,2.91962962962963,5.582556017222057,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,5.819152351079679,2.260747741107716,1.5618432784179743,0.706817115308745,0.5217764800725951,0.9978876717297269,2.359934476236837,5.10594547390058,165.0,1,2023-02-20 11:49:22
524706425,1677117997,1016068380,当面试官遇到了真正的办公高手…,1676821709,1676821709,4.770684624465665,职业职场,10,2459,120,22018,0,26201,255,560,612050,1,0,2728.0,128.0,0.0,24195.0,28226.0,274.0,614.0,671475.0,6.0,13.222391501097032,5.493061443340548,221952.83950617284,8058.156378600823,0,。,0,3.4292592592592595,12.16222890262337,0.0,0.0,0.6138663776851707,2.890032947118741,12.092224979048032,8.941208578504115,6.576559366973622,4.322277719469986,3.5833239139799202,5.101697509005672,8.767427037037963,10.992470292228395,59425.0,7,2023-02-19 23:48:29
524744282,1677118702,1015642696,119-自嘲是人际交往中非常有效的技巧。,1676803863,1676803863,4.219507705176107,职业职场,9,0,0,1,0,12,1,0,540,1,0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,644.0,5.0,11.252118986523802,4.976733742420574,50829.855172413794,2184.6758620689657,1,。,0,3.6439699074074072,9.591588680203078,0.0,0.0,0.0,0.0,4.998495418315616,1.191832928545296,0.0,0.24249586268551357,0.0,0.0,0.24249586268551357,4.6443908991413725,104.0,7,2023-02-19 18:51:03
524745220,1677116329,1016755126,【逸笔文案】真的，建议专家不要再建议了……这篇央视网评真是绝了，必须分享给大家❗️申论结构化面试公务员写材料素材,1676889603,1676871548,5.75890177387728,职业职场,10,2,1,19,0,27,1,2,1868,1,0,2.0,1.0,0.0,19.0,29.0,1.0,2.0,1930.0,5.0,11.5711000290213,4.61512051684126,38409.66336633663,561.1584158415842,1,。,0,2.6241435185185185,9.469877567123273,0.0,0.0,0.0,0.0,6.567869054645276,2.331082301860817,0.5665366044867977,0.3228634254932821,0.3228634254932821,0.5665366044867977,2.109055881810021,4.127134385045092,62.0,1,2023-02-20 18:40:03
524748412,1677118026,1016031535,Excel一列日期统计周末天数,1676819914,1676819914,4.51085950651685,职业职场,5,3,0,33,0,86,0,0,967,1,0,3.0,0.0,0.0,33.0,86.0,0.0,0.0,979.0,6.0,12.735756332985504,6.648984550024776,16208.34585492228,831.4481865284974,0,。,0,3.4503703703703703,6.39959277263563,0.0,0.0,0.0,0.0,5.635716916441483,3.2158657172416967,0.6256559719101518,0.0,0.0,0.0,2.3574700404439177,2.4849066497880004,12.0,7,2023-02-19 23:18:34
524777807,1677112371,1019738444,如何摆脱垃圾人际关系？分享一个“四字咒语”，把说你坏话的人的嘴，堵住！,1677037096,1677037096,4.532599493153256,职业职场,5,39,2,172,0,410,27,20,4410,1,0,57.0,3.0,0.0,224.0,488.0,29.0,22.0,5827.0,6.0,12.560114626261447,4.700480365792417,88223.97272727273,9515.581818181818,0,？,0,0.8712384259259259,10.618508743009023,0.0,0.0,0.46262352194811307,1.4842747694800944,8.529469569883105,6.153996761140566,3.8234948239514175,3.4654348777552837,1.1925830454325077,3.176211660776807,5.290386632265899,7.256297239690681,1417.0,3,2023-02-22 11:38:16
524798596,1677112359,1019563457,江浙真题7--如何处理“领导满意”和“群众满意”的关系,1677037800,1677033527,5.231108616854587,职业职场,4,18,3,69,0,34,4,4,1219,1,0,20.0,3.0,0.0,101.0,39.0,5.0,9.0,1893.0,5.0,11.189602397854108,5.641907070938114,13101.517730496456,276.4290780141844,1,。,0,0.8629513888888889,7.344072850573066,0.0,0.0,0.0,0.8109302162163288,7.253183047021055,3.673757442155945,3.0845966718385482,1.7290424527956756,1.4988284173727835,1.7290424527956756,4.39393240321888,6.513230110912307,674.0,3,2023-02-22 11:50:00
